Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-05,19.494787,[14  1] ; [10 28],[6.79245283 8.20754717] ; [17.20754717 20.79245283],1
d5,1,0.000206,13.772561,[14  1] ; [14 24],[7.9245283 7.0754717] ; [20.0754717 17.9245283],1
d2,1,0.002976,8.822182,[9 6] ; [ 7 31],[ 4.52830189 10.47169811] ; [11.47169811 26.52830189],0
a6,1,0.009951,6.64357,[11  4] ; [13 25],[6.79245283 8.20754717] ; [17.20754717 20.79245283],0
p5,1,0.019789,5.430434,[ 5 10] ; [ 3 35],[ 2.26415094 12.73584906] ; [ 5.73584906 32.26415094],0
a4,1,0.021111,5.317591,[8 7] ; [ 8 30],[ 4.52830189 10.47169811] ; [11.47169811 26.52830189],0
a2,1,0.031061,4.649597,[ 3 12] ; [ 1 37],[ 1.13207547 13.86792453] ; [ 2.86792453 35.13207547],0
a5,1,0.040504,4.196661,[11  4] ; [16 22],[7.64150943 7.35849057] ; [19.35849057 18.64150943],0
p4,1,0.056703,3.631297,[9 6] ; [12 26],[5.94339623 9.05660377] ; [15.05660377 22.94339623],0
a3,1,0.058858,3.569284,[10  5] ; [14 23],[6.92307692 8.07692308] ; [17.07692308 19.92307692],0
s2,1,0.069024,3.306075,[ 4 11] ; [ 3 35],[ 1.98113208 13.01886792] ; [ 5.01886792 32.98113208],0
v3,1,0.090822,2.859751,[ 5 10] ; [ 5 33],[ 2.83018868 12.16981132] ; [ 7.16981132 30.83018868],0
p3,1,0.100018,2.705253,[6 9] ; [ 7 31],[ 3.67924528 11.32075472] ; [ 9.32075472 28.67924528],0
v2,1,0.125276,2.350082,[8 7] ; [11 25],[5.58823529 9.41176471] ; [13.41176471 22.58823529],0
s8,1,0.153756,2.034586,[ 1 14] ; [ 9 29],[ 2.83018868 12.16981132] ; [ 7.16981132 30.83018868],0
s6,1,0.219815,1.505578,[7 8] ; [11 27],[5.09433962 9.90566038] ; [12.90566038 25.09433962],0
v1,1,0.219815,1.505578,[7 8] ; [11 27],[5.09433962 9.90566038] ; [12.90566038 25.09433962],0
v4,1,0.225672,1.467933,[11  4] ; [21 17],[9.05660377 5.94339623] ; [22.94339623 15.05660377],0
s4,1,0.281582,1.15944,[ 1 14] ; [ 7 31],[ 2.26415094 12.73584906] ; [ 5.73584906 32.26415094],0
p11,1,0.296251,1.090994,[11  4] ; [22 16],[9.33962264 5.66037736] ; [23.66037736 14.33962264],0
p1,1,0.316385,1.003831,[ 2 13] ; [ 2 36],[ 1.13207547 13.86792453] ; [ 2.86792453 35.13207547],0
n6,1,0.346569,0.885981,[11  4] ; [22 15],[9.51923077 5.48076923] ; [23.48076923 13.51923077],0
n5,1,0.399381,0.710189,[8 7] ; [25 13],[9.33962264 5.66037736] ; [23.66037736 14.33962264],0
b1,1,0.447874,0.576028,[10  5] ; [21 17],[8.77358491 6.22641509] ; [22.22641509 15.77358491],0
r4,1,0.472918,0.51515,[ 5 10] ; [ 9 29],[ 3.96226415 11.03773585] ; [10.03773585 27.96226415],0
p8,1,0.481043,0.496497,[ 4 11] ; [14 24],[5.09433962 9.90566038] ; [12.90566038 25.09433962],0
p2,1,0.481043,0.496497,[11  4] ; [24 14],[9.90566038 5.09433962] ; [25.09433962 12.90566038],0
a7,1,0.511219,0.431571,[9 6] ; [19 19],[7.9245283 7.0754717] ; [20.0754717 17.9245283],0
b2,1,0.523094,0.407788,[3 8] ; [ 7 11],[3.79310345 7.20689655] ; [ 6.20689655 11.79310345],0
b3,1,0.523094,0.407788,[3 8] ; [ 7 11],[3.79310345 7.20689655] ; [ 6.20689655 11.79310345],0
s7,1,0.551965,0.353808,[ 2 10] ; [ 9 27],[2.75 9.25] ; [ 8.25 27.75],0
u2,1,0.564144,0.332579,[2 3] ; [13 11],[2.5862069 2.4137931] ; [12.4137931 11.5862069],0
n4,1,0.572251,0.31893,[7 8] ; [21 17],[7.9245283 7.0754717] ; [20.0754717 17.9245283],0
r3,1,0.603293,0.270058,[9 6] ; [25 12],[9.80769231 5.19230769] ; [24.19230769 12.80769231],0
p6,1,0.629558,0.232661,[ 2 13] ; [ 7 30],[ 2.59615385 12.40384615] ; [ 6.40384615 30.59615385],0
b4,1,0.63213,0.229184,[8 7] ; [23 15],[8.77358491 6.22641509] ; [22.22641509 15.77358491],0
r1,1,0.810372,0.057574,[ 5 10] ; [14 24],[5.37735849 9.62264151] ; [13.62264151 24.37735849],0
u3,1,0.812126,0.056494,[1 4] ; [ 6 18],[1.20689655 3.79310345] ; [ 5.79310345 18.20689655],0
n2,1,0.813025,0.055944,[3 3] ; [10  8],[3.25 2.75] ; [9.75 8.25],0
n3,1,0.813025,0.055944,[3 3] ; [10  8],[3.25 2.75] ; [9.75 8.25],0
s1,1,0.842122,0.039673,[ 1 14] ; [ 2 36],[ 0.8490566 14.1509434] ; [ 2.1509434 35.8490566],0
u1,1,0.842122,0.039673,[ 1 14] ; [ 2 36],[ 0.8490566 14.1509434] ; [ 2.1509434 35.8490566],0
p12,1,0.842122,0.039673,[ 1 14] ; [ 2 36],[ 0.8490566 14.1509434] ; [ 2.1509434 35.8490566],0
p9,1,0.888677,0.019594,[9 5] ; [23 14],[8.78431373 5.21568627] ; [23.21568627 13.78431373],0
s5,1,0.894711,0.017515,[ 3 12] ; [ 7 31],[ 2.83018868 12.16981132] ; [ 7.16981132 30.83018868],0
b5,1,0.96323,0.002125,[8 7] ; [20 18],[7.9245283 7.0754717] ; [20.0754717 17.9245283],0
p10,1,0.97129,0.001295,[9 6] ; [22 15],[8.94230769 6.05769231] ; [22.05769231 14.94230769],0
p7,1,0.971849,0.001245,[6 9] ; [15 23],[5.94339623 9.05660377] ; [15.05660377 22.94339623],0
