Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,111.292145,[357  79] ; [ 62 103],[303.96672213 132.03327787] ; [115.03327787  49.96672213],1
n6,1,0.0,36.953455,[365  72] ; [100  66],[336.99004975 100.00995025] ; [128.00995025  37.99004975],1
a5,1,0.0,29.661232,[320 118] ; [83 84],[291.75867769 146.24132231] ; [111.24132231  55.75867769],1
p11,1,2e-06,22.742993,[348  90] ; [101  66],[325.06115702 112.93884298] ; [123.93884298  43.06115702],1
a4,1,1.7e-05,18.55247,[195 239] ; [ 43 124],[171.86688852 262.13311148] ; [ 66.13311148 100.86688852],1
s7,1,5.6e-05,16.216985,[167 246] ; [ 36 124],[146.31588133 266.68411867] ; [ 56.68411867 103.31588133],1
d2,1,0.000113,14.90028,[209 227] ; [ 51 116],[187.9933665 248.0066335] ; [72.0066335 94.9933665],1
v3,1,0.000139,14.511881,[166 256] ; [ 36 124],[146.46735395 275.53264605] ; [ 55.53264605 104.46735395],1
p3,1,0.00014,14.496928,[195 241] ; [ 46 120],[174.5448505 261.4551495] ; [66.4551495 99.5448505],1
p10,1,0.000167,14.16715,[328 104] ; [99 65],[309.5033557 122.4966443] ; [117.4966443  46.5033557],1
s8,1,0.000192,13.904281,[158 279] ; [ 34 133],[138.91390728 298.08609272] ; [ 53.08609272 113.91390728],1
d1,1,0.000205,13.782827,[247 191] ; [ 66 101],[226.60165289 211.39834711] ; [86.39834711 80.60165289],1
d5,1,0.00063,11.685503,[350  87] ; [111  55],[334.09121061 102.90878939] ; [126.90878939  39.09121061],1
p4,1,0.000696,11.500199,[235 200] ; [ 64 102],[216.41430948 218.58569052] ; [82.58569052 83.41430948],1
u1,1,0.000965,10.894398,[ 71 367] ; [ 10 157],[ 58.64132231 379.35867769] ; [ 22.35867769 144.64132231],1
a2,1,0.00106,10.719383,[102 336] ; [ 19 148],[ 87.6 350.4] ; [ 33.4 133.6],0
n1,1,0.00144,10.153415,[40 55] ; [11 51],[30.85987261 64.14012739] ; [20.14012739 41.85987261],0
r4,1,0.001735,9.810284,[373  65] ; [124  43],[359.81157025  78.18842975] ; [137.18842975  29.81157025],0
r1,1,0.002107,9.453806,[338  98] ; [109  58],[323.2039801 112.7960199] ; [123.7960199  43.2039801],0
p6,1,0.003353,8.604812,[131 300] ; [ 30 133],[116.81986532 314.18013468] ; [ 44.18013468 118.81986532],0
a3,1,0.003404,8.577297,[300 135] ; [94 73],[284.70099668 150.29900332] ; [109.29900332  57.70099668],0
