Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.002613,9.059462,[22 14] ; [68 11],[28.17391304  7.82608696] ; [61.82608696 17.17391304],0
b4,1,0.856678,0.032618,[20 16] ; [43 37],[19.55172414 16.44827586] ; [43.44827586 36.55172414],0
v1,1,0.885018,0.020912,[17 19] ; [37 39],[17.35714286 18.64285714] ; [36.64285714 39.35714286],0
b5,1,0.940379,0.005594,[25 11] ; [55 25],[24.82758621 11.17241379] ; [55.17241379 24.82758621],0
d2,1,0.941009,0.005476,[12 23] ; [28 52],[12.17391304 22.82608696] ; [27.82608696 52.17391304],0
u1,1,0.941034,0.005472,[ 3 33] ; [ 7 73],[ 3.10344828 32.89655172] ; [ 6.89655172 73.10344828],0
r2,1,0.946799,0.004453,[32  4] ; [69  9],[31.89473684  4.10526316] ; [69.10526316  8.89473684],0
a6,1,0.955472,0.003118,[23 12] ; [53 27],[23.13043478 11.86956522] ; [52.86956522 27.13043478],0
a8,1,0.96106,0.002384,[ 4 31] ; [ 8 64],[ 3.92523364 31.07476636] ; [ 8.07476636 63.92523364],0
s3,1,0.983055,0.000451,[19 17] ; [41 37],[18.94736842 17.05263158] ; [41.05263158 36.94736842],0
p6,1,1.0,0.0,[ 9 27] ; [19 57],[ 9. 27.] ; [19. 57.],0
