Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,70.75828,[32 64] ; [130  22],[62.70967742 33.29032258] ; [99.29032258 52.70967742],1
n6,1,7e-06,20.076515,[59 37] ; [131  21],[73.5483871 22.4516129] ; [116.4516129  35.5483871],1
v1,1,0.000208,13.756526,[27 66] ; [80 70],[40.95061728 52.04938272] ; [66.04938272 83.95061728],1
p3,1,0.000546,11.950383,[23 74] ; [69 83],[35.83935743 61.16064257] ; [56.16064257 95.83935743],1
a8,1,0.000802,11.237467,[ 2 89] ; [ 23 120],[ 9.72222222 81.27777778] ; [ 15.27777778 127.72222222],1
p4,1,0.000962,10.898689,[30 66] ; [80 72],[42.58064516 53.41935484] ; [67.41935484 84.58064516],1
p7,1,0.005456,7.721593,[42 49] ; [96 53],[52.325 38.675] ; [85.675 63.325],0
v3,1,0.007618,7.121061,[20 70] ; [58 91],[29.37238494 60.62761506] ; [ 48.62761506 100.37238494],0
p11,1,0.00938,6.749073,[60 37] ; [118  35],[69.064 27.936] ; [108.936  44.064],0
p5,1,0.010521,6.544484,[ 3 93] ; [ 19 131],[ 8.58536585 87.41463415] ; [ 13.41463415 136.58536585],0
p10,1,0.014487,5.977788,[56 36] ; [115  37],[64.47540984 27.52459016] ; [106.52459016  45.47540984],0
r4,1,0.015166,5.89705,[76 21] ; [137  16],[82.644 14.356] ; [130.356  22.644],0
u3,1,0.020945,5.331378,[40 19] ; [38 41],[33.34782609 25.65217391] ; [44.65217391 34.34782609],0
s6,1,0.021394,5.294399,[46 49] ; [95 55],[54.67346939 40.32653061] ; [86.32653061 63.67346939],0
s7,1,0.022356,5.217858,[25 67] ; [61 85],[33.24369748 58.75630252] ; [52.75630252 93.24369748],0
n1,1,0.024284,5.07426,[ 8 22] ; [19 16],[12.46153846 17.53846154] ; [14.53846154 20.46153846],0
s4,1,0.030726,4.668188,[24 73] ; [ 21 130],[17.60080645 79.39919355] ; [ 27.39919355 123.60080645],0
p8,1,0.035873,4.403118,[33 62] ; [73 78],[40.93495935 54.06504065] ; [65.06504065 85.93495935],0
p12,1,0.039108,4.256166,[ 1 95] ; [ 10 142],[ 4.25806452 91.74193548] ; [  6.74193548 145.25806452],0
p6,1,0.054709,3.69092,[23 71] ; [54 95],[29.78600823 64.21399177] ; [ 47.21399177 101.78600823],0
p1,1,0.058515,3.578993,[ 5 91] ; [ 19 133],[ 9.29032258 86.70967742] ; [ 14.70967742 137.29032258],0
a4,1,0.077869,3.108835,[13 84] ; [ 34 118],[18.30923695 78.69076305] ; [ 28.69076305 123.30923695],0
s8,1,0.0793,3.079196,[24 73] ; [54 99],[30.264 66.736] ; [ 47.736 105.264],0
s3,1,0.082098,3.022879,[47 50] ; [89 60],[53.62601626 43.37398374] ; [82.37398374 66.62601626],0
p9,1,0.105096,2.62645,[64 28] ; [119  32],[69.28395062 22.71604938] ; [113.71604938  37.28395062],0
a3,1,0.107031,2.597515,[37 59] ; [74 77],[43.1417004 52.8582996] ; [67.8582996 83.1417004],0
r1,1,0.115698,2.474615,[61 36] ; [110  42],[66.61445783 30.38554217] ; [104.38554217  47.61445783],0
n2,1,0.188877,1.726357,[18 11] ; [27  8],[20.390625  8.609375] ; [24.609375 10.390625],0
r3,1,0.200128,1.641441,[86 10] ; [142   9],[88.61538462  7.38461538] ; [139.38461538  11.61538462],0
b1,1,0.260099,1.268232,[30 67] ; [58 95],[34.144 62.856] ; [53.856 99.144],0
p2,1,0.305209,1.051294,[69 27] ; [118  34],[72.38709677 23.61290323] ; [114.61290323  37.38709677],0
b3,1,0.343697,0.896591,[ 9 31] ; [29 66],[11.25925926 28.74074074] ; [26.74074074 68.25925926],0
b2,1,0.343697,0.896591,[ 9 31] ; [29 66],[11.25925926 28.74074074] ; [26.74074074 68.25925926],0
v2,1,0.364968,0.820725,[37 56] ; [65 77],[40.36595745 52.63404255] ; [61.63404255 80.36595745],0
u2,1,0.366106,0.81684,[35 23] ; [41 37],[32.41176471 25.58823529] ; [43.58823529 34.41176471],0
b5,1,0.42143,0.646325,[62 35] ; [90 63],[58.976 38.024] ; [93.024 59.976],0
a7,1,0.426236,0.633058,[67 29] ; [98 53],[64.12955466 31.87044534] ; [100.87044534  50.12955466],0
s2,1,0.428306,0.627413,[40 57] ; [70 81],[43.02419355 53.97580645] ; [66.97580645 84.02419355],0
d5,1,0.502092,0.450511,[60 36] ; [102  51],[62.45783133 33.54216867] ; [99.54216867 53.45783133],0
a1,1,0.573231,0.317306,[ 2 95] ; [  5 148],[ 2.716 94.284] ; [  4.284 148.716],0
s5,1,0.575745,0.313164,[21 73] ; [ 37 108],[22.81171548 71.18828452] ; [ 35.18828452 109.81171548],0
d1,1,0.615644,0.252038,[30 67] ; [ 52 101],[31.816 65.184] ; [ 50.184 102.816],0
a6,1,0.634747,0.225679,[49 48] ; [82 71],[50.828 46.172] ; [80.172 72.828],0
u1,1,0.731765,0.117497,[ 3 94] ; [  6 147],[ 3.492 93.508] ; [  5.508 147.492],0
d2,1,0.799684,0.064392,[21 76] ; [ 35 117],[21.81526104 75.18473896] ; [ 34.18473896 117.81526104],0
s1,1,0.847437,0.037014,[ 5 91] ; [  7 143],[ 4.68292683 91.31707317] ; [  7.31707317 142.68292683],0
d3,1,0.86838,0.027462,[53 42] ; [87 66],[53.62903226 41.37096774] ; [86.37096774 66.62903226],0
v4,1,0.891317,0.01867,[88  7] ; [141  12],[87.72177419  7.27822581] ; [141.27822581  11.72177419],0
n3,1,0.900996,0.015476,[21  9] ; [24 11],[20.76923077  9.23076923] ; [24.23076923 10.76923077],0
d4,1,0.906591,0.013769,[65 31] ; [104  48],[65.41935484 30.58064516] ; [103.58064516  48.41935484],0
b4,1,0.910845,0.012538,[57 40] ; [91 62],[57.424 39.576] ; [90.576 62.424],0
