Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4e-06,21.154326,[ 3 36] ; [21 16],[12.31578947 26.68421053] ; [11.68421053 25.31578947],1
s6,1,0.004702,7.990521,[17 21] ; [27  8],[22.90410959 15.09589041] ; [21.09589041 13.90410959],0
s7,1,0.028981,4.768713,[10 25] ; [19 16],[14.5 20.5] ; [14.5 20.5],0
a2,1,0.030411,4.685908,[ 7 32] ; [ 1 36],[ 4.10526316 34.89473684] ; [ 3.89473684 33.10526316],0
r4,1,0.076841,3.130489,[38  1] ; [32  5],[35.92105263  3.07894737] ; [34.07894737  2.92105263],0
s8,1,0.079839,3.068172,[11 27] ; [18 19],[14.69333333 23.30666667] ; [14.30666667 22.69333333],0
a4,1,0.09804,2.737143,[14 25] ; [ 7 30],[10.77631579 28.22368421] ; [10.22368421 26.77631579],0
p11,1,0.119872,2.418989,[34  5] ; [27 10],[31.30263158  7.69736842] ; [29.69736842  7.30263158],0
a3,1,0.172849,1.858063,[24 15] ; [17 20],[21.03947368 17.96052632] ; [19.96052632 17.03947368],0
p9,1,0.190063,1.717131,[34  4] ; [29  8],[31.92  6.08] ; [31.08  5.92],0
n4,1,0.209977,1.571587,[28 11] ; [31  6],[30.27631579  8.72368421] ; [28.72368421  8.27631579],0
n5,1,0.258403,1.277292,[29  9] ; [32  5],[30.90666667  7.09333333] ; [30.09333333  6.90666667],0
p12,1,0.263851,1.24844,[ 5 34] ; [ 2 35],[ 3.59210526 35.40789474] ; [ 3.40789474 33.59210526],0
u2,1,0.278092,1.176389,[8 7] ; [ 7 13],[6.42857143 8.57142857] ; [ 8.57142857 11.42857143],0
v2,1,0.292816,1.106629,[21 16] ; [16 20],[18.75342466 18.24657534] ; [18.24657534 17.75342466],0
p8,1,0.301341,1.068252,[24 14] ; [19 18],[21.78666667 16.21333333] ; [21.21333333 15.78666667],0
r1,1,0.32299,0.976801,[30  9] ; [24 12],[28.08 10.92] ; [25.92 10.08],0
d3,1,0.35367,0.860245,[ 8 31] ; [11 26],[ 9.75 29.25] ; [ 9.25 27.75],0
v4,1,0.358486,0.84319,[37  2] ; [33  4],[35.92105263  3.07894737] ; [34.07894737  2.92105263],0
p7,1,0.365366,0.819364,[27 12] ; [29  8],[28.73684211 10.26315789] ; [27.26315789  9.73684211],0
n1,1,0.428537,0.626786,[2 5] ; [3 3],[2.69230769 4.30769231] ; [2.30769231 3.69230769],0
s4,1,0.466158,0.53107,[ 5 34] ; [ 7 30],[ 6.15789474 32.84210526] ; [ 5.84210526 31.15789474],0
b4,1,0.491147,0.474012,[18 21] ; [20 17],[19.5 19.5] ; [18.5 18.5],0
b1,1,0.504108,0.446277,[16 23] ; [18 19],[17.44736842 21.55263158] ; [16.55263158 20.44736842],0
p6,1,0.50891,0.436307,[15 24] ; [17 20],[16.42105263 22.57894737] ; [15.57894737 21.42105263],0
v3,1,0.571573,0.320057,[14 24] ; [16 21],[15.2 22.8] ; [14.8 22.2],0
u1,1,0.587285,0.294604,[ 2 37] ; [ 1 36],[ 1.53947368 37.46052632] ; [ 1.46052632 35.53947368],0
s1,1,0.587285,0.294604,[ 2 37] ; [ 1 36],[ 1.53947368 37.46052632] ; [ 1.46052632 35.53947368],0
n6,1,0.596114,0.280896,[32  7] ; [32  5],[32.84210526  6.15789474] ; [31.15789474  5.84210526],0
n2,1,0.611541,0.257937,[5 2] ; [5 1],[5.38461538 1.61538462] ; [4.61538462 1.38461538],0
r2,1,0.638421,0.220813,[36  3] ; [33  4],[35.40789474  3.59210526] ; [33.59210526  3.40789474],0
p5,1,0.682554,0.167264,[ 6 33] ; [ 7 30],[ 6.67105263 32.32894737] ; [ 6.32894737 30.67105263],0
a6,1,0.685543,0.163953,[27 12] ; [24 13],[26.17105263 12.82894737] ; [24.82894737 12.17105263],0
a8,1,0.719281,0.129183,[ 3 33] ; [ 4 33],[ 3.45205479 32.54794521] ; [ 3.54794521 33.45205479],0
b3,1,0.743224,0.107313,[10 20] ; [ 7 17],[ 9.44444444 20.55555556] ; [ 7.55555556 16.44444444],0
b2,1,0.743224,0.107313,[10 20] ; [ 7 17],[ 9.44444444 20.55555556] ; [ 7.55555556 16.44444444],0
s5,1,0.840668,0.040417,[ 9 29] ; [ 9 26],[ 9.36986301 28.63013699] ; [ 8.63013699 26.36986301],0
u3,1,0.84519,0.038126,[8 7] ; [10 10],[7.71428571 7.28571429] ; [10.28571429  9.71428571],0
a5,1,0.852967,0.034349,[24 15] ; [22 15],[23.60526316 15.39473684] ; [22.39473684 14.60526316],0
a7,1,0.876103,0.024308,[27 12] ; [25 12],[26.68421053 12.31578947] ; [25.31578947 11.68421053],0
p2,1,0.879049,0.023157,[30  9] ; [29  8],[30.27631579  8.72368421] ; [28.72368421  8.27631579],0
p4,1,0.890913,0.01881,[29 10] ; [27 10],[28.73684211 10.26315789] ; [27.26315789  9.73684211],0
p10,1,0.898269,0.016345,[30  9] ; [28  9],[29.76315789  9.23684211] ; [28.23684211  8.76315789],0
n3,1,0.905581,0.014069,[6 1] ; [5 1],[5.92307692 1.07692308] ; [5.07692308 0.92307692],0
d2,1,0.908606,0.013178,[11 28] ; [10 27],[10.77631579 28.22368421] ; [10.22368421 26.77631579],0
p1,1,0.920841,0.009875,[ 6 33] ; [ 6 31],[ 6.15789474 32.84210526] ; [ 5.84210526 31.15789474],0
r3,1,0.956861,0.002926,[37  2] ; [35  2],[36.94736842  2.05263158] ; [35.05263158  1.94736842],0
d1,1,0.956861,0.002926,[ 2 37] ; [ 2 35],[ 2.05263158 36.94736842] ; [ 1.94736842 35.05263158],0
b5,1,0.965692,0.00185,[23 16] ; [22 15],[23.09210526 15.90789474] ; [21.90789474 15.09210526],0
a1,1,0.969904,0.001423,[ 1 38] ; [ 1 36],[ 1.02631579 37.97368421] ; [ 0.97368421 36.02631579],0
v1,1,0.989955,0.000159,[18 20] ; [17 19],[17.97297297 20.02702703] ; [17.02702703 18.97297297],0
d5,1,0.99518,3.6e-05,[19 20] ; [18 19],[18.98684211 20.01315789] ; [18.01315789 18.98684211],0
