Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.156206,[86  5] ; [25 23],[72.66906475 18.33093525] ; [38.33093525  9.66906475],1
a6,1,0.03076,4.666329,[59 32] ; [22 26],[53.02877698 37.97122302] ; [27.97122302 20.02877698],0
s8,1,0.043706,4.067886,[36 54] ; [11 37],[30.65217391 59.34782609] ; [16.34782609 31.65217391],0
s5,1,0.057522,3.607421,[24 65] ; [ 6 41],[19.63235294 69.36764706] ; [10.36764706 36.63235294],0
p1,1,0.087522,2.919371,[15 76] ; [ 3 45],[11.78417266 79.21582734] ; [ 6.21582734 41.78417266],0
s7,1,0.093598,2.811372,[41 46] ; [14 30],[36.52671756 50.47328244] ; [18.47328244 25.52671756],0
u3,1,0.12057,2.409896,[18 20] ; [ 9 22],[14.86956522 23.13043478] ; [12.13043478 18.86956522],0
p5,1,0.122844,2.380677,[11 79] ; [ 2 46],[ 8.47826087 81.52173913] ; [ 4.52173913 43.47826087],0
p8,1,0.169287,1.889248,[47 40] ; [20 28],[43.17777778 43.82222222] ; [23.82222222 24.17777778],0
p4,1,0.197633,1.659781,[54 37] ; [23 25],[50.41007194 40.58992806] ; [26.58992806 21.41007194],0
n1,1,0.206513,1.595707,[11 15] ; [ 4 13],[ 9.06976744 16.93023256] ; [ 5.93023256 11.06976744],0
n5,1,0.206572,1.59529,[69 21] ; [32 16],[65.86956522 24.13043478] ; [35.13043478 12.86956522],0
a8,1,0.236724,1.4,[ 7 74] ; [ 7 38],[ 9. 72.] ; [ 5. 40.],0
d1,1,0.247639,1.336573,[ 6 85] ; [ 1 47],[ 4.58273381 86.41726619] ; [ 2.41726619 45.58273381],0
b1,1,0.261915,1.258607,[31 60] ; [21 27],[34.04316547 56.95683453] ; [17.95683453 30.04316547],0
n6,1,0.299856,1.074833,[75 16] ; [36 12],[72.66906475 18.33093525] ; [38.33093525  9.66906475],0
p3,1,0.300859,1.070385,[42 48] ; [18 30],[39.13043478 50.86956522] ; [20.86956522 27.13043478],0
b5,1,0.330422,0.947242,[51 40] ; [31 17],[53.68345324 37.31654676] ; [28.31654676 19.68345324],0
p12,1,0.340775,0.907513,[ 5 85] ; [ 1 47],[ 3.91304348 86.08695652] ; [ 2.08695652 45.91304348],0
a2,1,0.361565,0.832452,[10 81] ; [ 3 45],[ 8.51079137 82.48920863] ; [ 4.48920863 43.51079137],0
d5,1,0.369115,0.80664,[48 43] ; [21 26],[45.5 45.5] ; [23.5 23.5],0
a4,1,0.445217,0.582801,[22 68] ; [ 9 39],[20.2173913 69.7826087] ; [10.7826087 37.2173913],0
n3,1,0.502197,0.450291,[22  4] ; [13  4],[21.1627907  4.8372093] ; [13.8372093  3.1627907],0
s2,1,0.524572,0.404896,[33 57] ; [15 33],[31.30434783 58.69565217] ; [16.69565217 31.30434783],0
p9,1,0.626015,0.237504,[70 19] ; [36 12],[68.86131387 20.13868613] ; [37.13868613 10.86131387],0
b2,1,0.717671,0.130736,[14 43] ; [ 5 19],[13.37037037 43.62962963] ; [ 5.62962963 18.37037037],0
b3,1,0.717671,0.130736,[14 43] ; [ 5 19],[13.37037037 43.62962963] ; [ 5.62962963 18.37037037],0
s3,1,0.722768,0.125856,[45 45] ; [22 25],[44.01459854 45.98540146] ; [22.98540146 24.01459854],0
p7,1,0.755882,0.096654,[58 31] ; [30 18],[57.16788321 31.83211679] ; [30.83211679 17.16788321],0
p6,1,0.770106,0.085402,[30 59] ; [15 33],[29.23357664 59.76642336] ; [15.76642336 32.23357664],0
b4,1,0.961079,0.002381,[47 44] ; [25 23],[47.13669065 43.86330935] ; [24.86330935 23.13669065],0
u2,1,0.971875,0.001243,[17 21] ; [14 17],[17.07246377 20.92753623] ; [13.92753623 17.07246377],0
d2,1,0.982974,0.000455,[21 70] ; [11 37],[20.94964029 70.05035971] ; [11.05035971 36.94964029],0
s4,1,0.984145,0.000395,[17 73] ; [ 9 39],[16.95652174 73.04347826] ; [ 9.04347826 38.95652174],0
