Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,47.483569,[78 35] ; [ 2 37],[59.47368421 53.52631579] ; [20.52631579 18.47368421],1
d5,1,0.0,39.411064,[100  13] ; [15 24],[85.49342105 27.50657895] ; [29.50657895  9.49342105],1
d3,1,1e-06,24.553156,[87 26] ; [13 26],[74.34210526 38.65789474] ; [25.65789474 13.34210526],1
d2,1,1e-06,24.195663,[74 38] ; [ 8 31],[60.82119205 51.17880795] ; [21.17880795 17.82119205],1
a4,1,0.000173,14.100283,[63 49] ; [ 8 30],[53.01333333 58.98666667] ; [17.98666667 20.01333333],1
a3,1,0.000431,12.394619,[86 26] ; [17 20],[77.42281879 34.57718121] ; [25.57718121 11.42281879],1
r1,1,0.000438,12.363038,[90 22] ; [20 19],[81.58940397 30.41059603] ; [28.41059603 10.58940397],1
r3,1,0.000768,11.315826,[95 17] ; [23 16],[87.52317881 24.47682119] ; [30.47682119  8.52317881],1
a5,1,0.001418,10.181879,[86 27] ; [19 20],[78.05921053 34.94078947] ; [26.94078947 12.05921053],0
p10,1,0.002009,9.541688,[69 43] ; [12 25],[60.88590604 51.11409396] ; [20.11409396 16.88590604],0
a7,1,0.002719,8.98676,[82 31] ; [18 21],[74.34210526 38.65789474] ; [25.65789474 13.34210526],0
v4,1,0.005333,7.762924,[98 15] ; [26 13],[92.18421053 20.81578947] ; [31.81578947  7.18421053],0
p3,1,0.008034,7.025942,[53 59] ; [ 9 30],[45.98675497 66.01324503] ; [16.01324503 22.98675497],0
v2,1,0.008757,6.871749,[58 54] ; [10 27],[51.11409396 60.88590604] ; [16.88590604 20.11409396],0
r4,1,0.010816,6.495226,[90 23] ; [23 16],[84.00657895 28.99342105] ; [28.99342105 10.00657895],0
r2,1,0.012339,6.261543,[102   7] ; [31  8],[97.9527027 11.0472973] ; [35.0472973  3.9527027],0
p9,1,0.015716,5.834406,[75 37] ; [16 20],[68.86486486 43.13513514] ; [22.13513514 13.86486486],0
a2,1,0.017439,5.651633,[33 80] ; [ 4 35],[27.50657895 85.49342105] ; [ 9.49342105 29.50657895],0
s6,1,0.020348,5.381818,[72 39] ; [16 21],[66. 45.] ; [22. 15.],0
u2,1,0.021641,5.274452,[13 13] ; [ 4 18],[ 9.20833333 16.79166667] ; [ 7.79166667 14.20833333],0
p2,1,0.021957,5.249156,[80 32] ; [20 19],[74.17218543 37.82781457] ; [25.82781457 13.17218543],0
s2,1,0.029801,4.72073,[57 55] ; [12 27],[51.17880795 60.82119205] ; [17.82119205 21.17880795],0
u3,1,0.037416,4.331387,[14 13] ; [ 5 17],[10.46938776 16.53061224] ; [ 8.53061224 13.46938776],0
s7,1,0.048283,3.900091,[54 49] ; [12 24],[48.90647482 54.09352518] ; [17.09352518 18.90647482],0
s5,1,0.064913,3.407196,[37 68] ; [ 7 30],[32.53521127 72.46478873] ; [11.46478873 25.53521127],0
n6,1,0.072938,3.215633,[88 24] ; [25 14],[83.81456954 28.18543046] ; [29.18543046  9.81456954],0
b5,1,0.099424,2.714765,[72 41] ; [19 20],[67.65131579 45.34868421] ; [23.34868421 15.65131579],0
s8,1,0.104202,2.640024,[45 67] ; [10 29],[40.79470199 71.20529801] ; [14.20529801 24.79470199],0
v1,1,0.140452,2.173004,[53 60] ; [13 26],[49.06578947 63.93421053] ; [16.93421053 22.06578947],0
p6,1,0.160094,1.973333,[41 70] ; [ 9 28],[37.5 73.5] ; [12.5 24.5],0
n3,1,0.221105,1.497188,[26 12] ; [7 7],[24.11538462 13.88461538] ; [8.88461538 5.11538462],0
b4,1,0.257426,1.282545,[64 49] ; [18 21],[60.96052632 52.03947368] ; [21.03947368 17.96052632],0
a1,1,0.269017,1.221753,[  8 105] ; [ 5 34],[  9.66447368 103.33552632] ; [ 3.33552632 35.66447368],0
n5,1,0.295376,1.094957,[90 23] ; [34  5],[92.18421053 20.81578947] ; [31.81578947  7.18421053],0
p8,1,0.334025,0.933231,[39 73] ; [10 28],[36.58666667 75.41333333] ; [12.41333333 25.58666667],0
a8,1,0.338651,0.915531,[13 85] ; [ 7 28],[14.73684211 83.26315789] ; [ 5.26315789 29.73684211],0
p4,1,0.341903,0.903283,[52 58] ; [15 24],[49.46308725 60.53691275] ; [17.53691275 21.46308725],0
p1,1,0.365894,0.817562,[  9 104] ; [ 5 34],[ 10.40789474 102.59210526] ; [ 3.59210526 35.40789474],0
n2,1,0.379138,0.773494,[29 10] ; [10  6],[27.65454545 11.34545455] ; [11.34545455  4.65454545],0
s4,1,0.466118,0.531165,[20 92] ; [ 5 34],[18.54304636 93.45695364] ; [ 6.45695364 32.54304636],0
p7,1,0.517406,0.41906,[53 57] ; [16 22],[51.28378378 58.71621622] ; [17.71621622 20.28378378],0
p5,1,0.52178,0.410373,[13 99] ; [ 3 35],[ 11.94666667 100.05333333] ; [ 4.05333333 33.94666667],0
n1,1,0.650072,0.205809,[21 16] ; [8 8],[20.24528302 16.75471698] ; [8.75471698 7.24528302],0
a6,1,0.679822,0.170327,[68 45] ; [22 17],[66.90789474 46.09210526] ; [23.09210526 15.90789474],0
b2,1,0.6919,0.157036,[23 40] ; [ 7 15],[22.23529412 40.76470588] ; [ 7.76470588 14.23529412],0
b3,1,0.6919,0.157036,[23 40] ; [ 7 15],[22.23529412 40.76470588] ; [ 7.76470588 14.23529412],0
s3,1,0.742933,0.107566,[56 55] ; [18 20],[55.12751678 55.87248322] ; [18.87248322 19.12751678],0
p12,1,0.786635,0.073269,[  4 109] ; [ 1 37],[  3.74172185 109.25827815] ; [ 1.25827815 36.74172185],0
s1,1,0.798842,0.064946,[  7 105] ; [ 2 37],[  6.67549669 105.32450331] ; [ 2.32450331 36.67549669],0
b1,1,0.836469,0.042606,[63 50] ; [21 18],[62.44736842 50.55263158] ; [21.55263158 17.44736842],0
