Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000877,11.070175,[45  3] ; [37 18],[38.21359223  9.78640777] ; [43.78640777 11.21359223],1
a6,1,0.497668,0.459906,[26 23] ; [26 30],[24.26666667 24.73333333] ; [27.73333333 28.26666667],0
n2,1,0.514991,0.423913,[12  4] ; [15  8],[11.07692308  4.92307692] ; [15.92307692  7.07692308],0
p4,1,0.520151,0.413593,[19 30] ; [18 37],[17.43269231 31.56730769] ; [19.56730769 35.43269231],0
p1,1,0.545917,0.364682,[ 4 44] ; [ 3 53],[ 3.23076923 44.76923077] ; [ 3.76923077 52.23076923],0
v3,1,0.557721,0.343666,[14 35] ; [18 35],[15.37254902 33.62745098] ; [16.62745098 36.37254902],0
v2,1,0.574223,0.315667,[17 30] ; [17 38],[15.66666667 31.33333333] ; [18.33333333 36.66666667],0
a7,1,0.685996,0.163454,[26 23] ; [27 28],[24.97115385 24.02884615] ; [28.02884615 26.97115385],0
a5,1,0.692633,0.15625,[20 29] ; [25 31],[21. 28.] ; [24. 32.],0
a4,1,0.70104,0.147392,[10 38] ; [10 46],[ 9.23076923 38.76923077] ; [10.76923077 45.23076923],0
n1,1,0.728532,0.120464,[7 8] ; [ 9 13],[6.48648649 8.51351351] ; [ 9.51351351 12.48648649],0
a8,1,0.742445,0.107989,[ 4 40] ; [ 6 48],[ 4.48979592 39.51020408] ; [ 5.51020408 48.48979592],0
d3,1,0.782055,0.076531,[17 32] ; [18 38],[16.33333333 32.66666667] ; [18.66666667 37.33333333],0
s6,1,0.783753,0.075312,[20 29] ; [21 34],[19.31730769 29.68269231] ; [21.68269231 33.31730769],0
b5,1,0.813739,0.05551,[26 23] ; [31 25],[26.6 22.4] ; [30.4 25.6],0
p3,1,0.866151,0.028409,[15 34] ; [18 38],[15.4 33.6] ; [17.6 38.4],0
a2,1,0.891623,0.018564,[ 2 47] ; [ 2 54],[ 1.86666667 47.13333333] ; [ 2.13333333 53.86666667],0
d2,1,0.899636,0.015907,[11 38] ; [12 44],[10.73333333 38.26666667] ; [12.26666667 43.73333333],0
p8,1,0.9097,0.012863,[12 37] ; [14 41],[12.25 36.75] ; [13.75 41.25],0
p12,1,0.912272,0.012138,[ 1 47] ; [ 1 55],[ 0.92307692 47.07692308] ; [ 1.07692308 54.92307692],0
d4,1,0.916905,0.010885,[24 25] ; [28 28],[24.26666667 24.73333333] ; [27.73333333 28.26666667],0
s1,1,0.935666,0.006515,[ 5 43] ; [ 6 49],[ 5.12621359 42.87378641] ; [ 5.87378641 49.12621359],0
d5,1,0.937607,0.006127,[24 25] ; [27 29],[23.8 25.2] ; [27.2 28.8],0
a3,1,0.954601,0.003241,[22 27] ; [25 30],[22.14423077 26.85576923] ; [24.85576923 30.14423077],0
s4,1,0.971759,0.001253,[ 8 41] ; [ 9 47],[ 7.93333333 41.06666667] ; [ 9.06666667 46.93333333],0
