Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,2e-06,22.17048,[ 4 34] ; [39 29],[15.41509434 22.58490566] ; [27.58490566 40.41509434],1
d4,1,8e-06,19.873862,[13 24] ; [53 14],[23.48076923 13.51923077] ; [42.51923077 24.48076923],1
a5,1,0.00089,11.043099,[13 25] ; [46 22],[21.1509434 16.8490566] ; [37.8490566 30.1509434],1
d3,1,0.006473,7.413793,[13 25] ; [42 26],[19.71698113 18.28301887] ; [35.28301887 32.71698113],0
p7,1,0.007186,7.225769,[21 16] ; [20 47],[14.58653846 22.41346154] ; [26.41346154 40.58653846],0
a3,1,0.008169,6.995942,[14 23] ; [44 24],[20.43809524 16.56190476] ; [37.56190476 30.43809524],0
n2,1,0.009913,6.650421,[15  5] ; [10 17],[10.63829787  9.36170213] ; [14.36170213 12.63829787],0
a4,1,0.010176,6.603777,[ 8 30] ; [31 36],[14.11428571 23.88571429] ; [24.88571429 42.11428571],0
a6,1,0.01385,6.057106,[17 21] ; [47 21],[22.94339623 15.05660377] ; [41.05660377 26.94339623],0
d2,1,0.016019,5.800745,[12 26] ; [37 29],[17.90384615 20.09615385] ; [31.09615385 34.90384615],0
a7,1,0.020141,5.399658,[15 22] ; [43 24],[20.63461538 16.36538462] ; [37.36538462 29.63461538],0
s5,1,0.048071,3.9075,[ 1 37] ; [10 57],[ 3.98095238 34.01904762] ; [ 7.01904762 59.98095238],0
r2,1,0.055982,3.652607,[27 10] ; [58  8],[30.53398058  6.46601942] ; [54.46601942 11.53398058],0
v4,1,0.06271,3.464224,[23 13] ; [54 13],[26.91262136  9.08737864] ; [50.08737864 16.91262136],0
p6,1,0.065177,3.400493,[ 9 28] ; [ 7 59],[ 5.74757282 31.25242718] ; [10.25242718 55.74757282],0
n3,1,0.066193,3.375,[13  5] ; [12 15],[10.  8.] ; [15. 12.],0
a2,1,0.070931,3.26135,[ 2 36] ; [12 56],[ 5.01886792 32.98113208] ; [ 8.98113208 59.01886792],0
n4,1,0.07188,3.239554,[19 18] ; [47 21],[23.25714286 13.74285714] ; [42.74285714 25.25714286],0
p10,1,0.081151,3.04169,[ 5 33] ; [19 49],[ 8.60377358 29.39622642] ; [15.39622642 52.60377358],0
v3,1,0.090033,2.873786,[ 5 31] ; [19 47],[ 8.47058824 27.52941176] ; [15.52941176 50.47058824],0
n1,1,0.107958,2.583866,[10 10] ; [ 7 19],[ 7.39130435 12.60869565] ; [ 9.60869565 16.39130435],0
s3,1,0.111414,2.534049,[14 24] ; [15 52],[10.4952381 27.5047619] ; [18.5047619 48.4952381],0
v2,1,0.121336,2.399994,[ 9 26] ; [28 40],[12.57281553 22.42718447] ; [24.42718447 43.57281553],0
r3,1,0.132554,2.26233,[23 14] ; [51 16],[26.32692308 10.67307692] ; [47.67307692 19.32692308],0
u3,1,0.140009,2.177858,[ 7 17] ; [12 12],[ 9.5 14.5] ; [ 9.5 14.5],0
s7,1,0.214131,1.543275,[ 4 32] ; [13 49],[ 6.24489796 29.75510204] ; [10.75510204 51.24489796],0
b5,1,0.235402,1.407922,[15 23] ; [35 33],[17.9245283 20.0754717] ; [32.0754717 35.9245283],0
b3,1,0.269063,1.221515,[11 15] ; [11 27],[ 8.9375 17.0625] ; [13.0625 24.9375],0
b2,1,0.269063,1.221515,[11 15] ; [11 27],[ 8.9375 17.0625] ; [13.0625 24.9375],0
b4,1,0.360108,0.837516,[20 18] ; [42 26],[22.22641509 15.77358491] ; [39.77358491 28.22641509],0
b1,1,0.417853,0.656347,[17 21] ; [36 32],[19. 19.] ; [34. 34.],0
a1,1,0.456772,0.553793,[ 3 35] ; [ 3 65],[ 2.1509434 35.8490566] ; [ 3.8490566 64.1509434],0
p3,1,0.480553,0.497608,[ 8 30] ; [18 48],[ 9.5 28.5] ; [16.5 49.5],0
p2,1,0.486426,0.484421,[18 20] ; [37 31],[19.71698113 18.28301887] ; [35.28301887 32.71698113],0
p4,1,0.497049,0.461231,[ 9 29] ; [20 47],[10.4952381 27.5047619] ; [18.5047619 48.4952381],0
r4,1,0.513273,0.427389,[21 17] ; [42 26],[22.58490566 15.41509434] ; [40.41509434 27.58490566],0
s8,1,0.574048,0.315956,[ 4 34] ; [ 5 63],[ 3.22641509 34.77358491] ; [ 5.77358491 62.22641509],0
u2,1,0.671141,0.18027,[10 14] ; [11 12],[10.72340426 13.27659574] ; [10.27659574 12.72340426],0
r1,1,0.68082,0.169204,[23 14] ; [45 23],[23.96190476 13.03809524] ; [44.03809524 23.96190476],0
p12,1,0.681566,0.168368,[ 1 37] ; [ 1 66],[ 0.72380952 37.27619048] ; [ 1.27619048 65.72380952],0
u1,1,0.685267,0.164258,[ 3 35] ; [ 7 61],[ 3.58490566 34.41509434] ; [ 6.41509434 61.58490566],0
p11,1,0.707582,0.140704,[17 21] ; [33 35],[17.9245283 20.0754717] ; [32.0754717 35.9245283],0
s2,1,0.740171,0.109976,[ 6 32] ; [ 9 58],[ 5.42857143 32.57142857] ; [ 9.57142857 57.42857143],0
n6,1,0.766625,0.088086,[21 16] ; [36 31],[20.27884615 16.72115385] ; [36.72115385 30.27884615],0
v1,1,0.783846,0.075246,[11 27] ; [18 50],[10.39622642 27.60377358] ; [18.60377358 49.39622642],0
p8,1,0.791704,0.069748,[ 9 28] ; [15 53],[ 8.45714286 28.54285714] ; [15.54285714 52.45714286],0
p1,1,0.852021,0.034797,[ 3 35] ; [ 6 61],[ 3.25714286 34.74285714] ; [ 5.74285714 61.25714286],0
s4,1,0.869324,0.027066,[ 3 35] ; [ 6 62],[ 3.22641509 34.77358491] ; [ 5.77358491 62.22641509],0
a8,1,0.873509,0.025346,[ 2 34] ; [ 4 59],[ 2.18181818 33.81818182] ; [ 3.81818182 59.18181818],0
s1,1,0.883053,0.021639,[ 3 34] ; [ 6 61],[ 3.20192308 33.79807692] ; [ 5.79807692 61.20192308],0
n5,1,0.894742,0.017505,[18 19] ; [34 34],[18.32380952 18.67619048] ; [33.67619048 34.32380952],0
