Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,9e-06,19.78817,[116  14] ; [89 45],[100.9469697  29.0530303] ; [104.0530303  29.9469697],1
p7,1,0.000116,14.851894,[120  10] ; [100  34],[108.33333333  21.66666667] ; [111.66666667  22.33333333],1
p5,1,0.000211,13.731564,[34 97] ; [ 12 124],[ 22.56928839 108.43071161] ; [ 23.43071161 112.56928839],1
p3,1,0.000261,13.334674,[101  29] ; [77 59],[86.9924812 43.0075188] ; [91.0075188 44.9924812],1
p12,1,0.000397,12.547016,[ 27 104] ; [  8 127],[ 17.23684211 113.76315789] ; [ 17.76315789 117.23684211],1
v1,1,0.005365,7.752043,[101  29] ; [83 51],[90.60606061 39.39393939] ; [93.39393939 40.60606061],0
s6,1,0.010928,6.476937,[97 31] ; [80 51],[87.47490347 40.52509653] ; [89.52509653 41.47490347],0
s4,1,0.011248,6.425712,[ 23 107] ; [ 10 125],[ 16.18867925 113.81132075] ; [ 16.81132075 118.18867925],0
n5,1,0.01368,6.078952,[115  16] ; [102  32],[107.27169811  23.72830189] ; [109.72830189  24.27169811],0
s8,1,0.015764,5.829041,[76 53] ; [59 75],[66.21673004 62.78326996] ; [68.78326996 65.21673004],0
s5,1,0.020634,5.357463,[60 65] ; [45 88],[50.87209302 74.12790698] ; [54.12790698 78.87209302],0
b4,1,0.024214,5.079249,[88 43] ; [73 63],[78.99250936 52.00749064] ; [82.00749064 53.99250936],0
s2,1,0.02966,4.728895,[78 52] ; [63 72],[69.16981132 60.83018868] ; [71.83018868 63.16981132],0
a1,1,0.032323,4.58128,[ 12 119] ; [  4 132],[  7.85018727 123.14981273] ; [  8.14981273 127.85018727],0
s7,1,0.03465,4.462349,[76 48] ; [62 67],[67.63636364 56.36363636] ; [70.36363636 58.63636364],0
p9,1,0.045024,4.017727,[123   8] ; [116  18],[118.14716981  12.85283019] ; [120.85283019  13.14716981],0
n6,1,0.051604,3.788563,[118  10] ; [114  21],[112.91254753  15.08745247] ; [119.08745247  15.91254753],0
b2,1,0.068714,3.313466,[38 41] ; [29 56],[32.27439024 46.72560976] ; [34.72560976 50.27439024],0
b3,1,0.068714,3.313466,[38 41] ; [29 56],[32.27439024 46.72560976] ; [34.72560976 50.27439024],0
b5,1,0.070033,3.282249,[79 52] ; [67 69],[71.6329588 59.3670412] ; [74.3670412 61.6329588],0
u4,1,0.079611,3.072819,[  7 124] ; [  2 134],[  4.41573034 126.58426966] ; [  4.58426966 131.41573034],0
u1,1,0.089855,2.876965,[ 31 100] ; [ 21 115],[ 25.51310861 105.48689139] ; [ 26.48689139 109.51310861],0
n4,1,0.110933,2.54088,[111  20] ; [104  31],[105.88345865  25.11654135] ; [109.11654135  25.88345865],0
p1,1,0.141133,2.165558,[ 19 111] ; [ 12 124],[ 15.15037594 114.84962406] ; [ 15.84962406 120.15037594],0
n1,1,0.150904,2.063086,[9 8] ; [ 7 16],[ 6.8 10.2] ; [ 9.2 13.8],0
a5,1,0.210575,1.567467,[103  28] ; [115  21],[106.9588015  24.0411985] ; [111.0411985  24.9588015],0
a6,1,0.223241,1.483414,[84 45] ; [98 38],[88.59622642 40.40377358] ; [93.40377358 42.59622642],0
b1,1,0.261409,1.261277,[50 81] ; [43 93],[45.62921348 85.37078652] ; [47.37078652 88.62921348],0
r3,1,0.277267,1.180437,[124   6] ; [133   3],[125.60150376   4.39849624] ; [131.39849624   4.60150376],0
s1,1,0.299258,1.077498,[  3 128] ; [  1 134],[  1.96992481 129.03007519] ; [  2.03007519 132.96992481],0
a8,1,0.364287,0.82306,[21 94] ; [ 17 105],[18.43881857 96.56118143] ; [ 19.56118143 102.43881857],0
s3,1,0.401824,0.702862,[78 52] ; [73 60],[74.63878327 55.36121673] ; [76.36121673 56.63878327],0
a4,1,0.40241,0.701113,[62 69] ; [57 78],[58.60526316 72.39473684] ; [60.39473684 74.60526316],0
v4,1,0.499912,0.455123,[127   3] ; [129   5],[126.06060606   3.93939394] ; [129.93939394   4.06060606],0
a7,1,0.521805,0.410325,[100  30] ; [100  36],[97.7443609 32.2556391] ; [102.2556391  33.7443609],0
r1,1,0.522373,0.409206,[112  19] ; [119  16],[113.76315789  17.23684211] ; [117.23684211  17.76315789],0
n3,1,0.579585,0.306905,[12  5] ; [18  5],[12.75  4.25] ; [17.25  5.75],0
d4,1,0.581751,0.303413,[113  17] ; [115  21],[111.42857143  18.57142857] ; [116.57142857  19.42857143],0
u3,1,0.598881,0.276686,[18 13] ; [17 16],[16.953125 14.046875] ; [18.046875 14.953125],0
