Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.028964,4.769757,[1 5] ; [268 174],[3.60267857 2.39732143] ; [265.39732143 176.60267857],0
v4,1,0.056109,3.648828,[5 1] ; [426  13],[5.81123596 0.18876404] ; [425.18876404  13.81123596],0
a8,1,0.091782,2.842845,[2 3] ; [ 54 341],[0.7 4.3] ; [ 55.3 339.7],0
s2,1,0.211082,1.563992,[5 1] ; [254 184],[3.5 2.5] ; [255.5 182.5],0
a1,1,0.215487,1.534174,[1 5] ; [ 23 419],[0.32142857 5.67857143] ; [ 23.67857143 418.32142857],0
p9,1,0.216451,1.527747,[5 1] ; [418  23],[5.67785235 0.32214765] ; [417.32214765  23.67785235],0
b5,1,0.261911,1.258627,[5 1] ; [269 173],[3.66964286 2.33035714] ; [270.33035714 171.66964286],0
p3,1,0.304057,1.056316,[4 1] ; [252 189],[2.86995516 2.13004484] ; [253.13004484 187.86995516],0
p4,1,0.415914,0.66183,[5 1] ; [298 142],[4.07623318 1.92376682] ; [298.92376682 141.07623318],0
a2,1,0.424604,0.637538,[3 3] ; [152 290],[2.07589286 3.92410714] ; [152.92410714 289.07589286],0
b1,1,0.469831,0.522373,[3 3] ; [158 284],[2.15625 3.84375] ; [158.84375 283.15625],0
s8,1,0.493603,0.468663,[4 2] ; [231 208],[3.16853933 2.83146067] ; [231.83146067 207.16853933],0
v2,1,0.513917,0.426084,[3 3] ; [267 157],[3.76744186 2.23255814] ; [266.23255814 157.76744186],0
p1,1,0.523516,0.40696,[1 5] ; [ 40 400],[0.55156951 5.44843049] ; [ 40.44843049 399.55156951],0
v3,1,0.545402,0.365619,[2 4] ; [192 228],[2.73239437 3.26760563] ; [191.26760563 228.73239437],0
s6,1,0.568161,0.325769,[3 2] ; [310 123],[3.57305936 1.42694064] ; [309.42694064 123.57305936],0
u1,1,0.573095,0.317532,[1 5] ; [119 323],[1.60714286 4.39285714] ; [118.39285714 323.60714286],0
a6,1,0.59376,0.28451,[5 1] ; [325 116],[4.4295302 1.5704698] ; [325.5704698 115.4295302],0
a4,1,0.639494,0.219404,[4 2] ; [252 189],[3.43624161 2.56375839] ; [252.56375839 188.43624161],0
p8,1,0.654153,0.200704,[4 2] ; [251 185],[3.46153846 2.53846154] ; [251.53846154 184.46153846],0
v1,1,0.665935,0.186394,[3 3] ; [252 177],[3.51724138 2.48275862] ; [251.48275862 177.51724138],0
p6,1,0.680314,0.169773,[3 3] ; [182 255],[2.50564334 3.49435666] ; [182.49435666 254.50564334],0
b2,1,0.705175,0.143145,[2 4] ; [114 164],[2.45070423 3.54929577] ; [113.54929577 164.45070423],0
b3,1,0.705175,0.143145,[2 4] ; [114 164],[2.45070423 3.54929577] ; [113.54929577 164.45070423],0
a7,1,0.756033,0.096531,[5 1] ; [345  97],[4.6875 1.3125] ; [345.3125  96.6875],0
s3,1,0.779613,0.078301,[4 2] ; [265 169],[3.66818182 2.33181818] ; [265.33181818 168.66818182],0
n5,1,0.809229,0.058284,[5 1] ; [349  91],[4.76233184 1.23766816] ; [349.23766816  90.76233184],0
p5,1,0.835746,0.042989,[1 5] ; [ 60 377],[0.8261851 5.1738149] ; [ 60.1738149 376.8261851],0
r1,1,0.872436,0.025781,[5 1] ; [376  63],[5.13707865 0.86292135] ; [375.86292135  63.13707865],0
p7,1,0.882589,0.021812,[4 2] ; [298 131],[4.16551724 1.83448276] ; [297.83448276 131.16551724],0
s4,1,0.915767,0.011187,[1 5] ; [ 80 356],[1.09954751 4.90045249] ; [ 79.90045249 356.09954751],0
p11,1,0.943598,0.005005,[5 1] ; [373  69],[5.0625 0.9375] ; [372.9375  69.0625],0
s5,1,0.969153,0.001495,[2 3] ; [172 249],[2.04225352 2.95774648] ; [171.95774648 249.04225352],0
