Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000142,14.481914,[5 3] ; [ 1 25],[1.41176471 6.58823529] ; [ 4.58823529 21.41176471],1
p2,1,0.043549,4.073964,[4 4] ; [22  4],[6.11764706 1.88235294] ; [19.88235294  6.11764706],0
v1,1,0.1611,1.963874,[5 3] ; [ 9 17],[3.29411765 4.70588235] ; [10.70588235 15.29411765],0
p11,1,0.169879,1.884007,[7 1] ; [16 10],[5.41176471 2.58823529] ; [17.58823529  8.41176471],0
p9,1,0.169879,1.884007,[7 1] ; [16 10],[5.41176471 2.58823529] ; [17.58823529  8.41176471],0
a5,1,0.213006,1.550877,[2 6] ; [13 13],[3.52941176 4.47058824] ; [11.47058824 14.52941176],0
s8,1,0.222434,1.488598,[4 4] ; [ 7 19],[2.58823529 5.41176471] ; [ 8.41176471 17.58823529],0
n4,1,0.222434,1.488598,[4 4] ; [19  7],[5.41176471 2.58823529] ; [17.58823529  8.41176471],0
b1,1,0.229948,1.441186,[1 7] ; [ 9 17],[2.35294118 5.64705882] ; [ 7.64705882 18.35294118],0
a7,1,0.251932,1.312556,[6 2] ; [13 12],[4.60606061 3.39393939] ; [14.39393939 10.60606061],0
r4,1,0.305724,1.04906,[7 1] ; [18  8],[5.88235294 2.11764706] ; [19.11764706  6.88235294],0
s7,1,0.36214,0.83046,[3 5] ; [14 11],[4.12121212 3.87878788] ; [12.87878788 12.12121212],0
p5,1,0.362989,0.827524,[1 7] ; [ 1 25],[0.47058824 7.52941176] ; [ 1.52941176 24.47058824],0
s1,1,0.362989,0.827524,[1 7] ; [ 1 25],[0.47058824 7.52941176] ; [ 1.52941176 24.47058824],0
p7,1,0.378369,0.775993,[6 2] ; [15 11],[4.94117647 3.05882353] ; [16.05882353  9.94117647],0
a6,1,0.418741,0.653846,[3 5] ; [14 12],[4. 4.] ; [13. 13.],0
n5,1,0.418741,0.653846,[5 3] ; [20  6],[5.88235294 2.11764706] ; [19.11764706  6.88235294],0
s6,1,0.428539,0.626779,[6 1] ; [17  7],[5.19354839 1.80645161] ; [17.80645161  6.19354839],0
p3,1,0.433612,0.61313,[4 4] ; [ 9 17],[3.05882353 4.94117647] ; [ 9.94117647 16.05882353],0
s2,1,0.462562,0.539688,[5 2] ; [14 11],[4.15625 2.84375] ; [14.84375 10.15625],0
s3,1,0.509126,0.435862,[5 2] ; [15 11],[4.24242424 2.75757576] ; [15.75757576 10.24242424],0
u3,1,0.509893,0.434286,[2 3] ; [8 6],[2.63157895 2.36842105] ; [7.36842105 6.63157895],0
u2,1,0.516407,0.421062,[1 4] ; [5 9],[1.57894737 3.42105263] ; [4.42105263 9.57894737],0
a4,1,0.517636,0.4186,[1 7] ; [ 6 20],[1.64705882 6.35294118] ; [ 5.35294118 20.64705882],0
b5,1,0.561994,0.336264,[4 4] ; [16 10],[4.70588235 3.29411765] ; [15.29411765 10.70588235],0
n1,1,0.630701,0.231111,[1 2] ; [2 8],[0.69230769 2.30769231] ; [2.30769231 7.69230769],0
p6,1,0.66233,0.190705,[1 7] ; [ 5 21],[1.41176471 6.58823529] ; [ 4.58823529 21.41176471],0
a3,1,0.66641,0.18583,[3 5] ; [12 14],[3.52941176 4.47058824] ; [11.47058824 14.52941176],0
p8,1,0.701585,0.146829,[4 4] ; [11 15],[3.52941176 4.47058824] ; [11.47058824 14.52941176],0
p10,1,0.75415,0.098077,[6 2] ; [18  8],[5.64705882 2.35294118] ; [18.35294118  7.64705882],0
d3,1,0.773938,0.0825,[3 5] ; [ 8 17],[2.66666667 5.33333333] ; [ 8.33333333 16.66666667],0
v4,1,0.810088,0.05775,[7 1] ; [21  4],[6.78787879 1.21212121] ; [21.21212121  3.78787879],0
s5,1,0.829856,0.046176,[3 5] ; [ 8 16],[2.75 5.25] ; [ 8.25 15.75],0
r2,1,0.840344,0.040584,[7 1] ; [22  4],[6.82352941 1.17647059] ; [22.17647059  3.82352941],0
b4,1,0.848846,0.036325,[4 4] ; [12 14],[3.76470588 4.23529412] ; [12.23529412 13.76470588],0
p4,1,0.848846,0.036325,[4 4] ; [12 14],[3.76470588 4.23529412] ; [12.23529412 13.76470588],0
r1,1,0.881318,0.02229,[5 3] ; [17  9],[5.17647059 2.82352941] ; [16.82352941  9.17647059],0
d2,1,0.910717,0.012574,[2 6] ; [ 6 20],[1.88235294 6.11764706] ; [ 6.11764706 19.88235294],0
d5,1,0.921521,0.009706,[4 4] ; [12 13],[3.87878788 4.12121212] ; [12.12121212 12.87878788],0
