Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,7e-06,20.214026,[ 63 102] ; [45 18],[78.15789474 86.84210526] ; [29.84210526 33.15789474],1
v1,1,0.260382,1.266724,[70 89] ; [33 30],[73.77027027 85.22972973] ; [29.22972973 33.77027027],0
r4,1,0.279665,1.168719,[138  28] ; [56  7],[140.62882096  25.37117904] ; [53.37117904  9.62882096],0
u2,1,0.28172,1.158774,[31 31] ; [11  6],[32.96202532 29.03797468] ; [9.03797468 7.96202532],0
p8,1,0.286027,1.138226,[ 49 116] ; [14 48],[ 45.79295154 119.20704846] ; [17.20704846 44.79295154],0
n4,1,0.327005,0.960724,[124  42] ; [43 20],[121.05676856  44.94323144] ; [45.94323144 17.05676856],0
p2,1,0.371845,0.797491,[128  38] ; [45 18],[125.40611354  40.59388646] ; [47.59388646 15.40611354],0
b1,1,0.377648,0.778345,[ 53 113] ; [24 39],[ 55.81659389 110.18340611] ; [21.18340611 41.81659389],0
u1,1,0.394143,0.726122,[ 24 142] ; [12 51],[ 26.09606987 139.90393013] ; [ 9.90393013 53.09606987],0
u3,1,0.398587,0.712585,[33 29] ; [11  6],[34.53164557 27.46835443] ; [9.46835443 7.53164557],0
b2,1,0.477716,0.504072,[30 51] ; [15 19],[31.69565217 49.30434783] ; [13.30434783 20.69565217],0
b3,1,0.477716,0.504072,[30 51] ; [15 19],[31.69565217 49.30434783] ; [13.30434783 20.69565217],0
d3,1,0.532978,0.38871,[106  60] ; [43 20],[108.00873362  57.99126638] ; [40.99126638 22.00873362],0
a6,1,0.542695,0.370568,[115  51] ; [41 22],[113.08296943  52.91703057] ; [42.91703057 20.08296943],0
n2,1,0.635586,0.224561,[33 12] ; [15  4],[33.75 11.25] ; [14.25  4.75],0
n6,1,0.700404,0.148052,[138  27] ; [54  9],[138.94736842  26.05263158] ; [53.05263158  9.94736842],0
r2,1,0.702416,0.145971,[153  13] ; [59  4],[153.6768559  12.3231441] ; [58.3231441  4.6768559],0
a5,1,0.713689,0.13462,[120  46] ; [44 19],[118.88209607  47.11790393] ; [45.11790393 17.88209607],0
v3,1,0.86171,0.030345,[ 54 106] ; [21 39],[ 54.54545455 105.45454545] ; [20.45454545 39.54545455],0
a7,1,0.864645,0.029058,[122  44] ; [47 16],[122.50655022  43.49344978] ; [46.49344978 16.50655022],0
v2,1,0.880075,0.022763,[79 78] ; [30 31],[78.5 78.5] ; [30.5 30.5],0
r1,1,0.889751,0.019215,[122  44] ; [45 17],[121.5877193  44.4122807] ; [45.4122807 16.5877193],0
u4,1,0.909675,0.012871,[  3 163] ; [ 1 62],[  2.89956332 163.10043668] ; [ 1.10043668 61.89956332],0
v4,1,0.931098,0.007476,[154  11] ; [59  4],[154.14473684  10.85526316] ; [58.85526316  4.14473684],0
p9,1,0.953657,0.003377,[154  11] ; [58  4],[154.0969163  10.9030837] ; [57.9030837  4.0969163],0
b5,1,0.959261,0.002609,[106  60] ; [40 23],[105.83406114  60.16593886] ; [40.16593886 22.83406114],0
n3,1,1.0,0.0,[30 15] ; [12  6],[30. 15.] ; [12.  6.],0
