Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.000734,11.400229,[ 5 33] ; [33 40],[13.00900901 24.99099099] ; [24.99099099 48.00900901],1
a3,1,0.002516,9.128718,[19 19] ; [57 16],[26.01801802 11.98198198] ; [49.98198198 23.01801802],0
d1,1,0.003907,8.326351,[13 25] ; [46 27],[20.1981982 17.8018018] ; [38.8018018 34.1981982],0
a4,1,0.00467,8.002884,[ 6 32] ; [31 42],[12.66666667 25.33333333] ; [24.33333333 48.66666667],0
p3,1,0.005676,7.650321,[ 7 31] ; [32 39],[13.59633028 24.40366972] ; [25.40366972 45.59633028],0
a6,1,0.007199,7.222603,[19 19] ; [55 18],[25.33333333 12.66666667] ; [48.66666667 24.33333333],0
u1,1,0.015539,5.85436,[ 1 37] ; [14 59],[ 5.13513514 32.86486486] ; [ 9.86486486 63.13513514],0
d5,1,0.024945,5.027675,[26 12] ; [63 10],[30.46846847  7.53153153] ; [58.53153153 14.46846847],0
n2,1,0.051889,3.779332,[5 6] ; [21  6],[7.52631579 3.47368421] ; [18.47368421  8.52631579],0
p8,1,0.076679,3.133929,[13 23] ; [39 33],[17.33333333 18.66666667] ; [34.66666667 37.33333333],0
b3,1,0.085891,2.949744,[ 2 12] ; [15 23],[4.57692308 9.42307692] ; [12.42307692 25.57692308],0
b2,1,0.085891,2.949744,[ 2 12] ; [15 23],[4.57692308 9.42307692] ; [12.42307692 25.57692308],0
d4,1,0.100772,2.693278,[28 10] ; [63 10],[31.15315315  6.84684685] ; [59.84684685 13.15315315],0
d3,1,0.105127,2.625981,[23 15] ; [55 18],[26.7027027 11.2972973] ; [51.2972973 21.7027027],0
v1,1,0.11817,2.441409,[16 20] ; [44 29],[19.81651376 16.18348624] ; [40.18348624 32.81651376],0
s4,1,0.176151,1.829797,[11 27] ; [13 60],[ 8.21621622 29.78378378] ; [15.78378378 57.21621622],0
p4,1,0.184212,1.76331,[15 23] ; [38 34],[18.30909091 19.69090909] ; [34.69090909 37.30909091],0
b1,1,0.199214,1.648128,[ 9 29] ; [26 47],[11.98198198 26.01801802] ; [23.01801802 49.98198198],0
r3,1,0.20157,1.630966,[34  3] ; [71  2],[35.31818182  1.68181818] ; [69.68181818  3.31818182],0
s5,1,0.226084,1.465329,[ 9 27] ; [26 45],[11.77570093 24.22429907] ; [23.22429907 47.77570093],0
u2,1,0.229124,1.446293,[11  8] ; [ 6 10],[9.22857143 9.77142857] ; [7.77142857 8.22857143],0
p7,1,0.235916,1.404833,[18 19] ; [43 28],[20.89814815 16.10185185] ; [40.10185185 30.89814815],0
v4,1,0.244052,1.357033,[37  1] ; [66  6],[35.58181818  2.41818182] ; [67.41818182  4.58181818],0
r2,1,0.244052,1.357033,[37  1] ; [66  6],[35.58181818  2.41818182] ; [67.41818182  4.58181818],0
a8,1,0.24843,1.332109,[ 2 34] ; [ 1 65],[ 1.05882353 34.94117647] ; [ 1.94117647 64.05882353],0
p12,1,0.256165,1.289367,[ 1 36] ; [ 6 66],[ 2.37614679 34.62385321] ; [ 4.62385321 67.37614679],0
p6,1,0.283824,1.148688,[12 25] ; [16 54],[ 9.68224299 27.31775701] ; [18.31775701 51.68224299],0
s7,1,0.386476,0.75,[10 26] ; [26 46],[12. 24.] ; [24. 48.],0
p9,1,0.419897,0.650602,[26 10] ; [57 15],[27.66666667  8.33333333] ; [55.33333333 16.66666667],0
s6,1,0.449692,0.571428,[21 15] ; [48 25],[22.78899083 13.21100917] ; [46.21100917 26.78899083],0
p10,1,0.452027,0.565563,[24 12] ; [53 19],[25.66666667 10.33333333] ; [51.33333333 20.66666667],0
s8,1,0.476754,0.506279,[10 28] ; [24 49],[11.63963964 26.36036036] ; [22.36036036 50.63963964],0
p1,1,0.483876,0.490114,[ 1 37] ; [ 4 68],[ 1.72727273 36.27272727] ; [ 3.27272727 68.72727273],0
a7,1,0.490034,0.476451,[28 10] ; [58 15],[29.44144144  8.55855856] ; [56.55855856 16.44144144],0
n5,1,0.522071,0.4098,[15 23] ; [24 48],[13.47272727 24.52727273] ; [25.52727273 46.47272727],0
p5,1,0.555445,0.347652,[ 2 36] ; [ 6 66],[ 2.76363636 35.23636364] ; [ 5.23636364 66.76363636],0
r1,1,0.603089,0.270362,[29  9] ; [58 14],[30.05454545  7.94545455] ; [56.94545455 15.05454545],0
p2,1,0.643109,0.214699,[29  9] ; [52 20],[27.98181818 10.01818182] ; [53.01818182 18.98181818],0
n1,1,0.652317,0.202991,[ 2 10] ; [ 6 20],[2.52631579 9.47368421] ; [ 5.47368421 20.52631579],0
b5,1,0.658981,0.194764,[23 15] ; [41 32],[21.90990991 16.09009009] ; [42.09009009 30.90990991],0
v3,1,0.719802,0.128683,[14 21] ; [31 40],[14.85849057 20.14150943] ; [30.14150943 40.85849057],0
s2,1,0.722616,0.126,[18 20] ; [32 41],[17.11711712 20.88288288] ; [32.88288288 40.11711712],0
n3,1,0.760652,0.092796,[8 4] ; [16 10],[7.57894737 4.42105263] ; [16.42105263  9.57894737],0
p11,1,0.781338,0.077048,[27 11] ; [50 23],[26.36036036 11.63963964] ; [50.63963964 22.36036036],0
r4,1,0.792436,0.069247,[31  7] ; [61 12],[31.4954955  6.5045045] ; [60.5045045 12.4954955],0
s3,1,0.792912,0.068922,[18 20] ; [36 36],[18.65454545 19.34545455] ; [35.34545455 36.65454545],0
n6,1,0.811058,0.05715,[25 12] ; [47 25],[24.44036697 12.55963303] ; [47.55963303 24.44036697],0
u3,1,0.921972,0.009594,[11  8] ; [9 7],[10.85714286  8.14285714] ; [9.14285714 6.85714286],0
a1,1,0.973404,0.001112,[ 1 37] ; [ 2 71],[ 1.02702703 36.97297297] ; [ 1.97297297 71.02702703],0
b4,1,0.988083,0.000223,[24 14] ; [46 27],[23.96396396 14.03603604] ; [46.03603604 26.96396396],0
s1,1,0.991013,0.000127,[ 1 36] ; [ 2 71],[ 1.00909091 35.99090909] ; [ 1.99090909 71.00909091],0
