Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.012873,6.186412,[9 5] ; [19 46],[4.96202532 9.03797468] ; [23.03797468 41.96202532],0
a5,1,0.013122,6.152642,[ 4 10] ; [42 23],[8.15189873 5.84810127] ; [37.84810127 27.15189873],0
p7,1,0.018276,5.569515,[9 5] ; [20 45],[5.13924051 8.86075949] ; [23.86075949 41.13924051],0
s4,1,0.018334,5.563926,[5 9] ; [ 7 58],[ 2.12658228 11.87341772] ; [ 9.87341772 55.12658228],0
p8,1,0.022269,5.224618,[6 8] ; [10 54],[ 2.87179487 11.12820513] ; [13.12820513 50.87179487],0
a3,1,0.038306,4.291377,[5 9] ; [42 22],[8.43589744 5.56410256] ; [38.56410256 25.43589744],0
b5,1,0.045556,3.997949,[11  3] ; [32 33],[7.62025316 6.37974684] ; [35.37974684 29.62025316],0
r3,1,0.046044,3.979994,[13  1] ; [43 22],[9.92405063 4.07594937] ; [46.07594937 18.92405063],0
s8,1,0.048364,3.897283,[ 4 10] ; [ 6 59],[ 1.7721519 12.2278481] ; [ 8.2278481 56.7721519],0
b3,1,0.052317,3.765597,[4 2] ; [12 32],[1.92 4.08] ; [14.08 29.92],0
b2,1,0.052317,3.765597,[4 2] ; [12 32],[1.92 4.08] ; [14.08 29.92],0
n2,1,0.066838,3.359024,[8 2] ; [13 15],[5.52631579 4.47368421] ; [15.47368421 12.52631579],0
p4,1,0.07844,3.096929,[7 7] ; [17 48],[4.25316456 9.74683544] ; [19.74683544 45.25316456],0
p2,1,0.106883,2.599715,[10  4] ; [31 34],[7.26582278 6.73417722] ; [33.73417722 31.26582278],0
s5,1,0.192022,1.702037,[3 8] ; [ 8 57],[1.59210526 9.40789474] ; [ 9.40789474 55.59210526],0
a2,1,0.253135,1.305918,[ 1 13] ; [13 52],[ 2.48101266 11.51898734] ; [11.51898734 53.48101266],0
s6,1,0.255357,1.293756,[7 7] ; [22 43],[5.13924051 8.86075949] ; [23.86075949 41.13924051],0
r1,1,0.255357,1.293756,[7 7] ; [43 22],[8.86075949 5.13924051] ; [41.13924051 23.86075949],0
s7,1,0.267859,1.227678,[4 9] ; [10 48],[ 2.56338028 10.43661972] ; [11.43661972 46.56338028],0
p1,1,0.306744,1.044643,[ 2 12] ; [ 4 60],[ 1.07692308 12.92307692] ; [ 4.92307692 59.07692308],0
r4,1,0.315926,1.00574,[10  4] ; [37 28],[8.32911392 5.67088608] ; [38.67088608 26.32911392],0
p9,1,0.320043,0.98877,[6 8] ; [19 46],[4.43037975 9.56962025] ; [20.56962025 44.43037975],0
p3,1,0.393832,0.727078,[5 9] ; [16 49],[ 3.72151899 10.27848101] ; [17.27848101 47.72151899],0
v3,1,0.529958,0.394473,[ 2 11] ; [14 46],[ 2.84931507 10.15068493] ; [13.15068493 46.84931507],0
b1,1,0.541767,0.372275,[9 5] ; [36 29],[7.97468354 6.02531646] ; [37.02531646 27.97468354],0
b4,1,0.561906,0.336415,[7 7] ; [38 27],[7.97468354 6.02531646] ; [37.02531646 27.97468354],0
a7,1,0.561906,0.336415,[7 7] ; [38 27],[7.97468354 6.02531646] ; [37.02531646 27.97468354],0
s3,1,0.593355,0.285135,[7 7] ; [27 37],[6.1025641 7.8974359] ; [27.8974359 36.1025641],0
v4,1,0.599742,0.275385,[10  4] ; [41 23],[9.15384615 4.84615385] ; [41.84615385 22.15384615],0
a8,1,0.623537,0.240927,[ 1 13] ; [ 7 53],[ 1.51351351 12.48648649] ; [ 6.48648649 53.51351351],0
d1,1,0.625883,0.237685,[ 4 10] ; [23 42],[4.78481013 9.21518987] ; [22.21518987 42.78481013],0
d3,1,0.628144,0.234586,[6 8] ; [32 32],[6.82051282 7.17948718] ; [31.17948718 32.82051282],0
n3,1,0.63591,0.224132,[7 3] ; [16 10],[6.38888889 3.61111111] ; [16.61111111  9.38888889],0
n5,1,0.687194,0.16214,[5 9] ; [27 38],[5.67088608 8.32911392] ; [26.32911392 38.67088608],0
a4,1,0.687194,0.16214,[5 9] ; [27 38],[5.67088608 8.32911392] ; [26.32911392 38.67088608],0
u3,1,0.694188,0.154589,[4 5] ; [12 11],[4.5 4.5] ; [11.5 11.5],0
v1,1,0.703213,0.145151,[ 4 10] ; [22 43],[4.60759494 9.39240506] ; [21.39240506 43.60759494],0
n4,1,0.713658,0.13465,[7 7] ; [36 29],[7.62025316 6.37974684] ; [35.37974684 29.62025316],0
d4,1,0.730709,0.118462,[10  4] ; [42 21],[9.45454545 4.54545455] ; [42.54545455 20.45454545],0
s2,1,0.757486,0.095347,[ 4 10] ; [16 49],[ 3.5443038 10.4556962] ; [16.4556962 48.5443038],0
u2,1,0.778746,0.078935,[5 4] ; [11 11],[4.64516129 4.35483871] ; [11.35483871 10.64516129],0
a6,1,0.792697,0.069069,[8 6] ; [39 25],[8.43589744 5.56410256] ; [38.56410256 25.43589744],0
v2,1,0.803665,0.061805,[5 9] ; [20 42],[4.60526316 9.39473684] ; [20.39473684 41.60526316],0
r2,1,0.81782,0.053061,[11  3] ; [52 12],[11.30769231  2.69230769] ; [51.69230769 12.30769231],0
d2,1,0.867118,0.027996,[6 8] ; [29 35],[6.28205128 7.71794872] ; [28.71794872 35.28205128],0
n1,1,0.933362,0.006992,[4 5] ; [12 16],[3.89189189 5.10810811] ; [12.10810811 15.89189189],0
d5,1,0.987417,0.000249,[9 5] ; [41 23],[8.97435897 5.02564103] ; [41.02564103 22.97435897],0
s1,1,1.0,0.0,[ 1 12] ; [ 5 60],[ 1. 12.] ; [ 5. 60.],0
