Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,117.777172,[285 108] ; [ 48 143],[224.09075342 168.90924658] ; [108.90924658  82.09075342],1
b5,1,0.087409,2.921449,[225 172] ; [123  69],[234.56027165 162.43972835] ; [113.43972835  78.56027165],0
d5,1,0.097928,2.738975,[354  43] ; [162  30],[347.79626486  49.20373514] ; [168.20373514  23.79626486],0
b1,1,0.107432,2.59159,[151 246] ; [ 60 132],[142.21901528 254.78098472] ; [ 68.78098472 123.21901528],0
a2,1,0.142051,2.155602,[107 290] ; [ 41 151],[ 99.75551783 297.24448217] ; [ 48.24448217 143.75551783],0
n6,1,0.150138,2.070847,[350  43] ; [163  29],[344.63076923  48.36923077] ; [168.36923077  23.63076923],0
a1,1,0.150961,2.062518,[ 26 371] ; [  7 185],[ 22.24278438 374.75721562] ; [ 10.75721562 181.24278438],0
n4,1,0.221511,1.494555,[325  72] ; [149  43],[319.48726655  77.51273345] ; [154.51273345  37.48726655],0
d1,1,0.226921,1.460054,[284 113] ; [128  64],[277.69779287 119.30220713] ; [134.30220713  57.69779287],0
r2,1,0.232131,1.427755,[370  19] ; [177  14],[366.86724138  22.13275862] ; [180.13275862  10.86724138],0
u3,1,0.278513,1.174331,[50 35] ; [38 18],[53.04964539 31.95035461] ; [34.95035461 21.04964539],0
s4,1,0.280469,1.164817,[ 63 328] ; [ 24 165],[ 58.65 332.35] ; [ 28.35 160.65],0
a4,1,0.297504,1.085348,[184 212] ; [98 94],[189.91836735 206.08163265] ; [92.08163265 99.91836735],0
r3,1,0.415437,0.663188,[386   8] ; [186   6],[384.58703072   9.41296928] ; [187.41296928   4.58703072],0
u2,1,0.485954,0.485473,[50 33] ; [37 19],[51.94964029 31.05035971] ; [35.05035971 20.94964029],0
u4,1,0.538772,0.37782,[  9 387] ; [  6 186],[ 10.10204082 385.89795918] ; [  4.89795918 187.10204082],0
u1,1,0.541153,0.373407,[ 83 314] ; [ 36 156],[ 80.20882852 316.79117148] ; [ 38.79117148 153.20882852],0
d2,1,0.687563,0.161736,[204 193] ; [101  89],[206.27768313 190.72231687] ; [98.72231687 91.27768313],0
a7,1,0.694547,0.154207,[291 105] ; [144  48],[292.95918367 103.04081633] ; [142.04081633  49.95918367],0
a5,1,0.732188,0.117112,[313  84] ; [149  43],[311.39898132  85.60101868] ; [150.60101868  41.39898132],0
p12,1,0.737997,0.111895,[ 36 358] ; [ 19 171],[ 37.10616438 356.89383562] ; [ 17.89383562 172.10616438],0
p1,1,0.744843,0.105916,[ 32 363] ; [ 14 177],[ 31.00682594 363.99317406] ; [ 14.99317406 176.00682594],0
s1,1,0.748703,0.102624,[ 10 384] ; [  4 186],[  9.44520548 384.55479452] ; [  4.55479452 185.44520548],0
n3,1,0.826617,0.04798,[46 18] ; [35 15],[45.47368421 18.52631579] ; [35.52631579 14.47368421],0
a6,1,0.878721,0.023284,[276 120] ; [135  57],[276.79591837 119.20408163] ; [134.20408163  57.79591837],0
b2,1,0.932269,0.007223,[108 151] ; [47 67],[107.62734584 151.37265416] ; [47.37265416 66.62734584],0
b3,1,0.932269,0.007223,[108 151] ; [47 67],[107.62734584 151.37265416] ; [47.37265416 66.62734584],0
n2,1,0.946042,0.00458,[47 17] ; [37 13],[47.15789474 16.84210526] ; [36.84210526 13.15789474],0
