Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,40.253571,[11 52] ; [41 13],[28. 35.] ; [24. 30.],1
p11,1,0.000524,12.029257,[21 43] ; [35 19],[30.37288136 33.62711864] ; [25.62711864 28.37288136],1
n2,1,0.001781,9.762613,[13 17] ; [16  2],[18.125 11.875] ; [10.875  7.125],0
r4,1,0.001879,9.66421,[32 32] ; [42 12],[40.13559322 23.86440678] ; [33.86440678 20.13559322],0
r3,1,0.002884,8.879716,[38 25] ; [46  8],[45.23076923 17.76923077] ; [38.76923077 15.23076923],0
s8,1,0.005526,7.698701,[ 6 57] ; [16 38],[11.84615385 51.15384615] ; [10.15384615 43.84615385],0
p8,1,0.013476,6.105559,[ 8 55] ; [17 37],[13.46153846 49.53846154] ; [11.53846154 42.46153846],0
p3,1,0.016755,5.721895,[11 52] ; [20 34],[16.69230769 46.30769231] ; [14.30769231 39.69230769],0
n3,1,0.019522,5.454179,[11 15] ; [14  4],[14.77272727 11.22727273] ; [10.22727273  7.77272727],0
v4,1,0.081238,3.039966,[41 22] ; [43 11],[45.23076923 17.76923077] ; [38.76923077 15.23076923],0
b1,1,0.099436,2.714567,[37 27] ; [23 31],[32.54237288 31.45762712] ; [27.45762712 26.54237288],0
p12,1,0.116346,2.465827,[ 1 63] ; [ 4 50],[ 2.71186441 61.28813559] ; [ 2.28813559 51.71186441],0
s4,1,0.118475,2.437365,[ 5 59] ; [ 9 43],[ 7.72413793 56.27586207] ; [ 6.27586207 45.72413793],0
n1,1,0.121582,2.39682,[11 18] ; [11  7],[13.57446809 15.42553191] ; [8.42553191 9.57446809],0
b5,1,0.122485,2.385257,[30 34] ; [33 21],[34.16949153 29.83050847] ; [28.83050847 25.16949153],0
n5,1,0.145555,2.118226,[37 26] ; [38 15],[40.73275862 22.26724138] ; [34.26724138 18.73275862],0
v1,1,0.148874,2.083749,[12 52] ; [16 37],[15.31623932 48.68376068] ; [12.68376068 40.31623932],0
p6,1,0.156011,2.01247,[ 5 57] ; [ 9 45],[ 7.48275862 54.51724138] ; [ 6.51724138 47.48275862],0
d2,1,0.169981,1.883108,[33 30] ; [21 32],[29.32758621 33.67241379] ; [24.67241379 28.32758621],0
s6,1,0.173842,1.8495,[16 47] ; [20 34],[19.38461538 43.61538462] ; [16.61538462 37.38461538],0
v3,1,0.190283,1.715422,[16 46] ; [19 32],[19.20353982 42.79646018] ; [15.79646018 35.20353982],0
p5,1,0.198851,1.650794,[ 3 60] ; [ 6 48],[ 4.84615385 58.15384615] ; [ 4.15384615 49.84615385],0
u2,1,0.215159,1.536371,[11 17] ; [12  9],[13.14285714 14.85714286] ; [ 9.85714286 11.14285714],0
v2,1,0.223236,1.483445,[21 41] ; [23 28],[24.14159292 37.85840708] ; [19.85840708 31.14159292],0
p4,1,0.259177,1.273147,[12 50] ; [15 38],[14.55652174 47.44347826] ; [12.44347826 40.55652174],0
a5,1,0.264545,1.244816,[35 29] ; [35 19],[37.96610169 26.03389831] ; [32.03389831 21.96610169],0
a7,1,0.308466,1.037234,[35 28] ; [35 19],[37.69230769 25.30769231] ; [32.30769231 21.69230769],0
n6,1,0.323007,0.976731,[37 25] ; [37 17],[39.55172414 22.44827586] ; [34.44827586 19.55172414],0
a8,1,0.332621,0.938667,[ 4 56] ; [ 6 44],[ 5.45454545 54.54545455] ; [ 4.54545455 45.45454545],0
