Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,40.253571,[11 52] ; [41 13],[28. 35.] ; [24. 30.],1
d3,1,0.347375,0.883022,[30 34] ; [30 24],[32.54237288 31.45762712] ; [27.45762712 26.54237288],0
a1,1,0.361848,0.83147,[ 8 56] ; [ 4 50],[ 6.50847458 57.49152542] ; [ 5.49152542 48.50847458],0
s1,1,0.421963,0.644841,[ 6 57] ; [ 3 51],[ 4.84615385 58.15384615] ; [ 4.15384615 49.84615385],0
p7,1,0.444233,0.585323,[14 48] ; [15 37],[15.77192982 46.22807018] ; [13.22807018 38.77192982],0
a3,1,0.464906,0.534057,[35 28] ; [33 20],[36.93103448 26.06896552] ; [31.06896552 21.93103448],0
a6,1,0.481741,0.49492,[35 29] ; [33 21],[36.88135593 27.11864407] ; [31.11864407 22.88135593],0
r2,1,0.521547,0.410832,[49 12] ; [45  8],[50.29824561 10.70175439] ; [43.70175439  9.29824561],0
r1,1,0.640297,0.218354,[37 26] ; [34 20],[38.23076923 24.76923077] ; [32.76923077 21.23076923],0
b4,1,0.675727,0.174975,[38 26] ; [30 24],[36.88135593 27.11864407] ; [31.11864407 22.88135593],0
n4,1,0.744825,0.105931,[39 24] ; [35 19],[39.84615385 23.15384615] ; [34.15384615 19.84615385],0
b2,1,0.747379,0.103747,[18 25] ; [13 21],[17.31168831 25.68831169] ; [13.68831169 20.31168831],0
b3,1,0.747379,0.103747,[18 25] ; [13 21],[17.31168831 25.68831169] ; [13.68831169 20.31168831],0
s7,1,0.771165,0.084595,[12 50] ; [11 40],[12.61946903 49.38053097] ; [10.38053097 40.61946903],0
s5,1,0.800134,0.064097,[ 9 54] ; [ 8 42],[ 9.47787611 53.52212389] ; [ 7.52212389 42.47787611],0
s3,1,0.812055,0.056537,[13 50] ; [10 43],[12.49137931 50.50862069] ; [10.50862069 42.49137931],0
a2,1,0.850619,0.035468,[11 53] ; [10 44],[11.38983051 52.61016949] ; [ 9.61016949 44.38983051],0
d4,1,0.857313,0.032326,[46 18] ; [38 16],[45.55932203 18.44067797] ; [38.44067797 15.55932203],0
d5,1,0.901597,0.015288,[41 23] ; [34 20],[40.6779661 23.3220339] ; [34.3220339 19.6779661],0
d1,1,0.914894,0.011421,[29 35] ; [25 29],[29.28813559 34.71186441] ; [24.71186441 29.28813559],0
u3,1,0.963404,0.002105,[14 15] ; [10 11],[13.92 15.08] ; [10.08 10.92],0
a4,1,0.979178,0.000681,[26 37] ; [22 31],[26.06896552 36.93103448] ; [21.93103448 31.06896552],0
p1,1,0.982812,0.000464,[ 6 58] ; [ 5 49],[ 5.96610169 58.03389831] ; [ 5.03389831 48.96610169],0
u1,1,0.982812,0.000464,[ 6 58] ; [ 5 49],[ 5.96610169 58.03389831] ; [ 5.03389831 48.96610169],0
