Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,3e-06,21.578599,[15 25] ; [72 19],[26.5648855 13.4351145] ; [60.4351145 30.5648855],1
p10,1,3.3e-05,17.225101,[23 15] ; [83  8],[31.2248062  6.7751938] ; [74.7751938 16.2248062],1
p9,1,0.000138,14.532495,[25 12] ; [85  6],[31.796875  5.203125] ; [78.203125 12.796875],1
p8,1,0.000564,11.89148,[11 28] ; [54 34],[19.96062992 19.03937008] ; [45.03937008 42.96062992],1
p2,1,0.000565,11.887056,[24 16] ; [79 12],[31.45038168  8.54961832] ; [71.54961832 19.45038168],1
p7,1,0.001891,9.651984,[17 22] ; [63 24],[24.76190476 14.23809524] ; [55.23809524 31.76190476],0
n6,1,0.002355,9.249947,[26 14] ; [79 11],[32.30769231  7.69230769] ; [72.69230769 17.30769231],0
p4,1,0.00253,9.118718,[17 23] ; [64 27],[24.73282443 15.26717557] ; [56.26717557 34.73282443],0
d2,1,0.003729,8.411492,[29 11] ; [41 50],[21.3740458 18.6259542] ; [48.6259542 42.3740458],0
r3,1,0.027384,4.866427,[32  6] ; [87  4],[35.05426357  2.94573643] ; [83.94573643  7.05426357],0
n4,1,0.048239,3.901646,[20 20] ; [62 29],[25.03816794 14.96183206] ; [56.96183206 34.03816794],0
v1,1,0.053411,3.731025,[14 26] ; [48 42],[19.07692308 20.92307692] ; [42.92307692 47.07692308],0
n2,1,0.108665,2.573529,[10  7] ; [15  3],[12.14285714  4.85714286] ; [12.85714286  5.14285714],0
b1,1,0.109972,2.554624,[20 20] ; [32 59],[15.8778626 24.1221374] ; [36.1221374 54.8778626],0
a4,1,0.153028,2.041805,[23 17] ; [40 51],[19.23664122 20.76335878] ; [43.76335878 47.23664122],0
p6,1,0.186296,1.746666,[15 24] ; [46 44],[18.44186047 20.55813953] ; [42.55813953 47.44186047],0
s8,1,0.189396,1.722311,[17 23] ; [50 41],[20.45801527 19.54198473] ; [46.54198473 44.45801527],0
p3,1,0.199423,1.646594,[18 22] ; [52 39],[21.3740458 18.6259542] ; [48.6259542 42.3740458],0
r1,1,0.201371,1.632403,[27 13] ; [71 20],[29.92366412 10.07633588] ; [68.07633588 22.92366412],0
d5,1,0.216171,1.529607,[37  3] ; [77 14],[34.80916031  5.19083969] ; [79.19083969 11.80916031],0
v4,1,0.289211,1.123289,[37  3] ; [88  3],[38.16793893  1.83206107] ; [86.83206107  4.16793893],0
r4,1,0.307109,1.043069,[33  7] ; [81 10],[34.80916031  5.19083969] ; [79.19083969 11.80916031],0
s7,1,0.329728,0.949964,[19 16] ; [58 33],[21.38888889 13.61111111] ; [55.61111111 35.38888889],0
p12,1,0.350963,0.869974,[ 1 38] ; [ 6 85],[ 2.1 36.9] ; [ 4.9 86.1],0
s6,1,0.356343,0.850742,[30  8] ; [77 13],[31.765625  6.234375] ; [75.234375 14.765625],0
d3,1,0.383399,0.759776,[35  5] ; [74 17],[33.28244275  6.71755725] ; [75.71755725 15.28244275],0
s3,1,0.393574,0.727872,[27 13] ; [68 23],[29.00763359 10.99236641] ; [65.99236641 25.00763359],0
a6,1,0.424243,0.638532,[23 17] ; [59 32],[25.03816794 14.96183206] ; [56.96183206 34.03816794],0
v2,1,0.467543,0.527777,[22 17] ; [44 45],[20.109375 18.890625] ; [45.890625 43.109375],0
a5,1,0.483729,0.490446,[28 12] ; [69 22],[29.61832061 10.38167939] ; [67.38167939 23.61832061],0
s5,1,0.519737,0.414415,[20 14] ; [45 41],[18.41666667 15.58333333] ; [46.58333333 39.41666667],0
n3,1,0.521075,0.411765,[13  4] ; [12  6],[12.14285714  4.85714286] ; [12.85714286  5.14285714],0
n1,1,0.554949,0.348525,[ 5 12] ; [ 7 11],[ 5.82857143 11.17142857] ; [ 6.17142857 11.82857143],0
s2,1,0.559229,0.34104,[27 13] ; [66 25],[28.39694656 11.60305344] ; [64.60305344 26.39694656],0
a1,1,0.639352,0.21959,[ 2 38] ; [ 3 88],[ 1.52671756 38.47328244] ; [ 3.47328244 87.52671756],0
d1,1,0.706261,0.14204,[29 11] ; [63 28],[28.09160305 11.90839695] ; [63.90839695 27.09160305],0
u3,1,0.719932,0.128558,[8 3] ; [16  8],[7.54285714 3.45714286] ; [16.45714286  7.54285714],0
b2,1,0.755901,0.096639,[ 6 12] ; [15 36],[ 5.47826087 12.52173913] ; [15.52173913 35.47826087],0
b3,1,0.755901,0.096639,[ 6 12] ; [15 36],[ 5.47826087 12.52173913] ; [15.52173913 35.47826087],0
r2,1,0.775213,0.081546,[36  2] ; [85  6],[35.64341085  2.35658915] ; [85.35658915  5.64341085],0
a2,1,0.799231,0.06469,[ 8 32] ; [20 71],[ 8.54961832 31.45038168] ; [19.45038168 71.54961832],0
p5,1,0.806137,0.060227,[ 3 37] ; [ 8 83],[ 3.35877863 36.64122137] ; [ 7.64122137 83.35877863],0
s1,1,0.855242,0.033282,[ 2 37] ; [ 4 87],[ 1.8 37.2] ; [ 4.2 86.8],0
a3,1,0.893257,0.018005,[29 11] ; [67 24],[29.3129771 10.6870229] ; [66.6870229 24.3129771],0
u1,1,0.908793,0.013124,[ 8 32] ; [19 72],[ 8.24427481 31.75572519] ; [18.75572519 72.24427481],0
b5,1,0.916904,0.010886,[25 15] ; [56 35],[24.73282443 15.26717557] ; [56.26717557 34.73282443],0
v3,1,0.938081,0.006034,[12 27] ; [28 61],[12.1875 26.8125] ; [27.8125 61.1875],0
b4,1,0.943547,0.005014,[24 16] ; [54 37],[23.81679389 16.18320611] ; [54.18320611 36.81679389],0
p1,1,0.969547,0.001457,[ 3 37] ; [ 7 84],[ 3.05343511 36.94656489] ; [ 6.94656489 84.05343511],0
a7,1,0.969684,0.001444,[28 12] ; [64 27],[28.09160305 11.90839695] ; [63.90839695 27.09160305],0
u2,1,0.983339,0.000436,[6 5] ; [13 11],[5.97142857 5.02857143] ; [13.02857143 10.97142857],0
a8,1,0.994371,5e-05,[ 2 33] ; [ 5 82],[ 2.00819672 32.99180328] ; [ 4.99180328 82.00819672],0
