Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,34.008917,[16 59] ; [21  3],[28.03030303 46.96969697] ; [ 8.96969697 15.03030303],1
a3,1,0.376133,0.783301,[45 29] ; [17  7],[46.81632653 27.18367347] ; [15.18367347  8.81632653],0
p5,1,0.390496,0.737397,[ 1 74] ; [ 1 23],[ 1.51515152 73.48484848] ; [ 0.48484848 23.51515152],0
r2,1,0.392962,0.729758,[59 15] ; [21  3],[60.40816327 13.59183673] ; [19.59183673  4.40816327],0
a2,1,0.451967,0.565714,[18 57] ; [ 4 20],[16.66666667 58.33333333] ; [ 5.33333333 18.66666667],0
b4,1,0.457316,0.552455,[50 25] ; [14 10],[48.48484848 26.51515152] ; [15.51515152  8.48484848],0
p11,1,0.458231,0.550212,[28 47] ; [11 13],[29.54545455 45.45454545] ; [ 9.45454545 14.54545455],0
n5,1,0.512692,0.428568,[38 37] ; [14 10],[39.39393939 35.60606061] ; [12.60606061 11.39393939],0
d4,1,0.545274,0.365852,[54 20] ; [19  5],[55.12244898 18.87755102] ; [17.87755102  6.12244898],0
d5,1,0.566975,0.32777,[55 20] ; [19  5],[56.06060606 18.93939394] ; [17.93939394  6.06060606],0
p6,1,0.614618,0.253504,[ 4 69] ; [ 2 22],[ 4.51546392 68.48453608] ; [ 1.48453608 22.51546392],0
n4,1,0.618841,0.2475,[49 26] ; [17  7],[50. 25.] ; [16.  8.],0
v2,1,0.638788,0.220331,[25 49] ; [ 9 14],[25.93814433 48.06185567] ; [ 8.06185567 14.93814433],0
a7,1,0.649183,0.206932,[47 27] ; [14 10],[46.06122449 27.93877551] ; [14.93877551  9.06122449],0
p10,1,0.660378,0.193064,[12 62] ; [ 3 21],[11.32653061 62.67346939] ; [ 3.67346939 20.32653061],0
b5,1,0.680186,0.169916,[37 38] ; [13 11],[37.87878788 37.12121212] ; [12.12121212 11.87878788],0
d3,1,0.697836,0.150733,[44 31] ; [13 11],[43.18181818 31.81818182] ; [13.81818182 10.18181818],0
a4,1,0.824162,0.049371,[32 42] ; [11 13],[32.46938776 41.53061224] ; [10.53061224 13.46938776],0
a8,1,0.932878,0.007094,[ 4 69] ; [ 1 19],[ 3.92473118 69.07526882] ; [ 1.07526882 18.92473118],0
n1,1,0.957128,0.00289,[12 23] ; [3 6],[11.93181818 23.06818182] ; [3.06818182 5.93181818],0
