Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.001358,10.262176,[21  4] ; [12 17],[15.27777778  9.72222222] ; [17.72222222 11.27777778],0
n5,1,0.010311,6.580335,[23  2] ; [18 11],[18.98148148  6.01851852] ; [22.01851852  6.98148148],0
s6,1,0.013469,6.10644,[11 14] ; [ 4 25],[ 6.94444444 18.05555556] ; [ 8.05555556 20.94444444],0
s2,1,0.017887,5.607197,[ 8 17] ; [ 2 27],[ 4.62962963 20.37037037] ; [ 5.37037037 23.62962963],0
p8,1,0.066634,3.364044,[ 9 16] ; [ 4 24],[ 6.13207547 18.86792453] ; [ 6.86792453 21.13207547],0
p4,1,0.090654,2.862723,[ 8 16] ; [ 4 25],[ 5.43396226 18.56603774] ; [ 6.56603774 22.43396226],0
a1,1,0.112588,2.517517,[ 2 23] ; [ 7 22],[ 4.16666667 20.83333333] ; [ 4.83333333 24.16666667],0
n4,1,0.127514,2.322508,[18  7] ; [15 14],[15.27777778  9.72222222] ; [17.72222222 11.27777778],0
s7,1,0.129485,2.298665,[ 9 15] ; [ 5 22],[ 6.58823529 17.41176471] ; [ 7.41176471 19.58823529],0
n2,1,0.130995,2.28067,[11  4] ; [8 9],[8.90625 6.09375] ; [10.09375  6.90625],0
p10,1,0.145212,2.121835,[12 13] ; [ 8 20],[ 9.43396226 15.56603774] ; [10.56603774 17.43396226],0
s5,1,0.157231,2.000653,[ 6 18] ; [ 3 26],[ 4.0754717 19.9245283] ; [ 4.9245283 24.0754717],0
p6,1,0.157231,2.000653,[ 6 18] ; [ 3 26],[ 4.0754717 19.9245283] ; [ 4.9245283 24.0754717],0
a5,1,0.172386,1.862069,[15 10] ; [12 17],[12.5 12.5] ; [14.5 14.5],0
s8,1,0.179413,1.802483,[ 6 19] ; [ 3 26],[ 4.16666667 20.83333333] ; [ 4.83333333 24.16666667],0
