Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,7.1e-05,15.782956,[ 8 38] ; [24 17],[16.91954023 29.08045977] ; [15.08045977 25.91954023],1
s6,1,0.000256,13.364427,[20 25] ; [31  6],[27.98780488 17.01219512] ; [23.01219512 13.98780488],1
s5,1,0.000311,13.004599,[ 5 38] ; [17 18],[12.12820513 30.87179487] ; [ 9.87179487 25.12820513],1
s3,1,0.001202,10.487805,[15 30] ; [28 13],[22.5 22.5] ; [20.5 20.5],0
s7,1,0.001333,10.296802,[11 31] ; [24 15],[18.14814815 23.85185185] ; [16.85185185 22.14814815],0
b3,1,0.017994,5.596761,[14 14] ; [ 5 21],[ 9.85185185 18.14814815] ; [ 9.14814815 16.85185185],0
b2,1,0.017994,5.596761,[14 14] ; [ 5 21],[ 9.85185185 18.14814815] ; [ 9.14814815 16.85185185],0
a5,1,0.018181,5.578637,[21 25] ; [29 12],[26.43678161 19.56321839] ; [23.56321839 17.43678161],0
p10,1,0.053163,3.738775,[27 17] ; [33  8],[31.05882353 12.94117647] ; [28.94117647 12.05882353],0
n1,1,0.081497,3.034782,[ 7 11] ; [ 1 10],[ 4.96551724 13.03448276] ; [3.03448276 7.96551724],0
p6,1,0.095485,2.779382,[14 27] ; [21 19],[17.71604938 23.28395062] ; [17.28395062 22.71604938],0
s4,1,0.095605,2.777373,[ 5 41] ; [10 31],[ 7.93103448 38.06896552] ; [ 7.06896552 33.93103448],0
p4,1,0.096825,2.757084,[20 24] ; [26 15],[23.81176471 20.18823529] ; [22.18823529 18.81176471],0
r2,1,0.10346,2.651376,[32 12] ; [34  5],[34.98795181  9.01204819] ; [31.01204819  7.98795181],0
p3,1,0.107042,2.597353,[17 27] ; [23 18],[20.70588235 23.29411765] ; [19.29411765 21.70588235],0
v1,1,0.123987,2.366216,[25 20] ; [28 11],[28.39285714 16.60714286] ; [24.60714286 14.39285714],0
u2,1,0.135575,2.227482,[8 5] ; [ 5 10],[6.03571429 6.96428571] ; [6.96428571 8.03571429],0
a8,1,0.173902,1.848983,[ 2 41] ; [ 5 33],[ 3.71604938 39.28395062] ; [ 3.28395062 34.71604938],0
v3,1,0.183928,1.765599,[24 21] ; [16 25],[20.93023256 24.06976744] ; [19.06976744 21.93023256],0
r3,1,0.188281,1.731019,[40  6] ; [39  2],[41.77011494  4.22988506] ; [37.22988506  3.77011494],0
a7,1,0.190053,1.717206,[31 15] ; [22 19],[28.02298851 17.97701149] ; [24.97701149 16.02298851],0
n5,1,0.205987,1.599408,[29 17] ; [31 10],[31.72413793 14.27586207] ; [28.27586207 12.72413793],0
d5,1,0.239441,1.383881,[36 10] ; [36  5],[38.06896552  7.93103448] ; [33.93103448  7.06896552],0
p5,1,0.248801,1.330024,[ 7 39] ; [ 3 38],[ 5.28735632 40.71264368] ; [ 4.71264368 36.28735632],0
n3,1,0.255146,1.294904,[16  3] ; [8 4],[14.70967742  4.29032258] ; [9.29032258 2.70967742],0
p9,1,0.284147,1.14715,[33 12] ; [34  7],[35.05813953  9.94186047] ; [31.94186047  9.05813953],0
d3,1,0.312834,1.018672,[29 17] ; [30 11],[31.1954023 14.8045977] ; [27.8045977 13.1954023],0
s1,1,0.352453,0.864604,[ 3 42] ; [ 1 40],[ 2.09302326 42.90697674] ; [ 1.90697674 39.09302326],0
d1,1,0.408667,0.682675,[24 22] ; [25 16],[25.90804598 20.09195402] ; [23.09195402 17.90804598],0
p7,1,0.4225,0.64335,[26 20] ; [26 14],[27.81395349 18.18604651] ; [24.18604651 15.81395349],0
n6,1,0.431767,0.618067,[35 11] ; [34  7],[36.48275862  9.51724138] ; [32.51724138  8.48275862],0
p2,1,0.46144,0.5424,[32 13] ; [32  9],[33.48837209 11.51162791] ; [30.51162791 10.48837209],0
p8,1,0.475017,0.510283,[18 26] ; [19 20],[19.61445783 24.38554217] ; [17.38554217 21.61445783],0
p1,1,0.483016,0.492047,[ 4 42] ; [ 2 39],[ 3.17241379 42.82758621] ; [ 2.82758621 38.17241379],0
a6,1,0.483971,0.489903,[27 19] ; [21 20],[25.37931034 20.62068966] ; [22.62068966 18.37931034],0
d2,1,0.532506,0.389606,[21 25] ; [16 25],[19.56321839 26.43678161] ; [17.43678161 23.56321839],0
a3,1,0.543531,0.369035,[32 14] ; [26 15],[30.66666667 15.33333333] ; [27.33333333 13.66666667],0
a1,1,0.579828,0.306513,[ 3 43] ; [ 4 37],[ 3.70114943 42.29885057] ; [ 3.29885057 37.70114943],0
d4,1,0.583763,0.30019,[36 10] ; [34  7],[37.01149425  8.98850575] ; [32.98850575  8.01149425],0
a4,1,0.607117,0.264394,[17 29] ; [13 28],[15.86206897 30.13793103] ; [14.13793103 26.86206897],0
p11,1,0.652718,0.20249,[34 12] ; [32  9],[34.89655172 11.10344828] ; [31.10344828  9.89655172],0
b5,1,0.682125,0.167743,[30 16] ; [25 16],[29.08045977 16.91954023] ; [25.91954023 15.08045977],0
p12,1,0.723318,0.125336,[ 3 42] ; [ 2 39],[ 2.61627907 42.38372093] ; [ 2.38372093 38.61627907],0
u3,1,0.857541,0.032222,[7 7] ; [7 8],[6.75862069 7.24137931] ; [7.24137931 7.75862069],0
u1,1,0.883813,0.021356,[ 3 43] ; [ 3 38],[ 3.17241379 42.82758621] ; [ 2.82758621 38.17241379],0
a2,1,0.905393,0.014126,[ 6 40] ; [ 5 36],[ 5.81609195 40.18390805] ; [ 5.18390805 35.81609195],0
n2,1,0.935004,0.00665,[14  5] ; [9 3],[14.09677419  4.90322581] ; [8.90322581 3.09677419],0
n4,1,0.937532,0.006142,[34 12] ; [30 11],[33.83908046 12.16091954] ; [30.16091954 10.83908046],0
b1,1,0.948656,0.004147,[21 25] ; [19 22],[21.14942529 24.85057471] ; [18.85057471 22.14942529],0
b4,1,0.971412,0.001284,[29 17] ; [26 15],[29.08045977 16.91954023] ; [25.91954023 15.08045977],0
v4,1,0.977605,0.000788,[39  7] ; [34  6],[39.04651163  6.95348837] ; [33.95348837  6.04651163],0
r4,1,0.988002,0.000226,[27 19] ; [24 17],[26.96551724 19.03448276] ; [24.03448276 16.96551724],0
