Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,31.919682,[70 14] ; [61 75],[50.01818182 33.98181818] ; [80.98181818 55.01818182],1
s7,1,0.00055,11.93912,[33 45] ; [ 26 104],[22.125 55.875] ; [36.875 93.125],1
s8,1,0.001288,10.359104,[34 50] ; [ 28 109],[23.56561086 60.43438914] ; [38.43438914 98.56561086],0
p10,1,0.002451,9.176974,[72 11] ; [94 43],[62.62727273 20.37272727] ; [103.37272727  33.62727273],0
n4,1,0.003223,8.676789,[75 11] ; [96 41],[65.94618834 20.05381166] ; [105.05381166  31.94618834],0
v4,1,0.012595,6.225146,[85  1] ; [124  13],[80.60089686  5.39910314] ; [128.39910314   8.60089686],0
a1,1,0.013621,6.08666,[ 7 79] ; [  2 135],[ 3.47085202 82.52914798] ; [  5.52914798 131.47085202],0
v1,1,0.016665,5.731298,[54 32] ; [63 73],[45.32432432 40.67567568] ; [71.67567568 64.32432432],0
a8,1,0.032513,4.571262,[12 53] ; [ 10 115],[ 7.52631579 57.47368421] ; [ 14.47368421 110.52631579],0
d2,1,0.033656,4.512083,[67 18] ; [89 47],[60. 25.] ; [96. 40.],0
n5,1,0.036854,4.357162,[67 19] ; [88 48],[60.04504505 25.95495495] ; [94.95495495 41.04504505],0
p9,1,0.05087,3.812548,[72 12] ; [100  34],[66.27522936 17.72477064] ; [105.72477064  28.27522936],0
p5,1,0.06179,3.488674,[11 73] ; [  8 129],[ 7.22171946 76.77828054] ; [ 11.77828054 125.22171946],0
p3,1,0.075328,3.16293,[46 37] ; [59 78],[39.61363636 43.38636364] ; [65.38636364 71.61363636],0
r1,1,0.079072,3.083865,[73 13] ; [102  34],[67.79279279 18.20720721] ; [107.20720721  28.79279279],0
p6,1,0.108595,2.574557,[33 49] ; [40 95],[27.58525346 54.41474654] ; [45.41474654 89.58525346],0
p12,1,0.140858,2.168559,[ 5 78] ; [  3 134],[ 3.01818182 79.98181818] ; [  4.98181818 132.01818182],0
p8,1,0.159603,1.977987,[47 34] ; [66 71],[41.98623853 39.01376147] ; [71.01376147 65.98623853],0
u2,1,0.171068,1.873561,[11  7] ; [14 20],[8.65384615 9.34615385] ; [16.34615385 17.65384615],0
n6,1,0.178517,1.809923,[76 10] ; [111  25],[72.44144144 13.55855856] ; [114.55855856  21.44144144],0
