Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,25.094836,[ 6 85] ; [14 17],[14.91803279 76.08196721] ; [ 5.08196721 25.91803279],1
s7,1,0.008226,6.983638,[12 74] ; [10 17],[16.74336283 69.25663717] ; [ 5.25663717 21.74336283],0
a7,1,0.0085,6.924909,[69 21] ; [16 15],[63.2231405 26.7768595] ; [21.7768595  9.2231405],0
s1,1,0.012674,6.214112,[ 3 88] ; [ 5 26],[ 5.96721311 85.03278689] ; [ 2.03278689 28.96721311],0
d5,1,0.018172,5.579539,[67 23] ; [16 15],[61.73553719 28.26446281] ; [21.26446281  9.73553719],0
s5,1,0.018597,5.538998,[ 7 82] ; [ 7 22],[10.55932203 78.44067797] ; [ 3.44067797 25.55932203],0
p7,1,0.079016,3.085017,[39 51] ; [18 11],[43.1092437 46.8907563] ; [13.8907563 15.1092437],0
d1,1,0.11922,2.427537,[44 47] ; [10 21],[40.27868852 50.72131148] ; [13.72131148 17.27868852],0
b4,1,0.138299,2.196779,[55 36] ; [14 17],[51.46721311 39.53278689] ; [17.53278689 13.46721311],0
v1,1,0.168767,1.893859,[25 65] ; [12 17],[27.98319328 62.01680672] ; [ 9.01680672 19.98319328],0
s4,1,0.173108,1.855824,[ 7 84] ; [ 5 26],[ 8.95081967 82.04918033] ; [ 3.04918033 27.95081967],0
v2,1,0.198185,1.655698,[43 45] ; [11 20],[39.93277311 48.06722689] ; [14.06722689 16.93277311],0
r4,1,0.220914,1.498422,[69 22] ; [20 11],[66.3852459 24.6147541] ; [22.6147541  8.3852459],0
p4,1,0.223101,1.48431,[27 63] ; [13 18],[29.75206612 60.24793388] ; [10.24793388 20.75206612],0
p5,1,0.240219,1.37931,[ 2 88] ; [ 2 28],[ 3. 87.] ; [ 1. 29.],0
v4,1,0.247359,1.338158,[80 11] ; [23  6],[78.10833333 12.89166667] ; [24.89166667  4.10833333],0
p3,1,0.296676,1.089076,[24 66] ; [11 19],[26.25 63.75] ; [ 8.75 21.25],0
p9,1,0.301498,1.067555,[52 36] ; [15 16],[49.54621849 38.45378151] ; [17.45378151 13.54621849],0
b5,1,0.331809,0.941825,[56 35] ; [16 15],[53.70491803 37.29508197] ; [18.29508197 12.70491803],0
d4,1,0.351173,0.869214,[72 19] ; [22  9],[70.1147541 20.8852459] ; [23.8852459  7.1147541],0
r1,1,0.351302,0.868749,[64 27] ; [19 12],[61.90983607 29.09016393] ; [21.09016393  9.90983607],0
p11,1,0.366677,0.814896,[61 30] ; [18 13],[58.92622951 32.07377049] ; [20.07377049 10.92622951],0
u1,1,0.385578,0.752841,[ 7 84] ; [ 1 30],[ 5.96721311 85.03278689] ; [ 2.03278689 28.96721311],0
n6,1,0.397459,0.716,[52 39] ; [15 16],[49.97540984 41.02459016] ; [17.02459016 13.97540984],0
p12,1,0.410288,0.677966,[ 1 89] ; [ 1 29],[ 1.5 88.5] ; [ 0.5 29.5],0
v3,1,0.455197,0.557679,[21 64] ; [ 5 23],[19.55752212 65.44247788] ; [ 6.44247788 21.55752212],0
p2,1,0.482825,0.492476,[63 27] ; [23  7],[64.5 25.5] ; [21.5  8.5],0
p1,1,0.499913,0.45512,[ 6 84] ; [ 1 29],[ 5.25 84.75] ; [ 1.75 28.25],0
p8,1,0.508101,0.437976,[32 58] ; [ 9 22],[30.49586777 59.50413223] ; [10.50413223 20.49586777],0
a6,1,0.520179,0.413538,[53 38] ; [16 15],[51.46721311 39.53278689] ; [17.53278689 13.46721311],0
a2,1,0.563745,0.333261,[ 9 82] ; [ 2 29],[ 8.20491803 82.79508197] ; [ 2.79508197 28.20491803],0
u2,1,0.601132,0.273292,[15 18] ; [6 5],[15.75 17.25] ; [5.25 5.75],0
a5,1,0.604275,0.268597,[45 46] ; [17 14],[46.24590164 44.75409836] ; [15.75409836 15.24590164],0
a4,1,0.62687,0.236329,[28 63] ; [11 20],[29.09016393 61.90983607] ; [ 9.90983607 21.09016393],0
d2,1,0.640204,0.218476,[31 60] ; [12 19],[32.07377049 58.92622951] ; [10.92622951 20.07377049],0
b2,1,0.649377,0.206687,[15 36] ; [ 6 11],[15.75 35.25] ; [ 5.25 11.75],0
b3,1,0.649377,0.206687,[15 36] ; [ 6 11],[15.75 35.25] ; [ 5.25 11.75],0
n1,1,0.667436,0.184615,[ 6 20] ; [3 7],[ 6.5 19.5] ; [2.5 7.5],0
n2,1,0.667779,0.184211,[13 12] ; [6 4],[13.57142857 11.42857143] ; [5.42857143 4.57142857],0
d3,1,0.668714,0.18311,[59 31] ; [19 12],[58.01652893 31.98347107] ; [19.98347107 11.01652893],0
p10,1,0.712113,0.136176,[45 44] ; [14 16],[44.12605042 44.87394958] ; [14.87394958 15.12605042],0
u3,1,0.727724,0.121212,[17 16] ; [5 6],[16.5 16.5] ; [5.5 5.5],0
a1,1,0.749586,0.101879,[ 2 89] ; [ 1 30],[ 2.23770492 88.76229508] ; [ 0.76229508 30.23770492],0
