Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1.3e-05,19.023353,[18 68] ; [27 19],[29.31818182 56.68181818] ; [15.68181818 30.31818182],1
a5,1,0.003042,8.781883,[39 49] ; [34 14],[47.23529412 40.76470588] ; [25.76470588 22.23529412],0
a3,1,0.003384,8.587904,[44 43] ; [36 11],[51.94029851 35.05970149] ; [28.05970149 18.94029851],0
r1,1,0.018028,5.593398,[53 35] ; [37  9],[59.10447761 28.89552239] ; [30.89552239 15.10447761],0
d3,1,0.018776,5.522267,[36 51] ; [30 18],[42.53333333 44.46666667] ; [23.46666667 24.53333333],0
r3,1,0.019164,5.486477,[60 27] ; [41  6],[65.57462687 21.42537313] ; [35.42537313 11.57462687],0
s6,1,0.019949,5.416367,[25 62] ; [23 24],[31.1641791 55.8358209] ; [16.8358209 30.1641791],0
v3,1,0.020271,5.388362,[15 69] ; [16 28],[20.34375 63.65625] ; [10.65625 33.34375],0
r2,1,0.021176,5.312282,[68 19] ; [44  3],[72.71641791 14.28358209] ; [39.28358209  7.71641791],0
a2,1,0.027733,4.844586,[12 76] ; [14 34],[16.82352941 71.17647059] ; [ 9.17647059 38.82352941],0
s7,1,0.027882,4.835351,[13 67] ; [15 30],[17.92 62.08] ; [10.08 34.92],0
a8,1,0.02796,4.830502,[ 6 75] ; [ 9 34],[ 9.7983871 71.2016129] ; [ 5.2016129 37.7983871],0
s3,1,0.040783,4.185018,[25 61] ; [22 25],[30.39097744 55.60902256] ; [16.60902256 30.39097744],0
p3,1,0.045695,3.992791,[12 76] ; [13 34],[16.2962963 71.7037037] ; [ 8.7037037 38.2962963],0
d4,1,0.060716,3.517719,[54 31] ; [38 10],[58.79699248 26.20300752] ; [33.20300752 14.79699248],0
s2,1,0.074252,3.186428,[17 70] ; [16 32],[21.26666667 65.73333333] ; [11.73333333 36.26666667],0
n1,1,0.084537,2.975444,[12 30] ; [8 7],[14.73684211 27.26315789] ; [5.26315789 9.73684211],0
a6,1,0.120378,2.412397,[46 41] ; [32 16],[50.26666667 36.73333333] ; [27.73333333 20.26666667],0
v4,1,0.126089,2.340007,[64 23] ; [40  7],[67.52238806 19.47761194] ; [36.47761194 10.52238806],0
s8,1,0.129398,2.299709,[10 77] ; [10 37],[12.98507463 74.01492537] ; [ 7.01492537 39.98507463],0
r4,1,0.138734,2.191941,[55 33] ; [36 12],[58.88235294 29.11764706] ; [32.11764706 15.88235294],0
u1,1,0.141067,2.166278,[ 6 82] ; [ 7 41],[ 8.41176471 79.58823529] ; [ 4.58823529 43.41176471],0
a7,1,0.143771,2.137124,[46 41] ; [31 16],[49.99253731 37.00746269] ; [27.00746269 19.99253731],0
n3,1,0.185065,1.756475,[22 19] ; [11  4],[24.16071429 16.83928571] ; [8.83928571 6.16071429],0
p9,1,0.211997,1.557735,[23 60] ; [18 29],[26.17692308 56.82307692] ; [14.82307692 32.17692308],0
b5,1,0.212255,1.555977,[49 39] ; [32 16],[52.41176471 35.58823529] ; [28.58823529 19.41176471],0
a1,1,0.215425,1.53459,[ 9 79] ; [ 2 46],[ 7.11764706 80.88235294] ; [ 3.88235294 44.11764706],0
d1,1,0.225506,1.468984,[31 57] ; [22 26],[34.29411765 53.70588235] ; [18.70588235 29.29411765],0
n4,1,0.23391,1.416925,[52 36] ; [32 14],[55.1641791 32.8358209] ; [28.8358209 17.1641791],0
u4,1,0.250217,1.322093,[ 1 87] ; [ 2 46],[ 1.94117647 86.05882353] ; [ 1.05882353 46.94117647],0
s4,1,0.29614,1.091495,[13 75] ; [ 4 43],[11.08148148 76.91851852] ; [ 5.91851852 41.08148148],0
d5,1,0.301022,1.069663,[52 35] ; [33 15],[54.77777778 32.22222222] ; [30.22222222 17.77777778],0
d2,1,0.32527,0.967638,[35 50] ; [24 24],[37.70676692 47.29323308] ; [21.29323308 26.70676692],0
n2,1,0.3322,0.940303,[23 21] ; [10  5],[24.61016949 19.38983051] ; [8.38983051 6.61016949],0
a4,1,0.372172,0.796401,[32 55] ; [21 26],[34.41044776 52.58955224] ; [18.58955224 28.41044776],0
p2,1,0.398395,0.713167,[41 47] ; [26 22],[43.35294118 44.64705882] ; [23.64705882 24.35294118],0
p6,1,0.398871,0.711727,[14 72] ; [ 5 41],[12.37878788 73.62121212] ; [ 6.62121212 39.37878788],0
u2,1,0.405991,0.690509,[20 24] ; [6 4],[21.18518519 22.81481481] ; [4.81481481 5.18518519],0
b2,1,0.475679,0.508754,[16 37] ; [11 18],[17.45121951 35.54878049] ; [ 9.54878049 19.45121951],0
b3,1,0.475679,0.508754,[16 37] ; [11 18],[17.45121951 35.54878049] ; [ 9.54878049 19.45121951],0
u3,1,0.572702,0.318182,[18 26] ; [6 6],[18.85714286 25.14285714] ; [5.14285714 6.85714286],0
p11,1,0.611791,0.257576,[40 48] ; [24 24],[41.41176471 46.58823529] ; [22.58823529 25.41176471],0
p5,1,0.661075,0.192221,[ 1 87] ; [ 1 47],[ 1.29411765 86.70588235] ; [ 0.70588235 47.29411765],0
n5,1,0.698635,0.149895,[49 39] ; [24 22],[47.94029851 40.05970149] ; [25.05970149 20.94029851],0
p8,1,0.75443,0.097846,[16 70] ; [10 38],[16.68656716 69.31343284] ; [ 9.31343284 38.68656716],0
b1,1,0.816355,0.053933,[44 44] ; [23 25],[43.35294118 44.64705882] ; [23.64705882 24.35294118],0
p7,1,0.827997,0.047207,[30 57] ; [15 31],[29.43609023 57.56390977] ; [15.56390977 30.43609023],0
n6,1,0.834667,0.043564,[50 38] ; [27 19],[50.56716418 37.43283582] ; [26.43283582 19.56716418],0
s1,1,0.895037,0.017406,[ 5 81] ; [ 3 44],[ 5.17293233 80.82706767] ; [ 2.82706767 44.17293233],0
p1,1,0.91864,0.010434,[ 5 81] ; [ 3 45],[ 5.13432836 80.86567164] ; [ 2.86567164 45.13432836],0
p12,1,0.956558,0.002967,[ 2 86] ; [ 1 46],[ 1.95555556 86.04444444] ; [ 1.04444444 45.95555556],0
b4,1,0.965874,0.00183,[51 37] ; [28 20],[51.11764706 36.88235294] ; [27.88235294 20.11764706],0
s5,1,0.987683,0.000238,[13 73] ; [ 7 39],[13.03030303 72.96969697] ; [ 6.96969697 39.03030303],0
