Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000159,14.26529,[5 6] ; [70  8],[9.26966292 1.73033708] ; [65.73033708 12.26966292],1
r3,1,0.000411,12.482375,[6 5] ; [71  6],[9.625 1.375] ; [67.375  9.625],1
r1,1,0.003418,8.569728,[4 7] ; [61 17],[8.03370787 2.96629213] ; [56.96629213 21.03370787],0
p2,1,0.009811,6.668985,[5 6] ; [63 15],[8.40449438 2.59550562] ; [59.59550562 18.40449438],0
r2,1,0.010644,6.523761,[8 3] ; [74  4],[10.13483146  0.86516854] ; [71.86516854  6.13483146],0
s8,1,0.017931,5.602847,[ 1 10] ; [36 41],[4.625 6.375] ; [32.375 44.625],0
n6,1,0.03232,4.581425,[5 6] ; [58 18],[7.96551724 3.03448276] ; [55.03448276 20.96551724],0
d4,1,0.064836,3.409153,[7 4] ; [67 11],[9.14606742 1.85393258] ; [64.85393258 13.14606742],0
n5,1,0.074122,3.189289,[4 7] ; [49 27],[6.70114943 4.29885057] ; [46.29885057 29.70114943],0
a7,1,0.0782,3.101928,[5 6] ; [56 22],[7.53932584 3.46067416] ; [53.46067416 24.53932584],0
d5,1,0.089829,2.877431,[7 4] ; [66 12],[9.02247191 1.97752809] ; [63.97752809 14.02247191],0
p9,1,0.151597,2.056108,[5 6] ; [52 25],[7.125 3.875] ; [49.875 27.125],0
s3,1,0.208194,1.58394,[8 3] ; [41 37],[6.05617978 4.94382022] ; [42.94382022 35.05617978],0
s5,1,0.215286,1.535519,[2 8] ; [29 43],[3.7804878 6.2195122] ; [27.2195122 44.7804878],0
p10,1,0.225683,1.467863,[4 7] ; [43 34],[5.875 5.125] ; [41.125 35.875],0
d1,1,0.233397,1.420042,[5 6] ; [50 28],[6.79775281 4.20224719] ; [48.20224719 29.79775281],0
s7,1,0.234282,1.414676,[3 6] ; [37 31],[4.67532468 4.32467532] ; [35.32467532 32.67532468],0
p8,1,0.237388,1.396041,[3 8] ; [36 42],[4.82022472 6.17977528] ; [34.17977528 43.82022472],0
a5,1,0.2763,1.1852,[9 2] ; [51 27],[7.41573034 3.58426966] ; [52.58426966 25.41573034],0
b3,1,0.290607,1.116809,[3 4] ; [10 32],[1.85714286 5.14285714] ; [11.14285714 30.85714286],0
b2,1,0.290607,1.116809,[3 4] ; [10 32],[1.85714286 5.14285714] ; [11.14285714 30.85714286],0
b5,1,0.330626,0.946443,[6 5] ; [54 24],[7.41573034 3.58426966] ; [52.58426966 25.41573034],0
s6,1,0.364443,0.822524,[6 4] ; [56 20],[7.20930233 2.79069767] ; [54.79069767 21.20930233],0
a8,1,0.433371,0.613772,[2 9] ; [ 7 62],[1.2375 9.7625] ; [ 7.7625 61.2375],0
s1,1,0.439098,0.598639,[ 1 10] ; [ 3 74],[ 0.5 10.5] ; [ 3.5 73.5],0
d2,1,0.443787,0.586471,[5 6] ; [45 33],[6.17977528 4.82022472] ; [43.82022472 34.17977528],0
a4,1,0.490381,0.475691,[4 7] ; [37 41],[5.06741573 5.93258427] ; [35.93258427 42.06741573],0
p6,1,0.517413,0.419048,[4 7] ; [36 41],[5. 6.] ; [35. 42.],0
p7,1,0.538986,0.377423,[6 5] ; [50 28],[6.92134831 4.07865169] ; [49.07865169 28.92134831],0
n4,1,0.596209,0.280752,[7 4] ; [55 22],[7.75 3.25] ; [54.25 22.75],0
n2,1,0.601598,0.272593,[2 1] ; [16  4],[2.34782609 0.65217391] ; [15.65217391  4.34782609],0
p1,1,0.63862,0.220551,[2 9] ; [10 67],[1.5 9.5] ; [10.5 66.5],0
a2,1,0.651475,0.204045,[2 9] ; [19 59],[2.59550562 8.40449438] ; [18.40449438 59.59550562],0
u2,1,0.681225,0.16875,[1 2] ; [11 13],[1.33333333 1.66666667] ; [10.66666667 13.33333333],0
v1,1,0.686937,0.162422,[5 6] ; [40 37],[5.625 5.375] ; [39.375 37.625],0
a3,1,0.72933,0.119728,[8 3] ; [52 25],[7.5 3.5] ; [52.5 24.5],0
v3,1,0.763149,0.090811,[4 6] ; [26 48],[3.57142857 6.42857143] ; [26.42857143 47.57142857],0
b1,1,0.768046,0.086985,[7 4] ; [46 32],[6.5505618 4.4494382] ; [46.4494382 31.5505618],0
s4,1,0.776737,0.080414,[3 8] ; [18 59],[2.625 8.375] ; [18.375 58.625],0
v2,1,0.778078,0.079425,[5 6] ; [38 38],[5.43678161 5.56321839] ; [37.56321839 38.43678161],0
p4,1,0.813313,0.055769,[8 3] ; [54 24],[7.66292135 3.33707865] ; [54.33707865 23.66292135],0
n1,1,0.825381,0.048677,[2 1] ; [12  8],[1.82608696 1.17391304] ; [12.17391304  7.82608696],0
b4,1,0.829891,0.046157,[7 4] ; [47 31],[6.6741573 4.3258427] ; [47.3258427 30.6741573],0
d3,1,0.879819,0.022861,[8 3] ; [55 23],[7.78651685 3.21348315] ; [55.21348315 22.78651685],0
a6,1,0.907101,0.013618,[6 5] ; [44 34],[6.17977528 4.82022472] ; [43.82022472 34.17977528],0
s2,1,1.0,0.0,[6 5] ; [42 35],[6. 5.] ; [42. 35.],0
