Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,3.7e-05,16.999314,[58 93] ; [33 12],[70.10714286 80.89285714] ; [20.89285714 24.10714286],1
s6,1,0.002562,9.095453,[114  41] ; [46  3],[121.56862745  33.43137255] ; [38.43137255 10.56862745],0
n4,1,0.004785,7.958915,[144  14] ; [38 12],[138.25  19.75] ; [43.75  6.25],0
s2,1,0.024179,5.081759,[95 62] ; [39 11],[101.63285024  55.36714976] ; [32.36714976 17.63285024],0
r3,1,0.034954,4.447444,[154   3] ; [45  4],[151.66504854   5.33495146] ; [47.33495146  1.66504854],0
n5,1,0.041046,4.174118,[134  24] ; [36 14],[129.13461538  28.86538462] ; [40.86538462  9.13461538],0
p4,1,0.041117,4.171169,[129  28] ; [47  3],[133.48792271  23.51207729] ; [42.51207729  7.48792271],0
n6,1,0.057037,3.621498,[145  11] ; [42  8],[141.61165049  14.38834951] ; [45.38834951  4.61165049],0
v3,1,0.059566,3.549436,[73 79] ; [16 33],[67.30348259 84.69651741] ; [21.69651741 27.30348259],0
d5,1,0.084463,2.976857,[155   1] ; [48  2],[153.72815534   2.27184466] ; [49.27184466  0.72815534],0
a8,1,0.093067,2.820499,[ 21 114] ; [ 3 46],[ 17.60869565 117.39130435] ; [ 6.39130435 42.60869565],0
s7,1,0.095677,2.776171,[94 58] ; [36 12],[98.8 53.2] ; [31.2 16.8],0
v2,1,0.115467,2.477753,[98 56] ; [25 24],[93.31034483 60.68965517] ; [29.68965517 19.31034483],0
v1,1,0.127268,2.325519,[108  47] ; [29 21],[103.58536585  51.41463415] ; [33.41463415 16.58536585],0
p3,1,0.136651,2.215267,[105  52] ; [39 11],[109.2173913  47.7826087] ; [34.7826087 15.2173913],0
s3,1,0.147768,2.095142,[98 58] ; [37 13],[102.23300971  53.76699029] ; [32.76699029 17.23300971],0
p10,1,0.15598,2.012776,[136  21] ; [47  3],[138.79710145  18.20289855] ; [44.20289855  5.79710145],0
p1,1,0.161123,1.963659,[ 19 138] ; [10 40],[ 21.99516908 135.00483092] ; [ 7.00483092 42.99516908],0
a1,1,0.179298,1.803437,[ 16 142] ; [ 2 48],[ 13.67307692 144.32692308] ; [ 4.32692308 45.67307692],0
s8,1,0.215252,1.535746,[94 62] ; [35 15],[97.68932039 58.31067961] ; [31.31067961 18.68932039],0
r2,1,0.216476,1.527583,[154   2] ; [47  2],[152.95609756   3.04390244] ; [48.04390244  0.95609756],0
p7,1,0.22799,1.453358,[124  30] ; [44  6],[126.82352941  27.17647059] ; [41.17647059  8.82352941],0
p11,1,0.285875,1.138947,[128  30] ; [37 13],[125.33653846  32.66346154] ; [39.66346154 10.33653846],0
u4,1,0.286966,1.133801,[  9 149] ; [ 1 49],[  7.59615385 150.40384615] ; [ 2.40384615 47.59615385],0
p2,1,0.293135,1.105166,[144  14] ; [43  7],[142.04807692  15.95192308] ; [44.95192308  5.04807692],0
a7,1,0.301317,1.068356,[122  36] ; [35 15],[119.25961538  38.74038462] ; [37.74038462 12.25961538],0
u2,1,0.353235,0.861801,[18  9] ; [5 5],[16.78378378 10.21621622] ; [6.21621622 3.78378378],0
p8,1,0.404212,0.695759,[109  47] ; [38 12],[111.32038835  44.67961165] ; [35.67961165 14.32038835],0
u3,1,0.405521,0.691893,[20  7] ; [6 4],[18.97297297  8.02702703] ; [7.02702703 2.97297297],0
a5,1,0.428924,0.625736,[139  19] ; [46  4],[140.52884615  17.47115385] ; [44.47115385  5.52884615],0
b5,1,0.479319,0.500413,[89 69] ; [31 19],[91.15384615 66.84615385] ; [28.84615385 21.15384615],0
a3,1,0.514916,0.424064,[131  25] ; [40 10],[129.49514563  26.50485437] ; [41.50485437  8.49514563],0
s1,1,0.516728,0.420419,[  6 150] ; [ 3 47],[  6.81553398 149.18446602] ; [ 2.18446602 47.81553398],0
b3,1,0.54281,0.370356,[50 57] ; [13 19],[48.49640288 58.50359712] ; [14.50359712 17.49640288],0
b2,1,0.54281,0.370356,[50 57] ; [13 19],[48.49640288 58.50359712] ; [14.50359712 17.49640288],0
v4,1,0.593987,0.28416,[153   4] ; [48  2],[152.44927536   4.55072464] ; [48.55072464  1.44927536],0
d2,1,0.619182,0.247019,[117  40] ; [39 11],[118.31884058  38.68115942] ; [37.68115942 12.31884058],0
a4,1,0.624454,0.239657,[95 63] ; [32 18],[96.47115385 61.52884615] ; [30.52884615 19.47115385],0
n1,1,0.62873,0.233787,[13 16] ; [4 7],[12.325 16.675] ; [4.675 6.325],0
a6,1,0.668811,0.182996,[108  48] ; [33 17],[106.77669903  49.22330097] ; [34.22330097 15.77669903],0
p12,1,0.705786,0.142522,[ 22 134] ; [ 6 44],[ 21.2038835 134.7961165] ; [ 6.7961165 43.2038835],0
d3,1,0.774065,0.082404,[139  18] ; [45  5],[139.55555556  17.44444444] ; [44.44444444  5.55555556],0
a2,1,0.789288,0.071415,[ 57 101] ; [17 33],[ 56.21153846 101.78846154] ; [17.78846154 32.21153846],0
n2,1,0.794668,0.067732,[23  7] ; [8 3],[22.68292683  7.31707317] ; [8.31707317 2.68292683],0
r4,1,0.796452,0.066534,[150   8] ; [47  3],[149.64423077   8.35576923] ; [47.35576923  2.64423077],0
p9,1,0.803899,0.061655,[149   8] ; [47  3],[148.65700483   8.34299517] ; [47.34299517  2.65700483],0
b4,1,0.813232,0.055818,[95 63] ; [31 19],[95.71153846 62.28846154] ; [30.28846154 19.71153846],0
n3,1,0.838007,0.041797,[22  7] ; [8 3],[21.75  7.25] ; [8.25 2.75],0
p5,1,0.857676,0.03216,[ 27 131] ; [ 8 42],[ 26.58653846 131.41346154] ; [ 8.41346154 41.58653846],0
u1,1,0.895556,0.017234,[ 49 109] ; [16 34],[ 49.375 108.625] ; [15.625 34.375],0
b1,1,0.914217,0.011604,[65 93] ; [21 29],[65.32692308 92.67307692] ; [20.67307692 29.32692308],0
r1,1,0.976152,0.000894,[133  25] ; [42  8],[132.93269231  25.06730769] ; [42.06730769  7.93269231],0
