Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4.5e-05,16.666509,[23  7] ; [23 48],[13.66336634 16.33663366] ; [32.33663366 38.66336634],1
p4,1,5.1e-05,16.418681,[21 10] ; [18 53],[11.85294118 19.14705882] ; [27.14705882 43.85294118],1
p6,1,0.000397,12.544241,[12 18] ; [ 7 64],[ 5.64356436 24.35643564] ; [13.35643564 57.64356436],1
d3,1,0.000767,11.320527,[26  6] ; [33 39],[18.15384615 13.84615385] ; [40.84615385 31.15384615],1
p10,1,0.002032,9.52,[16 16] ; [14 56],[ 9.41176471 22.58823529] ; [20.58823529 49.41176471],0
p2,1,0.002212,9.365067,[25  7] ; [33 39],[17.84615385 14.15384615] ; [40.15384615 31.84615385],0
s7,1,0.005593,7.676853,[16 15] ; [16 52],[10.02020202 20.97979798] ; [21.97979798 46.02020202],0
v4,1,0.007114,7.244005,[31  1] ; [53 18],[26.09708738  5.90291262] ; [57.90291262 13.09708738],0
a7,1,0.007255,7.20884,[26  6] ; [38 33],[19.88349515 12.11650485] ; [44.11650485 26.88349515],0
d1,1,0.011701,6.355556,[21 11] ; [28 44],[15.07692308 16.92307692] ; [33.92307692 38.07692308],0
d4,1,0.014619,5.961759,[27  5] ; [42 28],[21.64705882 10.35294118] ; [47.35294118 22.64705882],0
p3,1,0.018759,5.523811,[14 17] ; [16 56],[ 9.02912621 21.97087379] ; [20.97087379 51.02912621],0
s2,1,0.025752,4.972626,[16 15] ; [20 50],[11.04950495 19.95049505] ; [24.95049505 45.04950495],0
n6,1,0.04305,4.093435,[28  3] ; [52 20],[24.0776699  6.9223301] ; [55.9223301 16.0776699],0
a5,1,0.050973,3.809175,[23  9] ; [37 35],[18.46153846 13.53846154] ; [41.53846154 30.46153846],0
a4,1,0.055179,3.676664,[ 7 25] ; [29 41],[11.29411765 20.70588235] ; [24.70588235 45.29411765],0
r3,1,0.061372,3.499917,[28  4] ; [50 21],[24.23300971  7.76699029] ; [53.76699029 17.23300971],0
s8,1,0.084513,2.975907,[12 19] ; [16 56],[ 8.42718447 22.57281553] ; [19.57281553 52.42718447],0
r4,1,0.100271,2.701232,[26  6] ; [47 25],[22.46153846  9.53846154] ; [50.53846154 21.46153846],0
r2,1,0.10802,2.582953,[30  1] ; [62 10],[27.68932039  3.31067961] ; [64.31067961  7.68932039],0
p5,1,0.117475,2.450663,[ 4 28] ; [ 3 69],[ 2.15384615 29.84615385] ; [ 4.84615385 67.15384615],0
a1,1,0.134444,2.240426,[ 1 31] ; [ 9 63],[ 3.07692308 28.92307692] ; [ 6.92307692 65.07692308],0
p11,1,0.15008,2.07144,[20 12] ; [34 38],[16.61538462 15.38461538] ; [37.38461538 34.61538462],0
s6,1,0.15011,2.071132,[19 12] ; [33 39],[15.65048544 15.34951456] ; [36.34951456 35.65048544],0
b2,1,0.182214,1.779474,[ 4 15] ; [19 31],[ 6.33333333 12.66666667] ; [16.66666667 33.33333333],0
b3,1,0.182214,1.779474,[ 4 15] ; [19 31],[ 6.33333333 12.66666667] ; [16.66666667 33.33333333],0
s3,1,0.187581,1.736518,[18 14] ; [30 41],[14.91262136 17.08737864] ; [33.08737864 37.91262136],0
d5,1,0.19014,1.716532,[25  7] ; [47 25],[22.15384615  9.84615385] ; [49.84615385 22.15384615],0
n1,1,0.194924,1.68,[6 4] ; [ 9 16],[4.28571429 5.71428571] ; [10.71428571 14.28571429],0
n2,1,0.198358,1.654422,[8 2] ; [16 12],[6.31578947 3.68421053] ; [17.68421053 10.31578947],0
r1,1,0.210303,1.56934,[26  6] ; [50 22],[23.38461538  8.61538462] ; [52.61538462 19.38461538],0
s1,1,0.312714,1.019178,[ 1 31] ; [ 6 64],[ 2.19607843 29.80392157] ; [ 4.80392157 65.19607843],0
a8,1,0.328879,0.953305,[ 5 22] ; [ 7 57],[ 3.56043956 23.43956044] ; [ 8.43956044 55.56043956],0
a6,1,0.380102,0.77037,[22 10] ; [43 29],[20. 12.] ; [45. 27.],0
v2,1,0.386767,0.749081,[14 18] ; [24 45],[12.03960396 19.96039604] ; [25.96039604 43.03960396],0
v3,1,0.507998,0.438189,[ 9 23] ; [25 47],[10.46153846 21.53846154] ; [23.53846154 48.46153846],0
b1,1,0.532677,0.389283,[19 13] ; [38 34],[17.53846154 14.46153846] ; [39.46153846 32.53846154],0
a3,1,0.557299,0.344402,[20 12] ; [40 31],[18.6407767 13.3592233] ; [41.3592233 29.6407767],0
s5,1,0.607274,0.264164,[ 5 25] ; [15 56],[ 5.94059406 24.05940594] ; [14.05940594 56.94059406],0
b5,1,0.621598,0.243628,[19 13] ; [39 33],[17.84615385 14.15384615] ; [40.15384615 31.84615385],0
v1,1,0.68017,0.169935,[12 20] ; [24 48],[11.07692308 20.92307692] ; [24.92307692 47.07692308],0
u2,1,0.694953,0.153776,[6 6] ; [13 17],[5.42857143 6.57142857] ; [13.57142857 16.42857143],0
u3,1,0.710779,0.1375,[6 6] ; [14 18],[5.45454545 6.54545455] ; [14.54545455 17.45454545],0
a2,1,0.762349,0.091444,[ 5 27] ; [13 59],[ 5.53846154 26.46153846] ; [12.46153846 59.53846154],0
b4,1,0.762397,0.091406,[19 13] ; [45 27],[19.69230769 12.30769231] ; [44.30769231 27.69230769],0
s4,1,0.780329,0.07778,[ 4 26] ; [11 60],[ 4.45544554 25.54455446] ; [10.54455446 60.45544554],0
p1,1,0.790467,0.070598,[ 3 29] ; [ 8 64],[ 3.38461538 28.61538462] ; [ 7.61538462 64.38461538],0
u1,1,0.816078,0.054099,[ 5 27] ; [10 62],[ 4.61538462 27.38461538] ; [10.38461538 61.61538462],0
n3,1,0.920276,0.010017,[5 5] ; [14 13],[5.13513514 4.86486486] ; [13.86486486 13.13513514],0
n4,1,0.963871,0.002052,[27  5] ; [61 11],[27.07692308  4.92307692] ; [60.92307692 11.07692308],0
d2,1,0.979937,0.000632,[17 15] ; [37 33],[16.94117647 15.05882353] ; [37.05882353 32.94117647],0
