Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,4e-06,21.19151,[28  3] ; [15 26],[18.51388889 12.48611111] ; [24.48611111 16.51388889],1
p8,1,5.3e-05,16.339256,[23  8] ; [10 29],[14.61428571 16.38571429] ; [18.38571429 20.61428571],1
p3,1,0.000122,14.766224,[24  7] ; [13 28],[15.93055556 15.06944444] ; [21.06944444 19.93055556],1
p7,1,0.000426,12.415831,[28  3] ; [21 20],[21.09722222  9.90277778] ; [27.90277778 13.09722222],1
d1,1,0.010055,6.6252,[25  6] ; [21 20],[19.80555556 11.19444444] ; [26.19444444 14.80555556],0
s5,1,0.010616,6.528497,[20  7] ; [16 22],[14.95384615 12.04615385] ; [21.04615385 16.95384615],0
p5,1,0.016441,5.755095,[ 6 25] ; [ 1 40],[ 3.01388889 27.98611111] ; [ 3.98611111 37.01388889],0
u1,1,0.039142,4.254682,[11 20] ; [ 6 35],[ 7.31944444 23.68055556] ; [ 9.68055556 31.31944444],0
d2,1,0.044406,4.041045,[21 10] ; [18 23],[16.79166667 14.20833333] ; [22.20833333 18.79166667],0
s7,1,0.05977,3.54375,[21  9] ; [19 21],[17.14285714 12.85714286] ; [22.85714286 17.14285714],0
d4,1,0.06413,3.427223,[30  1] ; [34  7],[27.55555556  3.44444444] ; [36.44444444  4.55555556],0
a2,1,0.074897,3.172305,[10 21] ; [ 6 35],[ 6.88888889 24.11111111] ; [ 9.11111111 31.88888889],0
a6,1,0.090695,2.861989,[22  9] ; [21 20],[18.51388889 12.48611111] ; [24.48611111 16.51388889],0
p10,1,0.103598,2.649265,[29  2] ; [32  8],[26.63380282  4.36619718] ; [34.36619718  5.63380282],0
p2,1,0.11122,2.536797,[25  6] ; [26 15],[21.95833333  9.04166667] ; [29.04166667 11.95833333],0
b1,1,0.178179,1.812746,[13 18] ; [11 30],[10.33333333 20.66666667] ; [13.66666667 27.33333333],0
s6,1,0.199161,1.648514,[28  3] ; [30  8],[26.05797101  4.94202899] ; [31.94202899  6.05797101],0
a5,1,0.201471,1.631677,[24  7] ; [26 15],[21.52777778  9.47222222] ; [28.47222222 12.52777778],0
b3,1,0.214299,1.542141,[ 5 11] ; [ 3 18],[ 3.45945946 12.54054054] ; [ 4.54054054 16.45945946],0
b2,1,0.214299,1.542141,[ 5 11] ; [ 3 18],[ 3.45945946 12.54054054] ; [ 4.54054054 16.45945946],0
n6,1,0.220314,1.502327,[24  6] ; [37  4],[25.77464789  4.22535211] ; [35.22535211  5.77464789],0
