Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n2,1,0.001153,10.563577,[2 2] ; [32  1],[3.67567568 0.32432432] ; [30.32432432  2.67567568],0
a1,1,0.004405,8.108784,[ 4 22] ; [  4 144],[ 1.1954023 24.8045977] ; [  6.8045977 141.1954023],0
p11,1,0.009377,6.749516,[13 13] ; [111  37],[18.52873563  7.47126437] ; [105.47126437  42.52873563],0
s8,1,0.028513,4.796772,[ 8 18] ; [80 68],[13.14942529 12.85057471] ; [74.85057471 73.14942529],0
s6,1,0.0332,4.535416,[17  9] ; [120  24],[20.95294118  5.04705882] ; [116.04705882  27.95294118],0
n3,1,0.035948,4.399581,[1 3] ; [25  8],[2.81081081 1.18918919] ; [23.18918919  9.81081081],0
p6,1,0.042772,4.104404,[14 12] ; [48 97],[ 9.42690058 16.57309942] ; [52.57309942 92.42690058],0
s7,1,0.045701,3.992598,[11 14] ; [93 50],[15.47619048  9.52380952] ; [88.52380952 54.47619048],0
p9,1,0.072119,3.23412,[18  8] ; [121  23],[21.25882353  4.74117647] ; [117.74117647  26.25882353],0
b3,1,0.086441,2.939429,[8 7] ; [26 59],[5.1 9.9] ; [28.9 56.1],0
b2,1,0.086441,2.939429,[8 7] ; [26 59],[5.1 9.9] ; [28.9 56.1],0
s4,1,0.11795,2.444336,[ 3 22] ; [ 39 108],[ 6.10465116 18.89534884] ; [ 35.89534884 111.10465116],0
s5,1,0.145814,2.115505,[ 8 18] ; [66 77],[11.38461538 14.61538462] ; [62.61538462 80.38461538],0
r1,1,0.185542,1.752662,[16 10] ; [109  38],[18.78612717  7.21387283] ; [106.21387283  40.78612717],0
v2,1,0.26487,1.243121,[10 16] ; [71 70],[12.61077844 13.38922156] ; [68.38922156 72.61077844],0
b5,1,0.286115,1.137812,[18  8] ; [86 62],[15.54022989 10.45977011] ; [88.45977011 59.54022989],0
u1,1,0.301874,1.065898,[ 2 24] ; [  5 143],[ 1.04597701 24.95402299] ; [  5.95402299 142.04597701],0
n4,1,0.310653,1.027899,[16 10] ; [105  42],[18.1849711  7.8150289] ; [102.8150289  44.1849711],0
v4,1,0.327077,0.960436,[23  3] ; [136   9],[24.1754386  1.8245614] ; [134.8245614  10.1754386],0
d2,1,0.32799,0.956819,[ 2 24] ; [ 22 126],[ 3.5862069 22.4137931] ; [ 20.4137931 127.5862069],0
n5,1,0.339606,0.911919,[16  9] ; [107  39],[17.98245614  7.01754386] ; [105.01754386  40.98245614],0
r2,1,0.404622,0.694547,[23  3] ; [136  10],[24.03488372  1.96511628] ; [134.96511628  11.03488372],0
p1,1,0.432587,0.615867,[ 1 25] ; [ 12 133],[ 1.97660819 24.02339181] ; [ 11.02339181 133.97660819],0
a8,1,0.434981,0.609486,[ 3 21] ; [ 27 114],[ 4.36363636 19.63636364] ; [ 25.63636364 115.36363636],0
d5,1,0.459171,0.547914,[16  9] ; [83 65],[14.30635838 10.69364162] ; [84.69364162 63.30635838],0
b4,1,0.480998,0.4966,[13 13] ; [85 63],[14.64367816 11.35632184] ; [83.35632184 64.64367816],0
v3,1,0.485865,0.48567,[11 15] ; [51 94],[ 9.42690058 16.57309942] ; [52.57309942 92.42690058],0
a3,1,0.504183,0.446121,[14 12] ; [90 58],[15.54022989 10.45977011] ; [88.45977011 59.54022989],0
p4,1,0.515781,0.422321,[12 14] ; [78 69],[13.52601156 12.47398844] ; [76.47398844 70.52601156],0
u3,1,0.542967,0.370068,[8 4] ; [32 24],[7.05882353 4.94117647] ; [32.94117647 23.05882353],0
a7,1,0.559972,0.339753,[17  8] ; [91 56],[15.69767442  9.30232558] ; [92.30232558 54.69767442],0
u2,1,0.561761,0.336665,[7 5] ; [27 28],[6.08955224 5.91044776] ; [27.91044776 27.08955224],0
p7,1,0.566052,0.329333,[19  7] ; [95 46],[17.74850299  8.25149701] ; [96.25149701 44.74850299],0
a2,1,0.573809,0.316352,[ 1 25] ; [ 10 138],[ 1.64367816 24.35632184] ; [  9.35632184 138.64367816],0
d4,1,0.619271,0.246893,[18  8] ; [95 53],[16.88505747  9.11494253] ; [96.11494253 51.88505747],0
s1,1,0.62608,0.237414,[ 2 23] ; [  8 137],[ 1.47058824 23.52941176] ; [  8.52941176 136.47058824],0
n6,1,0.640497,0.218093,[21  4] ; [116  29],[20.14705882  4.85294118] ; [116.85294118  28.14705882],0
p12,1,0.641645,0.216597,[ 1 25] ; [  9 137],[ 1.51162791 24.48837209] ; [  8.48837209 137.51162791],0
r3,1,0.641645,0.216597,[25  1] ; [137   9],[24.48837209  1.51162791] ; [137.51162791   8.48837209],0
d3,1,0.649569,0.206444,[11 14] ; [58 90],[ 9.97109827 15.02890173] ; [59.02890173 88.97109827],0
p10,1,0.669981,0.181624,[20  6] ; [116  28],[20.8  5.2] ; [115.2  28.8],0
p5,1,0.678264,0.172086,[ 3 23] ; [ 13 132],[ 2.43274854 23.56725146] ; [ 13.56725146 131.43274854],0
