Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,8.3e-05,15.492792,[41 22] ; [ 5 21],[32.56179775 30.43820225] ; [13.43820225 12.56179775],1
v3,1,0.0105,6.547968,[25 37] ; [ 3 22],[19.95402299 42.04597701] ; [ 8.04597701 16.95402299],0
d2,1,0.015856,5.818776,[18 45] ; [14 11],[22.90909091 40.09090909] ; [ 9.09090909 15.90909091],0
d1,1,0.027192,4.878577,[25 38] ; [17  9],[29.73033708 33.26966292] ; [12.26966292 13.73033708],0
a4,1,0.036728,4.363003,[17 46] ; [13 13],[21.23595506 41.76404494] ; [ 8.76404494 17.23595506],0
d5,1,0.085253,2.961804,[45 18] ; [23  3],[48.13483146 14.86516854] ; [19.86516854  6.13483146],0
s7,1,0.086748,2.933713,[34 27] ; [ 8 15],[30.5 30.5] ; [11.5 11.5],0
s6,1,0.129857,2.294213,[41 20] ; [13 13],[37.86206897 23.13793103] ; [16.13793103  9.86206897],0
p6,1,0.147491,2.09801,[29 32] ; [ 8 18],[25.94252874 35.05747126] ; [11.05747126 14.94252874],0
u2,1,0.152881,2.043269,[14 12] ; [2 6],[12.23529412 13.76470588] ; [3.76470588 4.23529412],0
s4,1,0.189994,1.717661,[15 48] ; [ 3 23],[12.74157303 50.25842697] ; [ 5.25842697 20.74157303],0
p1,1,0.221366,1.495494,[ 8 55] ; [ 6 20],[ 9.91011236 53.08988764] ; [ 4.08988764 21.91011236],0
p2,1,0.22784,1.454293,[53 10] ; [19  7],[50.96629213 12.03370787] ; [21.03370787  4.96629213],0
s3,1,0.243955,1.357594,[37 25] ; [12 14],[34.52272727 27.47727273] ; [14.47727273 11.52272727],0
v2,1,0.261839,1.259005,[31 32] ; [ 9 16],[28.63636364 34.36363636] ; [11.36363636 13.63636364],0
u3,1,0.277879,1.177434,[11 16] ; [5 3],[12.34285714 14.65714286] ; [3.65714286 4.34285714],0
a3,1,0.288405,1.127054,[36 27] ; [18  8],[38.2247191 24.7752809] ; [15.7752809 10.2247191],0
a6,1,0.300079,1.073842,[39 24] ; [13 13],[36.80898876 26.19101124] ; [15.19101124 10.80898876],0
s5,1,0.31049,1.028591,[16 42] ; [ 9 14],[17.90123457 40.09876543] ; [ 7.09876543 15.90123457],0
s8,1,0.322099,0.980405,[29 34] ; [ 9 17],[26.8988764 36.1011236] ; [11.1011236 14.8988764],0
u1,1,0.349546,0.875106,[ 2 61] ; [ 2 24],[ 2.83146067 60.16853933] ; [ 1.16853933 24.83146067],0
b3,1,0.355313,0.854391,[13 31] ; [6 8],[14.4137931 29.5862069] ; [4.5862069 9.4137931],0
b2,1,0.355313,0.854391,[13 31] ; [6 8],[14.4137931 29.5862069] ; [4.5862069 9.4137931],0
r2,1,0.37365,0.791488,[50 12] ; [23  3],[51.43181818 10.56818182] ; [21.56818182  4.43181818],0
p9,1,0.38948,0.740565,[51 12] ; [23  3],[52.38202247 10.61797753] ; [21.61797753  4.38202247],0
p10,1,0.4183,0.655087,[45 17] ; [21  5],[46.5 15.5] ; [19.5  6.5],0
n2,1,0.436661,0.605042,[12  5] ; [6 1],[12.75  4.25] ; [5.25 1.75],0
r3,1,0.496475,0.462463,[55  8] ; [24  2],[55.92134831  7.07865169] ; [23.07865169  2.92134831],0
a2,1,0.496475,0.462463,[ 8 55] ; [ 2 24],[ 7.07865169 55.92134831] ; [ 2.92134831 23.07865169],0
p5,1,0.52767,0.398877,[11 52] ; [ 3 22],[10.02272727 52.97727273] ; [ 3.97727273 21.02272727],0
r4,1,0.542221,0.37144,[43 20] ; [16 10],[41.76404494 21.23595506] ; [17.23595506  8.76404494],0
n4,1,0.57274,0.31812,[45 18] ; [17  9],[43.88764045 19.11235955] ; [18.11235955  7.88764045],0
n6,1,0.581163,0.304358,[53  9] ; [21  5],[52.13636364  9.86363636] ; [21.86363636  4.13636364],0
