Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,39.738057,[47 29] ; [ 30 121],[25.77973568 50.22026432] ; [51.22026432 99.77973568],1
s6,1,0.0,34.993847,[65 14] ; [65 91],[43.70212766 35.29787234] ; [86.29787234 69.70212766],1
s2,1,1e-06,24.742819,[52 28] ; [ 49 108],[34.092827 45.907173] ; [66.907173 90.092827],1
s3,1,4.1e-05,16.804183,[53 27] ; [59 96],[38.12765957 41.87234043] ; [73.87234043 81.12765957],1
p9,1,0.000867,11.092148,[67 11] ; [101  54],[56.24034335 21.75965665] ; [111.75965665  43.24034335],1
a8,1,0.000895,11.032853,[11 64] ; [  4 141],[ 5.11363636 69.88636364] ; [  9.88636364 135.11363636],1
p10,1,0.001084,10.678772,[62 15] ; [92 64],[50.89270386 26.10729614] ; [103.10729614  52.89270386],0
u1,1,0.001404,10.200187,[16 64] ; [ 10 148],[ 8.7394958 71.2605042] ; [ 17.2605042 140.7394958],0
d2,1,0.006161,7.502496,[41 39] ; [ 52 106],[31.2605042 48.7394958] ; [61.7394958 96.2605042],0
p3,1,0.010282,6.585348,[41 39] ; [ 53 103],[31.86440678 48.13559322] ; [62.13559322 93.86440678],0
p6,1,0.021036,5.323841,[28 50] ; [ 33 119],[20.68695652 57.31304348] ; [ 40.31304348 111.68695652],0
p1,1,0.02236,5.217587,[10 69] ; [  7 149],[ 5.71489362 73.28510638] ; [ 11.28510638 144.71489362],0
u2,1,0.022628,5.196803,[20  5] ; [35 30],[15.27777778  9.72222222] ; [39.72222222 25.27777778],0
r4,1,0.033276,4.53154,[74  6] ; [130  28],[68.57142857 11.42857143] ; [135.42857143  22.57142857],0
s5,1,0.033316,4.52949,[27 47] ; [ 35 117],[20.30088496 53.69911504] ; [ 41.69911504 110.30088496],0
p4,1,0.040408,4.200681,[43 37] ; [62 94],[35.59322034 44.40677966] ; [69.40677966 86.59322034],0
v1,1,0.042128,4.130064,[36 40] ; [ 52 103],[28.95238095 47.04761905] ; [59.04761905 95.95238095],0
u3,1,0.052877,3.747792,[21  5] ; [38 26],[17.04444444  8.95555556] ; [41.95555556 22.04444444],0
a2,1,0.060623,3.520247,[17 63] ; [ 19 139],[12.10084034 67.89915966] ; [ 23.89915966 134.10084034],0
a5,1,0.076868,3.129908,[56 24] ; [92 66],[49.74789916 30.25210084] ; [98.25210084 59.74789916],0
d1,1,0.082599,3.012999,[48 32] ; [76 82],[41.68067227 38.31932773] ; [82.31932773 75.68067227],0
n4,1,0.089128,2.890045,[38 42] ; [ 57 101],[31.93277311 48.06722689] ; [63.06722689 94.93277311],0
a4,1,0.116432,2.464677,[33 47] ; [ 49 109],[27.56302521 52.43697479] ; [ 54.43697479 103.56302521],0
v3,1,0.143507,2.139946,[26 49] ; [ 38 112],[21.33333333 53.66666667] ; [ 42.66666667 107.33333333],0
v2,1,0.144231,2.132225,[43 32] ; [71 80],[37.83185841 37.16814159] ; [76.16814159 74.83185841],0
p7,1,0.145707,2.116632,[47 30] ; [80 77],[41.79059829 35.20940171] ; [85.20940171 71.79059829],0
s4,1,0.147542,2.097484,[20 60] ; [ 27 131],[15.79831933 64.20168067] ; [ 31.20168067 126.79831933],0
