Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.00369,8.430193,[36 34] ; [24  5],[42.42424242 27.57575758] ; [17.57575758 11.42424242],0
a4,1,0.021666,5.27243,[19 50] ; [15 14],[23.93877551 45.06122449] ; [10.06122449 18.93877551],0
d4,1,0.046826,3.951613,[40 30] ; [22  6],[44.28571429 25.71428571] ; [17.71428571 10.28571429],0
s5,1,0.05431,3.703153,[ 5 64] ; [ 6 23],[ 7.74489796 61.25510204] ; [ 3.25510204 25.74489796],0
s4,1,0.088785,2.896259,[11 59] ; [ 1 28],[ 8.48484848 61.51515152] ; [ 3.51515152 25.48484848],0
d5,1,0.121716,2.395095,[39 31] ; [21  8],[42.42424242 27.57575758] ; [17.57575758 11.42424242],0
s8,1,0.129141,2.302803,[ 5 65] ; [ 5 24],[ 7.07070707 62.92929293] ; [ 2.92929293 26.07070707],0
d3,1,0.133028,2.256805,[29 40] ; [17 12],[32.3877551 36.6122449] ; [13.6122449 15.3877551],0
a5,1,0.138543,2.194064,[32 38] ; [18 11],[35.35353535 34.64646465] ; [14.64646465 14.35353535],0
p10,1,0.145393,2.119935,[28 38] ; [17 12],[31.26315789 34.73684211] ; [13.73684211 15.26315789],0
d1,1,0.157371,1.999309,[21 49] ; [13 16],[24.04040404 45.95959596] ; [ 9.95959596 19.04040404],0
r3,1,0.179175,1.80445,[35 34] ; [10 18],[32.01030928 36.98969072] ; [12.98969072 15.01030928],0
n5,1,0.210799,1.565928,[45 24] ; [15 14],[42.24489796 26.75510204] ; [17.75510204 11.24489796],0
s6,1,0.236742,1.39989,[14 56] ; [ 9 20],[16.26262626 53.73737374] ; [ 6.73737374 22.26262626],0
v2,1,0.275717,1.188083,[19 49] ; [11 17],[21.25 46.75] ; [ 8.75 19.25],0
a3,1,0.276553,1.183952,[36 33] ; [18 10],[38.41237113 30.58762887] ; [15.58762887 12.41237113],0
p5,1,0.278886,1.172512,[ 5 64] ; [ 4 24],[ 6.40206186 62.59793814] ; [ 2.59793814 25.40206186],0
n1,1,0.279016,1.171875,[11 21] ; [9 9],[12.8 19.2] ; [ 7.2 10.8],0
d2,1,0.302183,1.064536,[30 39] ; [ 9 19],[27.74226804 41.25773196] ; [11.25773196 16.74226804],0
p9,1,0.312588,1.019709,[37 29] ; [13 16],[34.73684211 31.26315789] ; [15.26315789 13.73684211],0
a2,1,0.315041,1.009423,[ 7 63] ; [ 5 24],[ 8.48484848 61.51515152] ; [ 3.51515152 25.48484848],0
b3,1,0.316857,1.001876,[17 24] ; [ 5 13],[15.28813559 25.71186441] ; [ 6.71186441 11.28813559],0
b2,1,0.316857,1.001876,[17 24] ; [ 5 13],[15.28813559 25.71186441] ; [ 6.71186441 11.28813559],0
