Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,106.415261,[260  51] ; [118 158],[200.26916525 110.73083475] ; [177.73083475  98.26916525],1
p8,1,0.0,35.287285,[201 107] ; [110 161],[165.43696028 142.56303972] ; [145.56303972 125.43696028],1
p6,1,0.0,30.277397,[155 151] ; [ 77 196],[122.61139896 183.38860104] ; [109.38860104 163.61139896],1
p7,1,0.0,28.9472,[233  73] ; [144 119],[202.74516696 103.25483304] ; [174.25483304  88.74516696],1
p5,1,0.0,25.681722,[ 62 247] ; [ 16 260],[ 41.2 267.8] ; [ 36.8 239.2],1
d2,1,0.000295,13.103592,[175 136] ; [114 162],[153.11584327 157.88415673] ; [135.88415673 140.11584327],1
d1,1,0.001341,10.285666,[208 103] ; [150 128],[189.02886248 121.97113752] ; [168.97113752 109.02886248],0
s7,1,0.001709,9.838753,[197  96] ; [149 125],[178.79717813 114.20282187] ; [167.20282187 106.79717813],0
u1,1,0.002022,9.529254,[ 79 232] ; [ 42 236],[ 63.88964346 247.11035654] ; [ 57.11035654 220.88964346],0
p2,1,0.002261,9.324485,[274  35] ; [221  57],[260.57069847  48.42930153] ; [234.42930153  43.57069847],0
s8,1,0.002362,9.244519,[192 118] ; [137 140],[173.74787053 136.25212947] ; [155.25212947 121.74787053],0
a3,1,0.004023,8.273472,[239  71] ; [184  93],[223.39011925  86.60988075] ; [199.60988075  77.39011925],0
p9,1,0.006301,7.46205,[282  27] ; [228  44],[271.23924269  37.76075731] ; [238.76075731  33.23924269],0
p12,1,0.006543,7.394412,[ 41 268] ; [ 18 259],[ 31.1109215 277.8890785] ; [ 27.8890785 249.1109215],0
p1,1,0.007242,7.211841,[ 36 272] ; [ 15 262],[ 26.85128205 281.14871795] ; [ 24.14871795 252.85128205],0
p10,1,0.007734,7.093997,[270  37] ; [218  55],[258.30344828  48.69655172] ; [229.69655172  43.30344828],0
a4,1,0.011071,6.453917,[156 154] ; [110 166],[140.71672355 169.28327645] ; [125.28327645 150.71672355],0
v3,1,0.01172,6.35272,[136 163] ; [ 94 174],[121.28747795 177.71252205] ; [108.71252205 159.28747795],0
d5,1,0.012728,6.206562,[269  41] ; [219  58],[257.71720613  52.28279387] ; [230.28279387  46.71720613],0
s5,1,0.015001,5.916322,[145 154] ; [104 167],[130.61578947 168.38421053] ; [118.38421053 152.61578947],0
n4,1,0.015368,5.873741,[255  55] ; [205  72],[242.93015332  67.06984668] ; [217.06984668  59.93015332],0
v1,1,0.016174,5.783905,[186 114] ; [141 130],[171.80385289 128.19614711] ; [155.19614711 115.80385289],0
p11,1,0.026467,4.925231,[255  56] ; [207  71],[243.94227504  67.05772496] ; [218.05772496  59.94227504],0
v2,1,0.028834,4.777478,[182 117] ; [136 127],[169.18505338 129.81494662] ; [148.81494662 114.18505338],0
b1,1,0.030503,4.680718,[131 180] ; [ 93 185],[118.27504244 192.72495756] ; [105.72495756 172.27504244],0
n6,1,0.036752,4.361888,[275  34] ; [230  47],[266.2883959  42.7116041] ; [238.7116041  38.2883959],0
a2,1,0.06612,3.376806,[ 90 221] ; [ 62 216],[ 80.25806452 230.74193548] ; [ 71.74193548 206.25806452],0
b2,1,0.071754,3.24243,[ 81 117] ; [ 50 108],[ 72.85955056 125.14044944] ; [58.14044944 99.85955056],0
b3,1,0.071754,3.24243,[ 81 117] ; [ 50 108],[ 72.85955056 125.14044944] ; [58.14044944 99.85955056],0
a5,1,0.081787,3.029031,[242  69] ; [199  79],[232.85398981  78.14601019] ; [208.14601019  69.85398981],0
b5,1,0.083238,3.000522,[182 129] ; [182  96],[192.19694397 118.80305603] ; [171.80305603 106.19694397],0
r4,1,0.084403,2.978012,[297  14] ; [256  22],[291.99151104  19.00848896] ; [261.00848896  16.99151104],0
d4,1,0.084899,2.968523,[268  42] ; [225  52],[260.35775128  49.64224872] ; [232.64224872  44.35775128],0
n5,1,0.097293,2.749372,[248  60] ; [208  70],[239.67235495  68.32764505] ; [216.32764505  61.67235495],0
r3,1,0.104488,2.635674,[303   7] ; [264  13],[299.43781942  10.56218058] ; [267.56218058   9.43781942],0
r2,1,0.120742,2.407671,[299   8] ; [263  14],[295.43493151  11.56506849] ; [266.56506849  10.43493151],0
a8,1,0.14727,2.100307,[ 35 253] ; [ 41 207],[ 40.8358209 247.1641791] ; [ 35.1641791 212.8358209],0
a1,1,0.152019,2.051874,[ 22 289] ; [ 12 266],[ 17.9524618 293.0475382] ; [ 16.0475382 261.9524618],0
u3,1,0.159473,1.979219,[50 21] ; [55 37],[45.73619632 25.26380368] ; [59.26380368 32.73619632],0
n2,1,0.232379,1.426243,[39 14] ; [69 15],[41.7810219 11.2189781] ; [66.2189781 17.7810219],0
a7,1,0.422065,0.644559,[224  86] ; [209  69],[228.28231293  81.71768707] ; [204.71768707  73.28231293],0
s2,1,0.422296,0.643917,[209 100] ; [178  98],[204.41538462 104.58461538] ; [182.58461538  93.41538462],0
u4,1,0.473214,0.514462,[ 11 300] ; [  7 271],[  9.50424448 301.49575552] ; [  8.49575552 269.50424448],0
n1,1,0.524308,0.405411,[24 29] ; [33 50],[22.21323529 30.78676471] ; [34.78676471 48.21323529],0
n3,1,0.539951,0.375631,[39 14] ; [57 26],[37.41176471 15.58823529] ; [58.58823529 24.41176471],0
a6,1,0.622325,0.242613,[209 101] ; [192  85],[211.77172061  98.22827939] ; [189.22827939  87.77172061],0
d3,1,0.641925,0.216233,[218  93] ; [199  78],[220.55612245  90.44387755] ; [196.44387755  80.55612245],0
s3,1,0.670172,0.181401,[219  89] ; [189  83],[216.66206897  91.33793103] ; [191.33793103  80.66206897],0
r1,1,0.710227,0.13805,[259  50] ; [229  48],[257.32423208  51.67576792] ; [230.67576792  46.32423208],0
u2,1,0.731677,0.117577,[44 26] ; [56 37],[42.94478528 27.05521472] ; [57.05521472 35.94478528],0
