Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000361,12.723359,[26  8] ; [18 31],[18.02409639 15.97590361] ; [25.97590361 23.02409639],1
s3,1,0.001232,10.441412,[27  7] ; [22 28],[19.83333333 14.16666667] ; [29.16666667 20.83333333],0
s5,1,0.015756,5.829925,[17 14] ; [13 34],[11.92307692 19.07692308] ; [18.07692308 28.92307692],0
p3,1,0.020226,5.392267,[20 14] ; [17 34],[14.8 19.2] ; [22.2 28.8],0
a3,1,0.024491,5.059524,[25  9] ; [25 26],[20. 14.] ; [30. 21.],0
p8,1,0.029683,4.727561,[18 14] ; [16 34],[13.26829268 18.73170732] ; [20.73170732 29.26829268],0
p7,1,0.035285,4.431354,[22 10] ; [23 28],[17.34939759 14.65060241] ; [27.65060241 23.34939759],0
p6,1,0.06733,3.346941,[14 19] ; [12 39],[10.21428571 22.78571429] ; [15.78571429 35.21428571],0
v4,1,0.075079,3.168342,[27  6] ; [48  3],[29.46428571  3.53571429] ; [45.53571429  5.46428571],0
b1,1,0.083668,2.992177,[14 20] ; [12 39],[10.4 23.6] ; [15.6 35.4],0
a2,1,0.084171,2.982456,[ 6 28] ; [ 3 48],[ 3.6 30.4] ; [ 5.4 45.6],0
p4,1,0.11069,2.544346,[20 14] ; [21 30],[16.4 17.6] ; [24.6 26.4],0
p2,1,0.117381,2.451923,[29  5] ; [36 15],[26.  8.] ; [39. 12.],0
d5,1,0.129412,2.29954,[27  7] ; [32 18],[23.88095238 10.11904762] ; [35.11904762 14.88095238],0
n2,1,0.147202,2.10101,[10  1] ; [10  5],[8.46153846 2.53846154] ; [11.53846154  3.46153846],0
u1,1,0.166653,1.912799,[ 4 30] ; [ 2 49],[ 2.4 31.6] ; [ 3.6 47.4],0
d4,1,0.237825,1.393443,[22 12] ; [39 12],[24.4  9.6] ; [36.6 14.4],0
n6,1,0.241039,1.374506,[25  9] ; [42  8],[27.11904762  6.88095238] ; [39.88095238 10.11904762],0
b4,1,0.278076,1.176471,[18 16] ; [33 18],[20.4 13.6] ; [30.6 20.4],0
s6,1,0.318286,0.995977,[26  7] ; [33 15],[24.03703704  8.96296296] ; [34.96296296 13.03703704],0
p1,1,0.337105,0.921409,[ 2 32] ; [ 1 50],[ 1.2 32.8] ; [ 1.8 49.2],0
u2,1,0.371776,0.797721,[5 4] ; [10 16],[3.85714286 5.14285714] ; [11.14285714 14.85714286],0
u3,1,0.386997,0.748355,[6 3] ; [13 13],[4.88571429 4.11428571] ; [14.11428571 11.88571429],0
n4,1,0.421505,0.646115,[21 13] ; [27 24],[19.2 14.8] ; [28.8 22.2],0
a7,1,0.431923,0.617647,[21 13] ; [35 15],[22.66666667 11.33333333] ; [33.33333333 16.66666667],0
b2,1,0.43437,0.611111,[ 5 17] ; [ 3 19],[ 4. 18.] ; [ 4. 18.],0
b3,1,0.43437,0.611111,[ 5 17] ; [ 3 19],[ 4. 18.] ; [ 4. 18.],0
d2,1,0.442014,0.591047,[12 22] ; [14 37],[10.4 23.6] ; [15.6 35.4],0
r4,1,0.456866,0.553562,[25  9] ; [41 10],[26.4  7.6] ; [39.6 11.4],0
n3,1,0.500352,0.454189,[8 3] ; [9 6],[7.19230769 3.80769231] ; [9.80769231 5.19230769],0
v1,1,0.503466,0.447623,[14 20] ; [17 33],[12.54761905 21.45238095] ; [18.45238095 31.54761905],0
a4,1,0.513247,0.427443,[13 21] ; [16 35],[11.6 22.4] ; [17.4 33.6],0
v2,1,0.603489,0.269765,[14 20] ; [23 26],[15.15662651 18.84337349] ; [21.84337349 27.15662651],0
p9,1,0.70778,0.140505,[25  7] ; [38 13],[24.28915663  7.71084337] ; [38.71084337 12.28915663],0
d1,1,0.714679,0.133648,[12 22] ; [20 31],[12.8 21.2] ; [19.2 31.8],0
a5,1,0.714679,0.133648,[22 12] ; [31 20],[21.2 12.8] ; [31.8 19.2],0
v3,1,0.716889,0.131494,[ 8 25] ; [10 38],[ 7.33333333 25.66666667] ; [10.66666667 37.33333333],0
d3,1,0.725238,0.123529,[25  9] ; [35 15],[24.28571429  9.71428571] ; [35.71428571 14.28571429],0
n1,1,0.740797,0.109428,[3 8] ; [ 5 10],[3.38461538 7.61538462] ; [ 4.61538462 10.38461538],0
a1,1,0.770185,0.085341,[ 1 33] ; [ 1 50],[ 0.8 33.2] ; [ 1.2 49.8],0
n5,1,0.782564,0.076165,[21 13] ; [33 18],[21.6 12.4] ; [32.4 18.6],0
b5,1,0.786266,0.073529,[21 13] ; [30 21],[20.4 13.6] ; [30.6 20.4],0
a8,1,0.796383,0.06658,[ 1 31] ; [ 2 45],[ 1.21518987 30.78481013] ; [ 1.78481013 45.21518987],0
p12,1,0.81035,0.057588,[ 1 33] ; [ 2 49],[ 1.2 32.8] ; [ 1.8 49.2],0
r3,1,0.831433,0.045311,[29  4] ; [44  7],[28.67857143  4.32142857] ; [44.32142857  6.67857143],0
p10,1,0.855996,0.032932,[24  9] ; [38 13],[24.35714286  8.64285714] ; [37.64285714 13.35714286],0
a6,1,0.856544,0.03268,[20 14] ; [31 20],[20.4 13.6] ; [30.6 20.4],0
p11,1,0.924939,0.008876,[23 11] ; [34 17],[22.8 11.2] ; [34.2 16.8],0
r1,1,0.924939,0.008876,[23 11] ; [34 17],[22.8 11.2] ; [34.2 16.8],0
r2,1,0.973925,0.001068,[30  4] ; [44  6],[29.95238095  4.04761905] ; [44.04761905  5.95238095],0
