Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,30.383768,[14 75] ; [19  8],[25.31896552 63.68103448] ; [ 7.68103448 19.31896552],1
d4,1,0.101956,2.674684,[62 32] ; [23  5],[65.49180328 28.50819672] ; [19.50819672  8.49180328],0
v2,1,0.121539,2.39737,[31 57] ; [14 13],[34.43478261 53.56521739] ; [10.56521739 16.43478261],0
b1,1,0.137954,2.200639,[43 53] ; [17 11],[46.4516129 49.5483871] ; [13.5483871 14.4516129],0
n2,1,0.140744,2.169806,[26 17] ; [10  2],[28.14545455 14.85454545] ; [7.85454545 4.14545455],0
p5,1,0.176224,1.829184,[ 2 92] ; [ 2 25],[ 3.10743802 90.89256198] ; [ 0.89256198 26.10743802],0
p4,1,0.184965,1.757276,[25 70] ; [11 17],[27.80487805 67.19512195] ; [ 8.19512195 19.80487805],0
r2,1,0.273273,1.200246,[75 20] ; [23  3],[76.94214876 18.05785124] ; [21.05785124  4.94214876],0
a5,1,0.317861,0.997728,[48 48] ; [17 11],[50.32258065 45.67741935] ; [14.67741935 13.32258065],0
a1,1,0.321023,0.984774,[ 9 87] ; [ 1 27],[ 7.74193548 88.25806452] ; [ 2.25806452 25.74193548],0
d2,1,0.373497,0.791997,[32 63] ; [12 16],[33.98373984 61.01626016] ; [10.01626016 17.98373984],0
a8,1,0.380402,0.769402,[ 9 83] ; [ 4 21],[10.22222222 81.77777778] ; [ 2.77777778 22.22222222],0
v3,1,0.44952,0.571861,[19 72] ; [ 7 18],[20.39655172 70.60344828] ; [ 5.60344828 19.39655172],0
n1,1,0.456349,0.554835,[16 27] ; [5 5],[17.03773585 25.96226415] ; [3.96226415 6.03773585],0
b5,1,0.508118,0.43794,[55 41] ; [18 10],[56.51612903 39.48387097] ; [16.48387097 11.51612903],0
a6,1,0.513123,0.427693,[58 37] ; [19  9],[59.47154472 35.52845528] ; [17.52845528 10.47154472],0
a7,1,0.53741,0.380362,[59 37] ; [19  9],[60.38709677 35.61290323] ; [17.61290323 10.38709677],0
a2,1,0.600462,0.2743,[14 82] ; [ 3 25],[13.16129032 82.83870968] ; [ 3.83870968 24.16129032],0
b2,1,0.603269,0.270093,[14 35] ; [ 4 14],[13.1641791 35.8358209] ; [ 4.8358209 13.1641791],0
b3,1,0.603269,0.270093,[14 35] ; [ 4 14],[13.1641791 35.8358209] ; [ 4.8358209 13.1641791],0
p12,1,0.642504,0.215482,[ 2 92] ; [ 1 26],[ 2.33057851 91.66942149] ; [ 0.66942149 26.33057851],0
r1,1,0.674532,0.176346,[61 35] ; [19  9],[61.93548387 34.06451613] ; [18.06451613  9.93548387],0
a4,1,0.748772,0.102566,[34 62] ; [ 9 19],[33.29032258 62.70967742] ; [ 9.70967742 18.29032258],0
n3,1,0.74943,0.102011,[26 15] ; [7 5],[25.52830189 15.47169811] ; [7.47169811 4.52830189],0
u1,1,0.865629,0.028633,[ 6 90] ; [ 2 26],[ 6.19354839 89.80645161] ; [ 1.80645161 26.19354839],0
n4,1,0.922718,0.009411,[47 49] ; [14 14],[47.22580645 48.77419355] ; [13.77419355 14.22580645],0
a3,1,0.945905,0.004604,[57 38] ; [17 11],[57.15447154 37.84552846] ; [16.84552846 11.15447154],0
n5,1,0.960957,0.002396,[47 48] ; [14 14],[47.11382114 47.88617886] ; [13.88617886 14.11382114],0
s1,1,0.966448,0.001769,[ 7 87] ; [ 2 24],[ 7.05 86.95] ; [ 1.95 24.05],0
b4,1,0.988826,0.000196,[55 41] ; [16 12],[54.96774194 41.03225806] ; [16.03225806 11.96774194],0
