Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,32.712223,[ 4 77] ; [15 14],[13.99090909 67.00909091] ; [ 5.00909091 23.99090909],1
s3,1,0.001319,10.315632,[18 61] ; [16 13],[24.87037037 54.12962963] ; [ 9.12962963 19.87037037],0
p11,1,0.004905,7.914006,[34 47] ; [21  8],[40.5 40.5] ; [14.5 14.5],0
s2,1,0.005255,7.789592,[15 66] ; [13 16],[20.61818182 60.38181818] ; [ 7.38181818 21.61818182],0
p10,1,0.021163,5.313296,[37 41] ; [21  8],[42.28037383 35.71962617] ; [15.71962617 13.28037383],0
a5,1,0.023411,5.137749,[36 45] ; [20  9],[41.23636364 39.76363636] ; [14.76363636 14.23636364],0
n5,1,0.023955,5.09792,[47 32] ; [24  5],[51.93518519 27.06481481] ; [19.06481481  9.93518519],0
p9,1,0.025226,5.008279,[40 39] ; [21  7],[45.03738318 33.96261682] ; [15.96261682 12.03738318],0
d4,1,0.031377,4.632208,[46 35] ; [23  6],[50.80909091 30.19090909] ; [18.19090909 10.80909091],0
n6,1,0.033359,4.527268,[41 38] ; [21  7],[45.77570093 33.22429907] ; [16.22429907 11.77570093],0
u3,1,0.036714,4.363636,[10 30] ; [5 3],[12.5 27.5] ; [2.5 5.5],0
a3,1,0.037252,4.338845,[40 40] ; [21  8],[44.7706422 35.2293578] ; [16.2293578 12.7706422],0
n2,1,0.044557,4.035326,[20 20] ; [12  3],[23.27272727 16.72727273] ; [8.72727273 6.27272727],0
p4,1,0.04595,3.983413,[22 57] ; [14 15],[26.33333333 52.66666667] ; [ 9.66666667 19.33333333],0
p6,1,0.046761,3.953984,[ 9 68] ; [ 8 21],[12.3490566 64.6509434] ; [ 4.6509434 24.3490566],0
p2,1,0.047251,3.936445,[37 41] ; [20  9],[41.55140187 36.44859813] ; [15.44859813 13.55140187],0
n4,1,0.04892,3.878081,[44 36] ; [22  7],[48.44036697 31.55963303] ; [17.55963303 11.44036697],0
p5,1,0.061494,3.496634,[ 3 76] ; [ 4 25],[ 5.12037037 73.87962963] ; [ 1.87962963 27.12037037],0
s6,1,0.079632,3.072391,[22 59] ; [13 16],[25.77272727 55.22727273] ; [ 9.22727273 19.77272727],0
n1,1,0.109137,2.566667,[12 28] ; [8 7],[14.54545455 25.45454545] ; [5.45454545 9.54545455],0
s4,1,0.131672,2.272675,[10 71] ; [ 7 22],[12.51818182 68.48181818] ; [ 4.48181818 24.51818182],0
d1,1,0.137151,2.20964,[24 57] ; [13 16],[27.24545455 53.75454545] ; [ 9.75454545 19.24545455],0
r1,1,0.157296,2.000035,[17 63] ; [10 19],[19.81651376 60.18348624] ; [ 7.18348624 21.81651376],0
p8,1,0.179643,1.800576,[22 57] ; [12 17],[24.87037037 54.12962963] ; [ 9.12962963 19.87037037],0
v4,1,0.193188,1.693135,[46 34] ; [20  8],[48.88888889 31.11111111] ; [17.11111111 10.88888889],0
a2,1,0.202421,1.624819,[ 7 74] ; [ 5 24],[ 8.83636364 72.16363636] ; [ 3.16363636 25.83636364],0
v3,1,0.225943,1.46622,[16 64] ; [ 9 20],[18.34862385 61.65137615] ; [ 6.65137615 22.34862385],0
p3,1,0.25293,1.307047,[16 62] ; [ 9 20],[18.22429907 59.77570093] ; [ 6.77570093 22.22429907],0
r3,1,0.290815,1.115843,[40 39] ; [18 11],[42.42592593 36.57407407] ; [15.57407407 13.42592593],0
d5,1,0.295606,1.093913,[44 37] ; [19 10],[46.39090909 34.60909091] ; [16.60909091 12.39090909],0
a1,1,0.338695,0.915364,[11 70] ; [ 2 27],[ 9.57272727 71.42727273] ; [ 3.42727273 25.57272727],0
a7,1,0.362235,0.830129,[41 39] ; [12 17],[38.89908257 41.10091743] ; [14.10091743 14.89908257],0
b4,1,0.379955,0.770848,[44 37] ; [13 16],[41.97272727 39.02727273] ; [15.02727273 13.97272727],0
u1,1,0.457847,0.551152,[ 5 76] ; [ 3 26],[ 5.89090909 75.10909091] ; [ 2.10909091 26.89090909],0
d2,1,0.462779,0.539166,[27 53] ; [12 17],[28.62385321 51.37614679] ; [10.37614679 18.62385321],0
n3,1,0.472386,0.516389,[23 17] ; [7 8],[21.81818182 18.18181818] ; [8.18181818 6.81818182],0
v1,1,0.472494,0.516137,[25 56] ; [10 16],[26.4953271 54.5046729] ; [ 8.5046729 17.4953271],0
a4,1,0.479319,0.500412,[22 58] ; [10 19],[23.48623853 56.51376147] ; [ 8.51376147 20.48623853],0
a6,1,0.499936,0.455072,[36 45] ; [15 14],[37.55454545 43.44545455] ; [13.44545455 15.55454545],0
d3,1,0.534126,0.386536,[36 44] ; [15 14],[37.43119266 42.56880734] ; [13.56880734 15.43119266],0
a8,1,0.536616,0.381847,[ 5 71] ; [ 1 28],[ 4.34285714 71.65714286] ; [ 1.65714286 27.34285714],0
b2,1,0.536835,0.381437,[16 26] ; [ 7 16],[14.86153846 27.13846154] ; [ 8.13846154 14.86153846],0
b3,1,0.536835,0.381437,[16 26] ; [ 7 16],[14.86153846 27.13846154] ; [ 8.13846154 14.86153846],0
