Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.004135,8.223776,[2 9] ; [10  3],[5.5 5.5] ; [6.5 6.5],0
r1,1,0.011864,6.331081,[5 6] ; [12  1],[7.79166667 3.20833333] ; [9.20833333 3.79166667],0
s6,1,0.033277,4.531469,[6 5] ; [12  1],[8.25 2.75] ; [9.75 3.25],0
b2,1,0.039962,4.219481,[1 7] ; [6 4],[3.11111111 4.88888889] ; [3.88888889 6.11111111],0
b3,1,0.039962,4.219481,[1 7] ; [6 4],[3.11111111 4.88888889] ; [3.88888889 6.11111111],0
v3,1,0.040524,4.195804,[3 8] ; [9 4],[5.5 5.5] ; [6.5 6.5],0
a3,1,0.044625,4.032767,[4 7] ; [10  3],[6.41666667 4.58333333] ; [7.58333333 5.41666667],0
a5,1,0.106343,2.607745,[6 5] ; [11  2],[7.79166667 3.20833333] ; [9.20833333 3.79166667],0
p8,1,0.11259,2.517483,[5 6] ; [10  3],[6.875 4.125] ; [8.125 4.875],0
d5,1,0.11259,2.517483,[5 6] ; [10  3],[6.875 4.125] ; [8.125 4.875],0
s3,1,0.146145,2.112029,[4 7] ; [8 4],[5.73913043 5.26086957] ; [6.26086957 5.73913043],0
s7,1,0.160958,1.965207,[4 6] ; [9 4],[5.65217391 4.34782609] ; [7.34782609 5.65217391],0
b5,1,0.188274,1.731069,[8 3] ; [6 7],[6.41666667 4.58333333] ; [7.58333333 5.41666667],0
n4,1,0.199674,1.644755,[8 3] ; [12  1],[9.16666667 1.83333333] ; [10.83333333  2.16666667],0
r3,1,0.199674,1.644755,[8 3] ; [12  1],[9.16666667 1.83333333] ; [10.83333333  2.16666667],0
d1,1,0.219064,1.51049,[4 7] ; [8 5],[5.5 5.5] ; [6.5 6.5],0
a7,1,0.246566,1.342657,[6 5] ; [10  3],[7.33333333 3.66666667] ; [8.66666667 4.33333333],0
b4,1,0.3411,0.906294,[8 3] ; [7 6],[6.875 4.125] ; [8.125 4.875],0
n5,1,0.359637,0.839161,[10  1] ; [10  3],[9.16666667 1.83333333] ; [10.83333333  2.16666667],0
p1,1,0.359637,0.839161,[ 1 10] ; [ 3 10],[1.83333333 9.16666667] ; [ 2.16666667 10.83333333],0
p2,1,0.381905,0.76456,[6 4] ; [10  3],[6.95652174 3.04347826] ; [9.04347826 3.95652174],0
p7,1,0.428539,0.626781,[5 5] ; [8 4],[5.90909091 4.09090909] ; [7.09090909 4.90909091],0
p6,1,0.431333,0.619231,[3 7] ; [6 7],[3.91304348 6.08695652] ; [5.08695652 7.91304348],0
v4,1,0.438807,0.599401,[9 2] ; [12  1],[9.625 1.375] ; [11.375  1.625],0
r2,1,0.438807,0.599401,[9 2] ; [12  1],[9.625 1.375] ; [11.375  1.625],0
a2,1,0.438807,0.599401,[2 9] ; [ 1 12],[1.375 9.625] ; [ 1.625 11.375],0
d3,1,0.459033,0.548252,[6 5] ; [9 4],[6.875 4.125] ; [8.125 4.875],0
d4,1,0.474895,0.510563,[8 3] ; [11  2],[8.70833333 2.29166667] ; [10.29166667  2.70833333],0
u2,1,0.490153,0.47619,[3 4] ; [2 1],[3.5 3.5] ; [1.5 1.5],0
s8,1,0.682046,0.167832,[5 6] ; [7 6],[5.5 5.5] ; [6.5 6.5],0
b1,1,0.682046,0.167832,[6 5] ; [6 7],[5.5 5.5] ; [6.5 6.5],0
v1,1,0.707787,0.140498,[7 3] ; [10  3],[7.39130435 2.60869565] ; [9.60869565 3.39130435],0
v2,1,0.729165,0.11988,[5 6] ; [5 8],[4.58333333 6.41666667] ; [5.41666667 7.58333333],0
u3,1,0.77816,0.079365,[3 4] ; [1 2],[2.8 4.2] ; [1.2 1.8],0
n2,1,0.80915,0.058333,[3 1] ; [2 1],[2.85714286 1.14285714] ; [2.14285714 0.85714286],0
p11,1,0.813025,0.055944,[8 3] ; [10  3],[8.25 2.75] ; [9.75 3.25],0
p4,1,0.854757,0.033508,[6 5] ; [7 5],[6.2173913 4.7826087] ; [6.7826087 5.2173913],0
s1,1,0.901694,0.015257,[ 1 10] ; [ 1 12],[ 0.91666667 10.08333333] ; [ 1.08333333 11.91666667],0
a4,1,0.915759,0.011189,[4 7] ; [5 8],[4.125 6.875] ; [4.875 8.125],0
d2,1,0.972671,0.001174,[5 6] ; [6 7],[5.04166667 5.95833333] ; [5.95833333 7.04166667],0
a6,1,0.972671,0.001174,[5 6] ; [6 7],[5.04166667 5.95833333] ; [5.95833333 7.04166667],0
