Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,6.9e-05,15.851017,[ 6 39] ; [47 51],[16.67832168 28.32167832] ; [36.32167832 61.67832168],1
p9,1,0.000327,12.906638,[28 15] ; [90 10],[35.48251748  7.51748252] ; [82.51748252 17.48251748],1
b1,1,0.0006,11.776014,[28 17] ; [33 70],[18.5472973 26.4527027] ; [42.4527027 60.5472973],1
p7,1,0.001611,9.946933,[14 29] ; [59 37],[22.58273381 20.41726619] ; [50.41726619 45.58273381],0
v4,1,0.005002,7.878657,[37  8] ; [97  4],[41.30136986  3.69863014] ; [92.69863014  8.30136986],0
p10,1,0.011693,6.356884,[30 15] ; [85 15],[35.68965517  9.31034483] ; [79.31034483 20.68965517],0
r3,1,0.016213,5.779599,[39  6] ; [98  3],[42.2260274  2.7739726] ; [94.7739726  6.2260274],0
p11,1,0.018825,5.51767,[27 18] ; [81 22],[32.83783784 12.16216216] ; [75.16216216 27.83783784],0
s2,1,0.020246,5.390561,[25 20] ; [77 26],[31.01351351 13.98648649] ; [70.98648649 32.01351351],0
s1,1,0.036735,4.362662,[ 6 39] ; [ 4 98],[ 3.06122449 41.93877551] ; [ 6.93877551 95.06122449],0
r4,1,0.048127,3.905562,[34 11] ; [91 12],[38.00675676  6.99324324] ; [86.99324324 16.00675676],0
d2,1,0.053658,3.723307,[26 18] ; [43 60],[20.65306122 23.34693878] ; [48.34693878 54.65306122],0
n1,1,0.058013,3.593298,[12  7] ; [ 9 17],[ 8.86666667 10.13333333] ; [12.13333333 13.86666667],0
a2,1,0.088624,2.899188,[14 31] ; [19 84],[10.03378378 34.96621622] ; [22.96621622 80.03378378],0
d1,1,0.093633,2.81077,[29 16] ; [51 52],[24.32432432 20.67567568] ; [55.67567568 47.32432432],0
a6,1,0.110316,2.549691,[32 12] ; [60 42],[27.7260274 16.2739726] ; [64.2739726 37.7260274],0
n6,1,0.178209,1.8125,[33 12] ; [83 17],[36.  9.] ; [80. 20.],0
b4,1,0.187514,1.737044,[28 17] ; [52 51],[24.32432432 20.67567568] ; [55.67567568 47.32432432],0
p1,1,0.196205,1.670399,[ 6 39] ; [ 7 96],[ 3.9527027 41.0472973] ; [ 9.0472973 93.9527027],0
a4,1,0.201585,1.630855,[23 22] ; [41 62],[19.45945946 25.54054054] ; [44.54054054 58.45945946],0
p12,1,0.226934,1.459977,[ 4 41] ; [ 4 97],[ 2.46575342 42.53424658] ; [ 5.53424658 95.46575342],0
v3,1,0.25227,1.310687,[21 21] ; [40 61],[17.91608392 24.08391608] ; [43.08391608 57.91608392],0
s3,1,0.294941,1.096929,[30 14] ; [78 24],[32.54794521 11.45205479] ; [75.45205479 26.54794521],0
p3,1,0.324759,0.969684,[10 35] ; [31 72],[12.46621622 32.53378378] ; [28.53378378 74.46621622],0
p5,1,0.326498,0.962738,[ 4 40] ; [ 5 98],[ 2.69387755 41.30612245] ; [ 6.30612245 96.69387755],0
d3,1,0.328426,0.955094,[29 15] ; [59 44],[26.34013605 17.65986395] ; [61.65986395 41.34013605],0
s8,1,0.348512,0.878866,[27 18] ; [70 33],[29.49324324 15.50675676] ; [67.50675676 35.49324324],0
v1,1,0.372292,0.795999,[20 24] ; [53 46],[22.46153846 21.53846154] ; [50.53846154 48.46153846],0
n3,1,0.402114,0.701994,[11  7] ; [19  7],[12.27272727  5.72727273] ; [17.72727273  8.27272727],0
r1,1,0.403758,0.697105,[34 11] ; [84 19],[35.87837838  9.12162162] ; [82.12162162 20.87837838],0
u1,1,0.403758,0.697105,[11 34] ; [19 84],[ 9.12162162 35.87837838] ; [20.87837838 82.12162162],0
a1,1,0.463112,0.538362,[ 3 42] ; [ 4 99],[ 2.12837838 42.87162162] ; [ 4.87162162 98.12837838],0
r2,1,0.468832,0.524728,[41  3] ; [96  4],[41.86111111  2.13888889] ; [95.13888889  4.86111111],0
s4,1,0.471344,0.518824,[ 9 36] ; [26 76],[10.71428571 34.28571429] ; [24.28571429 77.71428571],0
b3,1,0.555966,0.346737,[13 20] ; [31 37],[14.37623762 18.62376238] ; [29.62376238 38.37623762],0
b2,1,0.555966,0.346737,[13 20] ; [31 37],[14.37623762 18.62376238] ; [29.62376238 38.37623762],0
n5,1,0.574234,0.315649,[30 15] ; [72 29],[31.43835616 13.56164384] ; [70.56164384 30.43835616],0
p6,1,0.581453,0.303891,[10 35] ; [26 72],[11.32867133 33.67132867] ; [24.67132867 73.32867133],0
a8,1,0.607428,0.263938,[ 7 36] ; [18 72],[ 8.08270677 34.91729323] ; [16.91729323 73.08270677],0
d4,1,0.614907,0.253091,[37  7] ; [83 20],[35.91836735  8.08163265] ; [84.08163265 18.91836735],0
n2,1,0.623288,0.241274,[15  4] ; [22  4],[15.62222222  3.37777778] ; [21.37777778  4.62222222],0
a5,1,0.640057,0.218668,[34 11] ; [74 29],[32.83783784 12.16216216] ; [75.16216216 27.83783784],0
u3,1,0.681867,0.168032,[6 3] ; [17  6],[6.46875 2.53125] ; [16.53125  6.46875],0
s6,1,0.716996,0.131389,[35 10] ; [82 20],[35.81632653  9.18367347] ; [81.18367347 20.81632653],0
a7,1,0.763243,0.090736,[29 16] ; [69 34],[29.7972973 15.2027027] ; [68.2027027 34.7972973],0
s5,1,0.806033,0.060293,[16 27] ; [39 60],[16.65492958 26.34507042] ; [38.34507042 60.65492958],0
a3,1,0.829869,0.046169,[36  9] ; [80 22],[35.51020408  9.48979592] ; [80.48979592 21.51020408],0
n4,1,0.829869,0.046169,[36  9] ; [80 22],[35.51020408  9.48979592] ; [80.48979592 21.51020408],0
