Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,9.3e-05,15.273045,[55 14] ; [28 32],[44.39534884 24.60465116] ; [38.60465116 21.39534884],1
s3,1,0.421456,0.646252,[25 42] ; [18 41],[22.86507937 44.13492063] ; [20.13492063 38.86507937],0
v1,1,0.435924,0.606987,[22 46] ; [23 36],[24.09448819 43.90551181] ; [20.90551181 38.09448819],0
u3,1,0.448951,0.573299,[ 9 12] ; [13 11],[10.26666667 10.73333333] ; [11.73333333 12.26666667],0
d5,1,0.467354,0.528225,[49 20] ; [46 14],[50.81395349 18.18604651] ; [44.18604651 15.81395349],0
p3,1,0.489159,0.478375,[14 55] ; [15 44],[15.6328125 53.3671875] ; [13.3671875 45.6328125],0
p11,1,0.500298,0.454304,[27 42] ; [27 33],[28.88372093 40.11627907] ; [25.11627907 34.88372093],0
r2,1,0.522516,0.408925,[58 10] ; [47 11],[56.66666667 11.33333333] ; [48.33333333  9.66666667],0
p2,1,0.564909,0.331275,[31 38] ; [30 30],[32.62790698 36.37209302] ; [28.37209302 31.62790698],0
p9,1,0.58751,0.294249,[23 45] ; [17 41],[21.58730159 46.41269841] ; [18.41269841 39.58730159],0
b5,1,0.612613,0.256388,[41 28] ; [33 27],[39.58139535 29.41860465] ; [34.41860465 25.58139535],0
s1,1,0.650009,0.205889,[ 6 62] ; [ 4 56],[ 5.3125 62.6875] ; [ 4.6875 55.3125],0
s6,1,0.655375,0.199191,[31 37] ; [25 35],[29.75 38.25] ; [26.25 33.75],0
s4,1,0.659379,0.194278,[12 55] ; [ 9 51],[11.07874016 55.92125984] ; [ 9.92125984 50.07874016],0
v4,1,0.717956,0.13046,[51 18] ; [46 14],[51.88372093 17.11627907] ; [45.11627907 14.88372093],0
d1,1,0.786432,0.073412,[35 34] ; [29 31],[34.23255814 34.76744186] ; [29.76744186 30.23255814],0
n2,1,0.82105,0.051164,[20 15] ; [13 11],[19.57627119 15.42372881] ; [13.42372881 10.57627119],0
a8,1,0.844469,0.038487,[ 7 53] ; [ 6 51],[ 6.66666667 53.33333333] ; [ 6.33333333 50.66666667],0
b4,1,0.919745,0.010151,[42 27] ; [36 24],[41.72093023 27.27906977] ; [36.27906977 23.72093023],0
s5,1,0.92223,0.009531,[10 56] ; [ 9 48],[10.19512195 55.80487805] ; [ 8.80487805 48.19512195],0
p8,1,0.935374,0.006575,[10 59] ; [ 9 51],[10.1627907 58.8372093] ; [ 8.8372093 51.1627907],0
b1,1,0.954135,0.003308,[33 36] ; [29 31],[33.1627907 35.8372093] ; [28.8372093 31.1627907],0
s2,1,0.955017,0.003182,[19 47] ; [17 43],[18.85714286 47.14285714] ; [17.14285714 42.85714286],0
v3,1,0.976285,0.000884,[19 50] ; [15 39],[19.07317073 49.92682927] ; [14.92682927 39.07317073],0
