Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,9.3e-05,15.273045,[55 14] ; [28 32],[44.39534884 24.60465116] ; [38.60465116 21.39534884],1
r3,1,0.003147,8.720459,[45 23] ; [53  7],[52.0625 15.9375] ; [45.9375 14.0625],0
n1,1,0.005562,7.68694,[19 15] ; [ 5 20],[13.83050847 20.16949153] ; [10.16949153 14.83050847],0
n6,1,0.008588,6.906464,[49 20] ; [29 31],[41.72093023 27.27906977] ; [36.27906977 23.72093023],0
d4,1,0.008811,6.860771,[44 24] ; [51  9],[50.46875 17.53125] ; [44.53125 15.46875],0
d2,1,0.017057,5.690518,[41 26] ; [24 36],[34.29133858 32.70866142] ; [30.70866142 29.29133858],0
a1,1,0.02952,4.737031,[10 59] ; [ 2 58],[ 6.41860465 62.58139535] ; [ 5.58139535 54.41860465],0
v2,1,0.029757,4.72328,[20 48] ; [28 30],[25.9047619 42.0952381] ; [22.0952381 35.9047619],0
d3,1,0.067149,3.351369,[35 34] ; [40 20],[40.11627907 28.88372093] ; [34.88372093 25.11627907],0
p6,1,0.121861,2.393238,[12 55] ; [ 5 54],[ 9.03968254 57.96031746] ; [ 7.96031746 51.03968254],0
a2,1,0.122607,2.383696,[18 51] ; [ 9 51],[14.44186047 54.55813953] ; [12.55813953 47.44186047],0
r1,1,0.14549,2.118915,[41 28] ; [43 17],[44.93023256 24.06976744] ; [39.06976744 20.93023256],0
a3,1,0.166334,1.915674,[48 19] ; [36 24],[44.31496063 22.68503937] ; [39.68503937 20.31496063],0
a4,1,0.174271,1.845812,[36 31] ; [25 35],[32.18110236 34.81889764] ; [28.81889764 31.18110236],0
s8,1,0.180595,1.792717,[18 50] ; [10 50],[14.875 53.125] ; [13.125 46.875],0
p1,1,0.190257,1.715624,[ 8 61] ; [ 3 56],[ 5.9296875 63.0703125] ; [ 5.0703125 53.9296875],0
r4,1,0.224566,1.474951,[40 29] ; [41 19],[43.3255814 25.6744186] ; [37.6744186 22.3255814],0
a5,1,0.311233,1.025436,[44 25] ; [33 27],[41.18604651 27.81395349] ; [35.81395349 24.18604651],0
u1,1,0.319655,0.990359,[11 58] ; [ 6 54],[ 9.09302326 59.90697674] ; [ 7.90697674 52.09302326],0
u2,1,0.328755,0.953797,[ 7 14] ; [11 12],[ 8.59090909 12.40909091] ; [ 9.40909091 13.59090909],0
u4,1,0.380889,0.76783,[ 3 66] ; [ 1 59],[ 2.13953488 66.86046512] ; [ 1.86046512 58.13953488],0
a7,1,0.391707,0.733635,[38 30] ; [38 22],[40.375 27.625] ; [35.625 24.375],0
a6,1,0.399375,0.710207,[43 26] ; [33 27],[40.65116279 28.34883721] ; [35.34883721 24.65116279],0
b2,1,0.402944,0.699523,[21 30] ; [12 25],[19.125 31.875] ; [13.875 23.125],0
b3,1,0.402944,0.699523,[21 30] ; [12 25],[19.125 31.875] ; [13.875 23.125],0
n3,1,0.409269,0.680923,[17 16] ; [15  9],[18.52631579 14.47368421] ; [13.47368421 10.52631579],0
p4,1,0.410885,0.676239,[23 46] ; [16 44],[20.86046512 48.13953488] ; [18.13953488 41.86046512],0
s7,1,0.414179,0.666772,[22 44] ; [14 39],[19.96638655 46.03361345] ; [16.03361345 36.96638655],0
