Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.533313,[ 4 21] ; [70 22],[15.81196581  9.18803419] ; [58.18803419 33.81196581],1
r1,1,0.000394,12.558573,[ 9 16] ; [68 24],[16.45299145  8.54700855] ; [60.54700855 31.45299145],1
v4,1,0.000491,12.150673,[12 13] ; [74 16],[18.69565217  6.30434783] ; [67.30434783 22.69565217],1
r3,1,0.001119,10.618802,[12 13] ; [74 18],[18.37606838  6.62393162] ; [67.62393162 24.37606838],0
a6,1,0.00461,8.026491,[10 15] ; [65 27],[16.02564103  8.97435897] ; [58.97435897 33.02564103],0
b1,1,0.031756,4.611617,[18  7] ; [44 48],[13.24786325 11.75213675] ; [48.75213675 43.24786325],0
d1,1,0.03238,4.578261,[ 5 20] ; [40 52],[ 9.61538462 15.38461538] ; [35.38461538 56.61538462],0
d5,1,0.035286,4.431304,[13 12] ; [68 24],[17.30769231  7.69230769] ; [63.69230769 28.30769231],0
p3,1,0.039446,4.241535,[ 3 21] ; [31 60],[ 7.09565217 16.90434783] ; [26.90434783 64.09565217],0
u3,1,0.042548,4.113283,[ 3 10] ; [17 13],[6.04651163 6.95348837] ; [13.95348837 16.04651163],0
p2,1,0.069232,3.301134,[12 13] ; [61 29],[15.86956522  9.13043478] ; [57.13043478 32.86956522],0
d3,1,0.104861,2.630004,[10 15] ; [53 38],[13.57758621 11.42241379] ; [49.42241379 41.57758621],0
d2,1,0.112657,2.516547,[ 7 18] ; [42 50],[10.47008547 14.52991453] ; [38.52991453 53.47008547],0
a3,1,0.114388,2.49253,[12 12] ; [62 30],[15.31034483  8.68965517] ; [58.68965517 33.31034483],0
s4,1,0.132808,2.259369,[ 4 21] ; [ 6 86],[ 2.13675214 22.86324786] ; [ 7.86324786 84.13675214],0
s1,1,0.157292,2.000066,[ 3 22] ; [ 4 87],[ 1.50862069 23.49137931] ; [ 5.49137931 85.50862069],0
p9,1,0.198027,1.656863,[11 13] ; [55 36],[13.77391304 10.22608696] ; [52.22608696 38.77391304],0
p4,1,0.200702,1.637259,[ 6 19] ; [34 56],[ 8.69565217 16.30434783] ; [31.30434783 58.69565217],0
n2,1,0.226877,1.460337,[6 7] ; [21 11],[7.8 5.2] ; [19.2 12.8],0
p8,1,0.243842,1.358243,[ 6 18] ; [34 56],[ 8.42105263 15.57894737] ; [31.57894737 58.42105263],0
b5,1,0.247452,1.337631,[12 13] ; [56 36],[14.52991453 10.47008547] ; [53.47008547 38.52991453],0
n4,1,0.265423,1.240248,[11 14] ; [52 40],[13.46153846 11.53846154] ; [49.53846154 42.46153846],0
p10,1,0.275834,1.1875,[ 9 15] ; [45 45],[11.36842105 12.63157895] ; [42.63157895 47.36842105],0
p1,1,0.290768,1.116063,[ 1 24] ; [10 81],[ 2.37068966 22.62931034] ; [ 8.62931034 82.37068966],0
v3,1,0.306604,1.045249,[ 4 21] ; [22 63],[ 5.90909091 19.09090909] ; [20.09090909 64.90909091],0
p11,1,0.309725,1.031847,[11 14] ; [51 41],[13.24786325 11.75213675] ; [48.75213675 43.24786325],0
b2,1,0.390248,0.738168,[ 3 11] ; [18 36],[4.32352941 9.67647059] ; [16.67647059 37.32352941],0
b3,1,0.390248,0.738168,[ 3 11] ; [18 36],[4.32352941 9.67647059] ; [16.67647059 37.32352941],0
a5,1,0.424005,0.639187,[13 12] ; [56 36],[14.74358974 10.25641026] ; [54.25641026 37.74358974],0
d4,1,0.445874,0.581119,[15 10] ; [62 29],[16.59482759  8.40517241] ; [60.40517241 30.59482759],0
s3,1,0.44728,0.577534,[ 5 19] ; [26 65],[ 6.46956522 17.53043478] ; [24.53043478 66.46956522],0
n1,1,0.487662,0.481682,[4 9] ; [13 18],[5.02272727 7.97727273] ; [11.97727273 19.02272727],0
p6,1,0.497573,0.46011,[ 3 21] ; [16 71],[ 4.10810811 19.89189189] ; [14.89189189 72.10810811],0
a2,1,0.516902,0.42007,[ 3 22] ; [16 76],[ 4.05982906 20.94017094] ; [14.94017094 77.05982906],0
s8,1,0.516902,0.42007,[ 3 22] ; [16 76],[ 4.05982906 20.94017094] ; [14.94017094 77.05982906],0
p7,1,0.562771,0.33493,[13 12] ; [40 48],[11.72566372 13.27433628] ; [41.27433628 46.72566372],0
v2,1,0.565756,0.329835,[ 8 15] ; [36 51],[ 9.2 13.8] ; [34.8 52.2],0
s6,1,0.58971,0.290797,[ 7 18] ; [31 61],[ 8.11965812 16.88034188] ; [29.88034188 62.11965812],0
v1,1,0.621201,0.244183,[ 8 17] ; [34 57],[ 9.05172414 15.94827586] ; [32.94827586 58.05172414],0
b4,1,0.686607,0.162783,[13 12] ; [52 40],[13.88888889 11.11111111] ; [51.11111111 40.88888889],0
a4,1,0.701855,0.14655,[ 9 16] ; [37 55],[ 9.82905983 15.17094017] ; [36.17094017 55.82905983],0
a7,1,0.704063,0.14428,[15 10] ; [59 33],[15.81196581  9.18803419] ; [58.18803419 33.81196581],0
s7,1,0.862943,0.029801,[ 4 17] ; [15 71],[ 3.72897196 17.27102804] ; [15.27102804 70.72897196],0
n3,1,0.910958,0.012506,[8 5] ; [19 11],[8.1627907 4.8372093] ; [18.8372093 11.1627907],0
u2,1,0.924503,0.00898,[8 5] ; [18 12],[7.86046512 5.13953488] ; [18.13953488 11.86046512],0
s5,1,0.946611,0.004484,[ 3 22] ; [11 77],[ 3.09734513 21.90265487] ; [10.90265487 77.09734513],0
a1,1,0.948088,0.004239,[ 2 23] ; [ 7 85],[ 1.92307692 23.07692308] ; [ 7.07692308 84.92307692],0
a8,1,0.975566,0.000938,[ 2 22] ; [ 7 79],[ 1.96363636 22.03636364] ; [ 7.03636364 78.96363636],0
n5,1,0.996871,1.5e-05,[11 14] ; [40 51],[10.99137931 14.00862069] ; [40.00862069 50.99137931],0
