Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,41.038777,[68  7] ; [ 7 19],[55.69306931 19.30693069] ; [19.30693069  6.69306931],1
r3,1,0.0,32.736951,[75  1] ; [14 11],[66.97029703  9.02970297] ; [22.02970297  2.97029703],1
v4,1,5e-06,20.872169,[71  4] ; [15 11],[63.86138614 11.13861386] ; [22.13861386  3.86138614],1
p7,1,7.2e-05,15.766127,[35 39] ; [ 1 25],[26.64 47.36] ; [ 9.36 16.64],1
p8,1,0.00069,11.516758,[33 41] ; [ 2 24],[25.9 48.1] ; [ 9.1 16.9],1
p2,1,0.002407,9.209848,[52 24] ; [ 9 17],[45.45098039 30.54901961] ; [15.54901961 10.45098039],0
s6,1,0.007093,7.24916,[46 29] ; [ 8 18],[40.0990099 34.9009901] ; [13.9009901 12.0990099],0
n2,1,0.037647,4.320908,[20 10] ; [ 6 11],[16.59574468 13.40425532] ; [9.40425532 7.59574468],0
s8,1,0.049531,3.857262,[27 48] ; [ 4 22],[23.01980198 51.98019802] ; [ 7.98019802 18.01980198],0
u3,1,0.053004,3.743803,[14  3] ; [3 4],[12.04166667  4.95833333] ; [4.95833333 2.04166667],0
b4,1,0.076701,3.133466,[50 26] ; [12 14],[46.19607843 29.80392157] ; [15.80392157 10.19607843],0
u1,1,0.087538,2.91907,[25 51] ; [ 4 22],[21.60784314 54.39215686] ; [ 7.39215686 18.60784314],0
p11,1,0.088738,2.897121,[41 35] ; [ 9 17],[37.25490196 38.74509804] ; [12.74509804 13.25490196],0
a2,1,0.10491,2.629264,[31 45] ; [ 6 20],[27.56862745 48.43137255] ; [ 9.43137255 16.56862745],0
p9,1,0.110952,2.540612,[32 42] ; [ 6 18],[28.69387755 45.30612245] ; [ 9.30612245 14.69387755],0
n1,1,0.148595,2.086616,[13 16] ; [ 4 13],[10.7173913 18.2826087] ; [ 6.2826087 10.7173913],0
d2,1,0.153974,2.032431,[63 12] ; [17  7],[60.60606061 14.39393939] ; [19.39393939  4.60606061],0
n6,1,0.161633,1.95888,[56 19] ; [15 10],[53.25 21.75] ; [17.75  7.25],0
s7,1,0.164503,1.932337,[32 41] ; [ 6 16],[29.2 43.8] ; [ 8.8 13.2],0
s2,1,0.176151,1.829804,[31 43] ; [ 7 19],[28.12 45.88] ; [ 9.88 16.12],0
a7,1,0.193987,1.687077,[56 20] ; [15 10],[53.42574257 22.57425743] ; [17.57425743  7.42574257],0
p4,1,0.194092,1.686281,[37 38] ; [ 9 17],[34.15841584 40.84158416] ; [11.84158416 14.15841584],0
b1,1,0.208227,1.583713,[33 43] ; [15 11],[35.76470588 40.23529412] ; [12.23529412 13.76470588],0
u2,1,0.241696,1.370677,[11  5] ; [3 4],[9.73913043 6.26086957] ; [4.26086957 2.73913043],0
a1,1,0.274618,1.193534,[ 4 72] ; [ 3 23],[ 5.21568627 70.78431373] ; [ 1.78431373 24.21568627],0
n3,1,0.278237,1.175683,[19 11] ; [8 9],[17.23404255 12.76595745] ; [9.76595745 7.23404255],0
d3,1,0.290778,1.116014,[63 12] ; [24  2],[64.6039604 10.3960396] ; [22.3960396  3.6039604],0
b3,1,0.290806,1.115885,[20 30] ; [ 5 14],[18.11594203 31.88405797] ; [ 6.88405797 12.11594203],0
b2,1,0.290806,1.115885,[20 30] ; [ 5 14],[18.11594203 31.88405797] ; [ 6.88405797 12.11594203],0
s1,1,0.291718,1.111675,[ 4 70] ; [ 3 23],[ 5.18 68.82] ; [ 1.82 24.18],0
n5,1,0.312313,1.020869,[46 29] ; [13 13],[43.81188119 31.18811881] ; [15.18811881 10.81188119],0
s3,1,0.315436,1.007777,[34 40] ; [ 9 17],[31.82 42.18] ; [11.18 14.82],0
a8,1,0.397219,0.716729,[ 6 58] ; [ 1 24],[ 5.03370787 58.96629213] ; [ 1.96629213 23.03370787],0
d4,1,0.41575,0.662299,[73  1] ; [24  1],[72.50505051  1.49494949] ; [24.49494949  0.50505051],0
a6,1,0.440122,0.595964,[55 20] ; [17  9],[53.46534653 21.53465347] ; [18.53465347  7.46534653],0
p6,1,0.443663,0.58679,[20 52] ; [ 5 20],[18.55670103 53.44329897] ; [ 6.44329897 18.55670103],0
p3,1,0.471909,0.517503,[24 52] ; [ 6 19],[22.57425743 53.42574257] ; [ 7.42574257 17.57425743],0
n4,1,0.547967,0.360973,[51 24] ; [16 10],[49.75247525 25.24752475] ; [17.24752475  8.75247525],0
a5,1,0.605752,0.266407,[62 14] ; [20  6],[61.09803922 14.90196078] ; [20.90196078  5.09803922],0
a3,1,0.636497,0.223353,[59 17] ; [19  7],[58.11764706 17.88235294] ; [19.88235294  6.11764706],0
s5,1,0.639252,0.219722,[15 59] ; [ 4 21],[14.2020202 59.7979798] ; [ 4.7979798 20.2020202],0
a4,1,0.687148,0.16219,[49 27] ; [15 10],[48.15841584 27.84158416] ; [15.84158416  9.15841584],0
p1,1,0.730422,0.118725,[ 7 69] ; [ 3 23],[ 7.45098039 68.54901961] ; [ 2.54901961 23.45098039],0
v1,1,0.758665,0.094393,[29 47] ; [10 14],[29.64 46.36] ; [ 9.36 14.64],0
p5,1,0.772685,0.083443,[ 4 72] ; [ 1 25],[ 3.7254902 72.2745098] ; [ 1.2745098 24.7254902],0
b5,1,0.788156,0.072203,[49 27] ; [16 10],[48.43137255 27.56862745] ; [16.56862745  9.43137255],0
v3,1,0.873172,0.025482,[20 50] ; [ 7 19],[19.6875 50.3125] ; [ 7.3125 18.6875],0
s4,1,0.935643,0.00652,[ 8 65] ; [ 3 23],[ 8.11111111 64.88888889] ; [ 2.88888889 23.11111111],0
v2,1,0.955258,0.003148,[38 36] ; [13 12],[38.12121212 35.87878788] ; [12.87878788 12.12121212],0
