Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,83.91744,[85 21] ; [20 91],[51.29032258 54.70967742] ; [53.70967742 57.29032258],1
d5,1,0.0,69.015604,[104   1] ; [55 57],[76.93548387 28.06451613] ; [82.06451613 29.93548387],1
d4,1,0.0,54.436281,[104   1] ; [64 48],[81.29032258 23.70967742] ; [86.70967742 25.29032258],1
d3,1,0.0,44.07385,[71 35] ; [25 87],[46.67889908 59.32110092] ; [49.32110092 62.67889908],1
a4,1,0.0,38.71743,[71 35] ; [28 84],[48.13761468 57.86238532] ; [50.86238532 61.13761468],1
a5,1,0.0,36.525771,[94 12] ; [57 55],[73.42201835 32.57798165] ; [77.57798165 34.42201835],1
a3,1,3.4e-05,17.179628,[92 14] ; [69 42],[78.64516129 27.35483871] ; [82.35483871 28.64516129],1
n4,1,0.001696,9.852233,[93 12] ; [80 32],[83.70967742 21.29032258] ; [89.29032258 22.70967742],0
s5,1,0.004428,8.099307,[49 52] ; [31 75],[39.03381643 61.96618357] ; [40.96618357 65.03381643],0
p4,1,0.005652,7.657914,[70 34] ; [54 57],[59.98139535 44.01860465] ; [64.01860465 46.98139535],0
r4,1,0.007569,7.132663,[95 11] ; [85 27],[87.52293578 18.47706422] ; [92.47706422 19.52293578],0
a2,1,0.013272,6.132437,[15 91] ; [  5 107],[ 9.72477064 96.27522936] ; [ 10.27522936 101.72477064],0
p6,1,0.013385,6.117508,[46 55] ; [32 78],[37.33649289 63.66350711] ; [40.66350711 69.33649289],0
r2,1,0.017732,5.622432,[99  5] ; [95 16],[93.84186047 10.15813953] ; [100.15813953  10.84186047],0
p3,1,0.029345,4.747253,[60 44] ; [48 64],[52. 52.] ; [56. 56.],0
r1,1,0.036473,4.374859,[81 25] ; [71 41],[73.90825688 32.09174312] ; [78.09174312 33.90825688],0
v3,1,0.03751,4.327082,[47 55] ; [35 74],[39.63981043 62.36018957] ; [42.36018957 66.63981043],0
s8,1,0.04246,4.116769,[60 46] ; [48 64],[52.51376147 53.48623853] ; [55.48623853 56.51376147],0
p5,1,0.046991,3.945723,[19 85] ; [ 10 101],[14.02790698 89.97209302] ; [14.97209302 96.02790698],0
r3,1,0.049522,3.857587,[102   4] ; [100  12],[98.22018349  7.77981651] ; [103.77981651   8.22018349],0
u1,1,0.060029,3.536571,[ 9 97] ; [  3 109],[  5.83486239 100.16513761] ; [  6.16513761 105.83486239],0
v2,1,0.061923,3.485128,[58 45] ; [46 60],[51.25358852 51.74641148] ; [52.74641148 53.25358852],0
s6,1,0.064023,3.429975,[76 28] ; [66 42],[69.66037736 34.33962264] ; [72.33962264 35.66037736],0
s2,1,0.068248,3.324653,[58 48] ; [47 64],[51.29032258 54.70967742] ; [53.70967742 57.29032258],0
s7,1,0.09101,2.856412,[62 41] ; [53 56],[55.87264151 47.12735849] ; [59.12735849 49.87264151],0
p7,1,0.103641,2.648597,[71 32] ; [64 46],[65.28169014 37.71830986] ; [69.71830986 40.28169014],0
b1,1,0.10947,2.56186,[55 51] ; [46 66],[49.11009174 56.88990826] ; [51.88990826 60.11009174],0
p2,1,0.124599,2.358537,[89 14] ; [87 24],[84.71028037 18.28971963] ; [91.28971963 19.71028037],0
p8,1,0.129662,2.296542,[58 45] ; [51 60],[52.46261682 50.53738318] ; [56.53738318 54.46261682],0
n6,1,0.138097,2.19904,[92 13] ; [89 22],[87.98611111 17.01388889] ; [93.01388889 17.98611111],0
n2,1,0.252076,1.311763,[18  8] ; [31  7],[19.90625  6.09375] ; [29.09375  8.90625],0
b5,1,0.278335,1.175202,[49 57] ; [60 52],[53. 53.] ; [56. 56.],0
n3,1,0.311073,1.026114,[20  5] ; [26 12],[18.25396825  6.74603175] ; [27.74603175 10.25396825],0
v1,1,0.31476,1.010596,[60 43] ; [56 53],[56.35849057 46.64150943] ; [59.64150943 49.35849057],0
b4,1,0.3199,0.989353,[62 44] ; [58 54],[58.34862385 47.65137615] ; [61.65137615 50.34862385],0
v4,1,0.37741,0.77912,[99  7] ; [100  11],[97.20737327  8.79262673] ; [101.79262673   9.20737327],0
s1,1,0.447634,0.576635,[  2 103] ; [  4 107],[  2.91666667 102.08333333] ; [  3.08333333 107.91666667],0
p12,1,0.501116,0.452573,[ 6 98] ; [  9 102],[ 7.25581395 96.74418605] ; [  7.74418605 103.25581395],0
a6,1,0.530479,0.393474,[41 65] ; [48 64],[43.27522936 62.72477064] ; [45.72477064 66.27522936],0
n1,1,0.533204,0.388281,[13 13] ; [16 22],[11.78125 14.21875] ; [17.21875 20.78125],0
a8,1,0.573665,0.316588,[11 91] ; [14 91],[12.31884058 89.68115942] ; [12.68115942 92.31884058],0
s4,1,0.587265,0.294636,[21 85] ; [19 93],[19.44954128 86.55045872] ; [20.55045872 91.44954128],0
n5,1,0.612702,0.256258,[87 18] ; [89 22],[85.55555556 19.44444444] ; [90.44444444 20.55555556],0
b3,1,0.671394,0.179976,[35 37] ; [32 39],[33.73426573 38.26573427] ; [33.26573427 37.73426573],0
b2,1,0.671394,0.179976,[35 37] ; [32 39],[33.73426573 38.26573427] ; [33.26573427 37.73426573],0
s3,1,0.696043,0.152621,[61 44] ; [61 49],[59.58139535 45.41860465] ; [62.41860465 47.58139535],0
u2,1,0.697111,0.151495,[6 8] ; [21 22],[6.63157895 7.36842105] ; [20.36842105 22.63157895],0
p1,1,0.729789,0.119306,[10 96] ; [  9 102],[ 9.28110599 96.71889401] ; [  9.71889401 101.28110599],0
u3,1,0.825815,0.048432,[6 8] ; [17 26],[5.64912281 8.35087719] ; [17.35087719 25.64912281],0
a1,1,0.875116,0.0247,[ 7 99] ; [  8 104],[ 7.29357798 98.70642202] ; [  7.70642202 104.29357798],0
p10,1,0.989725,0.000166,[91 14] ; [97 15],[90.96774194 14.03225806] ; [97.03225806 14.96774194],0
p11,1,0.997358,1.1e-05,[88 18] ; [93 19],[88.00917431 17.99082569] ; [92.99082569 19.00917431],0
