Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,66.297247,[34 59] ; [337  91],[66.22456814 26.77543186] ; [304.77543186 123.22456814],1
n4,1,0.0,26.746909,[48 46] ; [331  97],[68.24904215 25.75095785] ; [310.75095785 117.24904215],1
p10,1,4e-06,21.461459,[56 37] ; [349  76],[72.71235521 20.28764479] ; [332.28764479  92.71235521],1
p9,1,0.000255,13.376752,[63 30] ; [355  67],[75.48349515 17.51650485] ; [342.51650485  79.48349515],1
p11,1,0.000666,11.580622,[61 33] ; [348  82],[73.37022901 20.62977099] ; [335.62977099  94.37022901],1
s6,1,0.001902,9.642153,[46 47] ; [281 141],[59.05048544 33.94951456] ; [267.94951456 154.05048544],0
s5,1,0.003154,8.716234,[14 76] ; [129 287],[25.43478261 64.56521739] ; [117.56521739 298.43478261],0
u3,1,0.00351,8.521172,[27  7] ; [66 62],[19.51851852 14.48148148] ; [73.48148148 54.51851852],0
u2,1,0.006529,7.398082,[26  8] ; [64 63],[19.00621118 14.99378882] ; [70.99378882 56.00621118],0
s4,1,0.020809,5.342708,[ 7 87] ; [ 72 354],[14.28076923 79.71923077] ; [ 64.71923077 361.28076923],0
v1,1,0.025918,4.961492,[34 57] ; [209 207],[43.61538462 47.38461538] ; [199.38461538 216.61538462],0
d1,1,0.026993,4.891228,[42 52] ; [246 184],[51.66412214 42.33587786] ; [236.33587786 193.66412214],0
s1,1,0.039995,4.218095,[ 6 87] ; [ 10 412],[ 2.88932039 90.11067961] ; [ 13.11067961 408.88932039],0
d2,1,0.040318,4.20446,[34 59] ; [207 222],[42.93678161 50.06321839] ; [198.06321839 230.93678161],0
s7,1,0.049125,3.871066,[27 58] ; [178 233],[35.13104839 49.86895161] ; [169.86895161 241.13104839],0
b2,1,0.051095,3.805153,[12 45] ; [ 86 164],[18.19543974 38.80456026] ; [ 79.80456026 170.19543974],0
b3,1,0.051095,3.805153,[12 45] ; [ 86 164],[18.19543974 38.80456026] ; [ 79.80456026 170.19543974],0
v2,1,0.065971,3.380528,[38 46] ; [231 180],[45.64848485 38.35151515] ; [223.35151515 187.64848485],0
u1,1,0.073548,3.202005,[ 9 85] ; [ 73 357],[14.70992366 79.29007634] ; [ 67.29007634 362.70992366],0
v3,1,0.078312,3.099583,[25 58] ; [167 246],[32.12903226 50.87096774] ; [159.87096774 253.12903226],0
p7,1,0.08493,2.967941,[40 51] ; [228 195],[47.44747082 43.55252918] ; [220.55252918 202.44747082],0
p2,1,0.092,2.839026,[68 26] ; [344  85],[74.04971319 19.95028681] ; [337.95028681  91.04971319],0
s8,1,0.096984,2.754451,[29 65] ; [171 256],[36.08445298 57.91554702] ; [163.91554702 263.08445298],0
b1,1,0.114461,2.491523,[40 54] ; [146 284],[33.36641221 60.63358779] ; [152.63358779 277.36641221],0
p4,1,0.114588,2.489775,[38 55] ; [213 214],[44.89038462 48.10961538] ; [206.10961538 220.89038462],0
p12,1,0.117819,2.44608,[ 2 90] ; [ 27 402],[ 5.12092131 86.87907869] ; [ 23.87907869 405.12092131],0
a4,1,0.137346,2.207449,[33 61] ; [186 242],[39.43678161 54.56321839] ; [179.56321839 248.43678161],0
p8,1,0.159416,1.979753,[34 60] ; [187 237],[40.1042471 53.8957529] ; [180.8957529 243.1042471],0
a3,1,0.160801,1.966677,[59 35] ; [301 128],[64.70363289 29.29636711] ; [295.29636711 133.70363289],0
a2,1,0.172599,1.860227,[16 78] ; [101 329],[20.98854962 73.01145038] ; [ 96.01145038 333.98854962],0
