Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,29.310324,[44  8] ; [57 83],[27.35416667 24.64583333] ; [73.64583333 66.35416667],1
p4,1,5.6e-05,16.228298,[32 20] ; [ 43 101],[19.89795918 32.10204082] ; [55.10204082 88.89795918],1
p8,1,0.000553,11.928851,[29 23] ; [ 42 103],[18.74111675 33.25888325] ; [52.25888325 92.74111675],1
p3,1,0.006586,7.382502,[24 28] ; [ 38 109],[16.20100503 35.79899497] ; [ 45.79899497 101.20100503],0
p2,1,0.010277,6.586262,[44  8] ; [96 50],[36.76767677 15.23232323] ; [103.23232323  42.76767677],0
r3,1,0.014487,5.977775,[49  2] ; [120  26],[43.75126904  7.24873096] ; [125.24873096  20.75126904],0
s7,1,0.024834,5.035426,[14 34] ; [ 21 122],[ 8.79581152 39.20418848] ; [ 26.20418848 116.79581152],0
b2,1,0.035211,4.434912,[12 17] ; [16 60],[ 7.73333333 21.26666667] ; [20.26666667 55.73333333],0
b3,1,0.035211,4.434912,[12 17] ; [16 60],[ 7.73333333 21.26666667] ; [20.26666667 55.73333333],0
r4,1,0.035405,4.425529,[43  9] ; [99 48],[37.10552764 14.89447236] ; [104.89447236  42.10552764],0
n5,1,0.044159,4.050462,[38 14] ; [83 62],[31.93908629 20.06091371] ; [89.06091371 55.93908629],0
n1,1,0.045702,3.992527,[10  9] ; [12 33],[ 6.53125 12.46875] ; [15.46875 29.53125],0
p5,1,0.053866,3.716833,[ 6 46] ; [  6 140],[ 3.15151515 48.84848485] ; [  8.84848485 137.15151515],0
v4,1,0.065068,3.403257,[49  3] ; [122  23],[45.13705584  6.86294416] ; [125.86294416  19.13705584],0
p1,1,0.094463,2.796628,[ 6 46] ; [  7 138],[ 3.43147208 48.56852792] ; [  9.56852792 135.43147208],0
s6,1,0.098408,2.731164,[26 24] ; [56 89],[21.02564103 28.97435897] ; [60.97435897 84.02564103],0
v1,1,0.110953,2.540599,[23 28] ; [47 97],[18.30769231 32.69230769] ; [51.69230769 92.30769231],0
v2,1,0.122921,2.379697,[24 27] ; [48 90],[19.42857143 31.57142857] ; [52.57142857 85.42857143],0
p11,1,0.123808,2.368474,[39 13] ; [93 54],[34.49246231 17.50753769] ; [97.50753769 49.49246231],0
a4,1,0.188539,1.728994,[12 40] ; [ 22 124],[ 8.92929293 43.07070707] ; [ 25.07070707 120.92929293],0
d5,1,0.201577,1.630909,[34 17] ; [83 64],[30.13636364 20.86363636] ; [86.86363636 60.13636364],0
n4,1,0.213854,1.545143,[34 18] ; [81 65],[30.2020202 21.7979798] ; [84.7979798 61.2020202],0
s2,1,0.215864,1.531656,[19 33] ; [ 40 106],[15.49494949 36.50505051] ; [ 43.50505051 102.49494949],0
b4,1,0.221334,1.495704,[29 23] ; [96 51],[32.66331658 19.33668342] ; [92.33668342 54.66331658],0
a3,1,0.253028,1.306509,[24 27] ; [55 90],[20.55612245 30.44387755] ; [58.44387755 86.55612245],0
s1,1,0.283413,1.150652,[ 1 51] ; [  8 136],[ 2.3877551 49.6122449] ; [  6.6122449 137.3877551],0
s5,1,0.305657,1.049351,[13 38] ; [ 27 117],[10.46153846 40.53846154] ; [ 29.53846154 114.46153846],0
d2,1,0.342346,0.901626,[14 38] ; [ 30 116],[11.55555556 40.44444444] ; [ 32.44444444 113.55555556],0
d1,1,0.392137,0.732304,[12 40] ; [ 43 104],[14.3718593 37.6281407] ; [ 40.6281407 106.3718593],0
r2,1,0.397431,0.716085,[46  6] ; [122  24],[44.12121212  7.87878788] ; [123.87878788  22.12121212],0
b5,1,0.431144,0.619739,[34 18] ; [87 60],[31.61809045 20.38190955] ; [89.38190955 57.61809045],0
n2,1,0.437485,0.602871,[14  5] ; [28 16],[12.66666667  6.33333333] ; [29.33333333 14.66666667],0
a8,1,0.478753,0.501702,[ 6 43] ; [ 12 125],[ 4.74193548 44.25806452] ; [ 13.25806452 123.74193548],0
p12,1,0.479556,0.499873,[ 2 50] ; [  3 143],[ 1.31313131 50.68686869] ; [  3.68686869 142.31313131],0
u2,1,0.523123,0.407732,[15 13] ; [42 48],[13.52542373 14.47457627] ; [43.47457627 46.52542373],0
r1,1,0.524154,0.405713,[32 20] ; [83 64],[30.05025126 21.94974874] ; [84.94974874 62.05025126],0
v3,1,0.651439,0.204091,[12 39] ; [ 38 104],[13.21243523 37.78756477] ; [ 36.78756477 105.21243523],0
n6,1,0.672074,0.179186,[38 13] ; [105  42],[36.83333333 14.16666667] ; [106.16666667  40.83333333],0
u3,1,0.683301,0.166434,[12 16] ; [43 48],[12.94117647 15.05882353] ; [42.05882353 48.94117647],0
a1,1,0.683446,0.166273,[ 2 50] ; [  4 143],[ 1.5678392 50.4321608] ; [  4.4321608 142.5678392],0
s4,1,0.710676,0.137603,[ 9 41] ; [ 23 123],[ 8.16326531 41.83673469] ; [ 23.83673469 122.16326531],0
u1,1,0.75199,0.099867,[ 1 51] ; [  4 143],[ 1.30653266 50.69346734] ; [  3.69346734 143.30653266],0
p10,1,0.859757,0.031217,[32 20] ; [86 57],[31.46666667 20.53333333] ; [86.53333333 56.46666667],0
b1,1,0.880265,0.022691,[19 33] ; [52 95],[18.55276382 33.44723618] ; [52.44723618 94.55276382],0
s3,1,0.883947,0.021306,[21 31] ; [59 83],[21.44329897 30.55670103] ; [58.55670103 83.44329897],0
a7,1,0.889106,0.019442,[32 19] ; [90 56],[31.58375635 19.41624365] ; [90.41624365 55.58375635],0
n3,1,0.891371,0.018651,[13  6] ; [30 15],[12.765625  6.234375] ; [30.234375 14.765625],0
d3,1,0.908497,0.01321,[27 23] ; [78 69],[26.64974619 23.35025381] ; [78.35025381 68.64974619],0
d4,1,0.930547,0.007596,[33 19] ; [93 52],[33.25888325 18.74111675] ; [92.74111675 52.25888325],0
p9,1,0.957484,0.002842,[35 17] ; [95 47],[34.84536082 17.15463918] ; [95.15463918 46.84536082],0
a6,1,0.966369,0.001778,[26 26] ; [73 74],[25.86934673 26.13065327] ; [73.13065327 73.86934673],0
