Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.0,26.16351,[41 45] ; [114  28],[58.46491228 27.53508772] ; [96.53508772 45.46491228],1
r3,1,2e-06,23.063909,[60 26] ; [131   9],[72.68141593 13.31858407] ; [118.31858407  21.68141593],1
p10,1,3e-06,22.006973,[36 47] ; [106  36],[52.38222222 30.61777778] ; [89.61777778 52.38222222],1
p9,1,4e-06,21.387931,[42 41] ; [113  28],[57.43303571 25.56696429] ; [97.56696429 43.43303571],1
a1,1,2.9e-05,17.487321,[12 74] ; [  1 141],[ 4.90350877 81.09649123] ; [  8.09649123 133.90350877],1
r4,1,0.000143,14.465958,[52 34] ; [118  24],[64.12280702 21.87719298] ; [105.87719298  36.12280702],1
v4,1,0.000415,12.462721,[63 23] ; [129  13],[72.42105263 13.57894737] ; [119.57894737  22.42105263],1
p4,1,0.001729,9.816696,[17 68] ; [57 85],[27.7092511 57.2907489] ; [46.2907489 95.7092511],0
d5,1,0.001991,9.557475,[50 36] ; [110  32],[60.35087719 25.64912281] ; [99.64912281 42.35087719],0
n6,1,0.004105,8.236799,[52 34] ; [111  31],[61.48245614 24.51754386] ; [101.51754386  40.48245614],0
v1,1,0.007251,7.209714,[23 63] ; [62 77],[32.48888889 53.51111111] ; [52.51111111 86.48888889],0
s1,1,0.00787,7.062768,[ 6 79] ; [  1 139],[ 2.64444444 82.35555556] ; [  4.35555556 135.64444444],0
p8,1,0.011888,6.327509,[11 75] ; [ 38 103],[18.56387665 67.43612335] ; [ 30.43612335 110.56387665],0
a6,1,0.013478,6.1052,[48 38] ; [102  40],[56.57894737 29.42105263] ; [93.42105263 48.57894737],0
s3,1,0.015862,5.818102,[19 64] ; [54 86],[27.17040359 55.82959641] ; [45.82959641 94.17040359],0
a7,1,0.016811,5.715955,[51 35] ; [105  36],[59.10132159 26.89867841] ; [96.89867841 44.10132159],0
p3,1,0.020045,5.407999,[13 72] ; [ 41 101],[20.22026432 64.77973568] ; [ 33.77973568 108.22026432],0
s6,1,0.040474,4.197886,[28 57] ; [66 75],[35.3539823 49.6460177] ; [58.6460177 82.3539823],0
r1,1,0.042267,4.124483,[49 37] ; [99 42],[56.07048458 29.92951542] ; [91.92951542 49.07048458],0
d3,1,0.047003,3.945272,[43 43] ; [90 52],[50.16666667 35.83333333] ; [82.83333333 59.16666667],0
r2,1,0.059684,3.546135,[70 15] ; [129  13],[74.5154185 10.4845815] ; [124.4845815  17.5154185],0
p1,1,0.095043,2.786809,[11 75] ; [  9 133],[ 7.54385965 78.45614035] ; [ 12.45614035 129.54385965],0
d4,1,0.102101,2.672409,[58 28] ; [109  32],[63.26872247 22.73127753] ; [103.73127753  37.26872247],0
s2,1,0.104499,2.6355,[16 68] ; [40 99],[21.0941704 62.9058296] ; [ 34.9058296 104.0941704],0
b1,1,0.105946,2.613674,[37 49] ; [46 96],[31.30701754 54.69298246] ; [51.69298246 90.30701754],0
d1,1,0.108184,2.580551,[33 53] ; [70 72],[38.85087719 47.14912281] ; [64.14912281 77.85087719],0
v2,1,0.135659,2.226521,[29 51] ; [63 72],[34.23255814 45.76744186] ; [57.76744186 77.23255814],0
s4,1,0.145471,2.119115,[16 68] ; [ 17 125],[12.26548673 71.73451327] ; [ 20.73451327 121.26548673],0
n3,1,0.149076,2.081679,[20 17] ; [28 12],[23.06493506 13.93506494] ; [24.93506494 15.06493506],0
p6,1,0.178429,1.810658,[ 5 79] ; [ 16 125],[ 7.84 76.16] ; [ 13.16 127.84],0
n2,1,0.225078,1.471698,[24 15] ; [29 10],[26.5 12.5] ; [26.5 12.5],0
s8,1,0.227152,1.458606,[ 9 77] ; [ 23 119],[12.07017544 73.92982456] ; [ 19.92982456 122.07017544],0
a8,1,0.255814,1.29127,[ 5 78] ; [ 14 119],[ 7.30092593 75.69907407] ; [ 11.69907407 121.30092593],0
b4,1,0.294303,1.099831,[51 35] ; [94 48],[54.69298246 31.30701754] ; [90.30701754 51.69298246],0
u4,1,0.297724,1.084363,[ 2 84] ; [  1 141],[ 1.13157895 84.86842105] ; [  1.86842105 140.13157895],0
b5,1,0.325256,0.967694,[47 39] ; [87 55],[50.54385965 35.45614035] ; [83.45614035 58.54385965],0
d2,1,0.339223,0.913365,[36 48] ; [51 89],[32.625 51.375] ; [54.375 85.625],0
b3,1,0.341528,0.904687,[20 27] ; [23 45],[17.57391304 29.42608696] ; [25.42608696 42.57391304],0
b2,1,0.341528,0.904687,[20 27] ; [23 45],[17.57391304 29.42608696] ; [25.42608696 42.57391304],0
u3,1,0.374951,0.787191,[18 22] ; [34 29],[20.19417476 19.80582524] ; [31.80582524 31.19417476],0
n1,1,0.423546,0.640454,[15 23] ; [12 27],[13.32467532 24.67532468] ; [13.67532468 25.32467532],0
a5,1,0.455373,0.557244,[49 37] ; [88 54],[51.6754386 34.3245614] ; [85.3245614 56.6754386],0
u2,1,0.465265,0.533199,[18 22] ; [33 30],[19.80582524 20.19417476] ; [31.19417476 31.80582524],0
a2,1,0.496006,0.463473,[13 73] ; [ 17 125],[11.31578947 74.68421053] ; [ 18.68421053 123.31578947],0
n4,1,0.51184,0.430303,[52 34] ; [92 50],[54.31578947 31.68421053] ; [89.68421053 52.31578947],0
p5,1,0.606511,0.265288,[ 3 83] ; [  7 135],[ 3.77192982 82.22807018] ; [  6.22807018 135.77192982],0
u1,1,0.680353,0.169729,[ 8 78] ; [ 11 131],[ 7.16666667 78.83333333] ; [ 11.83333333 130.16666667],0
n5,1,0.821658,0.050811,[53 33] ; [89 52],[53.79735683 32.20264317] ; [88.20264317 52.79735683],0
a3,1,0.898619,0.016232,[46 38] ; [79 63],[46.46017699 37.53982301] ; [78.53982301 63.46017699],0
a4,1,0.90791,0.013381,[32 52] ; [53 89],[31.59292035 52.40707965] ; [53.40707965 88.59292035],0
s5,1,0.91177,0.012278,[14 66] ; [ 23 113],[13.7037037 66.2962963] ; [ 23.2962963 112.7037037],0
p12,1,0.954657,0.003233,[ 5 81] ; [  8 134],[ 4.90350877 81.09649123] ; [  8.09649123 133.90350877],0
v3,1,0.980373,0.000605,[22 59] ; [ 37 100],[21.92201835 59.07798165] ; [37.07798165 99.92201835],0
