Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,27.023532,[2 5] ; [67  4],[6.19230769 0.80769231] ; [62.80769231  8.19230769],1
a3,1,0.003639,8.455908,[2 5] ; [56 15],[5.20512821 1.79487179] ; [52.79487179 18.20512821],0
a5,1,0.005395,7.742061,[2 5] ; [55 16],[5.11538462 1.88461538] ; [51.88461538 19.11538462],0
s5,1,0.01543,5.866667,[1 5] ; [44 22],[3.75 2.25] ; [41.25 24.75],0
r4,1,0.029791,4.721328,[5 2] ; [67  4],[6.46153846 0.53846154] ; [65.53846154  5.46153846],0
n6,1,0.034727,4.45857,[4 3] ; [62  9],[5.92307692 1.07692308] ; [60.07692308 10.92307692],0
a4,1,0.065621,3.389298,[1 6] ; [36 35],[3.32051282 3.67948718] ; [33.67948718 37.32051282],0
b1,1,0.119506,2.423783,[5 2] ; [29 42],[3.05128205 3.94871795] ; [30.94871795 40.05128205],0
r2,1,0.136249,2.21982,[6 1] ; [68  2],[6.72727273 0.27272727] ; [67.27272727  2.72727273],0
v1,1,0.138685,2.19249,[2 5] ; [41 30],[3.85897436 3.14102564] ; [39.14102564 31.85897436],0
p11,1,0.232066,1.428155,[4 3] ; [55 16],[5.29487179 1.70512821] ; [53.70512821 17.29487179],0
n5,1,0.232066,1.428155,[4 3] ; [55 16],[5.29487179 1.70512821] ; [53.70512821 17.29487179],0
a6,1,0.251998,1.312191,[3 4] ; [46 25],[4.3974359 2.6025641] ; [44.6025641 26.3974359],0
p7,1,0.262905,1.253396,[4 3] ; [52 16],[5.22666667 1.77333333] ; [50.77333333 17.22666667],0
d2,1,0.286944,1.133903,[3 4] ; [45 26],[4.30769231 2.69230769] ; [43.69230769 27.30769231],0
d4,1,0.310804,1.027254,[5 2] ; [61 10],[5.92307692 1.07692308] ; [60.07692308 10.92307692],0
d1,1,0.319159,0.99239,[4 3] ; [53 18],[5.11538462 1.88461538] ; [51.88461538 19.11538462],0
d3,1,0.319159,0.99239,[4 3] ; [53 18],[5.11538462 1.88461538] ; [51.88461538 19.11538462],0
n4,1,0.319159,0.99239,[4 3] ; [53 18],[5.11538462 1.88461538] ; [51.88461538 19.11538462],0
u1,1,0.355232,0.854681,[1 6] ; [22 49],[2.06410256 4.93589744] ; [20.93589744 50.06410256],0
b4,1,0.363431,0.826003,[5 2] ; [38 33],[3.85897436 3.14102564] ; [39.14102564 31.85897436],0
p3,1,0.363431,0.826003,[5 2] ; [38 33],[3.85897436 3.14102564] ; [39.14102564 31.85897436],0
s7,1,0.383267,0.760198,[4 2] ; [57 13],[4.81578947 1.18421053] ; [56.18421053 13.81578947],0
a2,1,0.429481,0.624227,[1 6] ; [20 51],[1.88461538 5.11538462] ; [19.11538462 51.88461538],0
p6,1,0.563386,0.333875,[3 4] ; [38 32],[3.72727273 3.27272727] ; [37.27272727 32.72727273],0
v2,1,0.611108,0.258565,[4 3] ; [32 36],[3.36 3.64] ; [32.64 35.36],0
b5,1,0.621352,0.243972,[5 2] ; [44 27],[4.3974359 2.6025641] ; [44.6025641 26.3974359],0
v3,1,0.630934,0.230797,[3 4] ; [24 47],[2.42307692 4.57692308] ; [24.57692308 46.42307692],0
r1,1,0.648981,0.207187,[5 2] ; [56 15],[5.47435897 1.52564103] ; [55.52564103 15.47435897],0
u3,1,0.765594,0.088889,[4 1] ; [11  4],[3.75 1.25] ; [11.25  3.75],0
u2,1,0.79525,0.06734,[3 2] ; [8 7],[2.75 2.25] ; [8.25 6.75],0
p8,1,0.883159,0.021599,[4 3] ; [42 28],[4.18181818 2.81818182] ; [41.81818182 28.18181818],0
a7,1,0.894942,0.017438,[5 2] ; [49 22],[4.84615385 2.15384615] ; [49.15384615 21.84615385],0
p1,1,0.93269,0.007134,[1 6] ; [11 60],[1.07692308 5.92307692] ; [10.92307692 60.07692308],0
d5,1,0.988357,0.000213,[6 1] ; [61 10],[6.01282051 0.98717949] ; [60.98717949 10.01282051],0
