Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.001929,9.615486,[ 7 40] ; [13 14],[12.7027027 34.2972973] ; [ 7.2972973 19.7027027],0
b1,1,0.258051,1.279181,[22 25] ; [ 9 18],[19.68918919 27.31081081] ; [11.31081081 15.68918919],0
p12,1,0.276843,1.182521,[ 1 45] ; [ 2 25],[ 1.89041096 44.10958904] ; [ 1.10958904 25.89041096],0
d4,1,0.284198,1.146903,[31 16] ; [21  6],[33.02702703 13.97297297] ; [18.97297297  8.02702703],0
s5,1,0.312673,1.019353,[13 31] ; [10 14],[14.88235294 29.11764706] ; [ 8.11764706 15.88235294],0
r4,1,0.37627,0.782852,[36 11] ; [23  4],[37.47297297  9.52702703] ; [21.52702703  5.47297297],0
d3,1,0.414052,0.667136,[25 22] ; [17 10],[26.67567568 20.32432432] ; [15.32432432 11.67567568],0
d5,1,0.4521,0.565381,[29 18] ; [19  8],[30.48648649 16.51351351] ; [17.51351351  9.48648649],0
s3,1,0.453842,0.561039,[29 16] ; [15 12],[27.5 17.5] ; [16.5 10.5],0
v4,1,0.456748,0.553852,[40  6] ; [25  2],[40.95890411  5.04109589] ; [24.04109589  2.95890411],0
a1,1,0.473184,0.514532,[ 3 44] ; [ 3 24],[ 3.81081081 43.18918919] ; [ 2.18918919 24.81081081],0
n4,1,0.483637,0.490651,[31 15] ; [16 11],[29.61643836 16.38356164] ; [17.38356164  9.61643836],0
u1,1,0.503087,0.448418,[ 6 41] ; [ 5 22],[ 6.98648649 40.01351351] ; [ 4.01351351 22.98648649],0
s6,1,0.573629,0.316648,[30 15] ; [19  7],[31.05633803 13.94366197] ; [17.94366197  8.05633803],0
v2,1,0.606192,0.265757,[25 18] ; [14 13],[23.95714286 19.04285714] ; [15.04285714 11.95714286],0
a3,1,0.610708,0.259145,[30 16] ; [16 11],[28.98630137 17.01369863] ; [17.01369863  9.98630137],0
s2,1,0.624929,0.239,[28 19] ; [17  9],[28.97260274 18.02739726] ; [16.02739726  9.97260274],0
a2,1,0.637183,0.222445,[ 9 38] ; [ 4 23],[ 8.25675676 38.74324324] ; [ 4.74324324 22.25675676],0
a6,1,0.641132,0.217265,[27 20] ; [14 13],[26.04054054 20.95945946] ; [14.95945946 12.04054054],0
a8,1,0.700452,0.148002,[ 4 40] ; [ 3 22],[ 4.46376812 39.53623188] ; [ 2.53623188 22.46376812],0
r2,1,0.735079,0.114499,[42  4] ; [24  3],[41.5890411  4.4109589] ; [24.4109589  2.5890411],0
a4,1,0.739785,0.110316,[22 24] ; [14 13],[22.68493151 23.31506849] ; [13.31506849 13.68493151],0
b4,1,0.741892,0.10847,[26 21] ; [16 11],[26.67567568 20.32432432] ; [15.32432432 11.67567568],0
b5,1,0.795054,0.067472,[31 16] ; [17 10],[30.48648649 16.51351351] ; [17.51351351  9.48648649],0
b2,1,0.811964,0.056593,[12 19] ; [ 8 11],[12.4 18.6] ; [ 7.6 11.4],0
b3,1,0.811964,0.056593,[12 19] ; [ 8 11],[12.4 18.6] ; [ 7.6 11.4],0
r1,1,0.82903,0.046633,[33 13] ; [20  7],[33.39726027 12.60273973] ; [19.60273973  7.39726027],0
n1,1,0.829399,0.046429,[11  9] ; [3 3],[10.76923077  9.23076923] ; [3.23076923 2.76923077],0
s7,1,0.838508,0.041536,[20 24] ; [12 13],[20.4057971 23.5942029] ; [11.5942029 13.4057971],0
d2,1,0.844263,0.03859,[22 25] ; [12 15],[21.59459459 25.40540541] ; [12.40540541 14.59459459],0
n2,1,0.855816,0.033016,[16  4] ; [5 1],[16.15384615  3.84615385] ; [4.84615385 1.15384615],0
s4,1,0.895657,0.0172,[10 36] ; [ 6 20],[10.22222222 35.77777778] ; [ 5.77777778 20.22222222],0
n5,1,0.899752,0.01587,[30 16] ; [18  9],[30.24657534 15.75342466] ; [17.75342466  9.24657534],0
u2,1,0.933748,0.006911,[9 8] ; [6 5],[9.10714286 7.89285714] ; [5.89285714 5.10714286],0
n3,1,0.940006,0.005664,[13  7] ; [4 2],[13.07692308  6.92307692] ; [3.92307692 2.07692308],0
a5,1,0.950487,0.003856,[31 16] ; [18  9],[31.12162162 15.87837838] ; [17.87837838  9.12162162],0
a7,1,0.962314,0.002233,[27 19] ; [16 11],[27.09589041 18.90410959] ; [15.90410959 11.09589041],0
