Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.001929,9.615486,[ 7 40] ; [13 14],[12.7027027 34.2972973] ; [ 7.2972973 19.7027027],0
p3,1,0.003288,8.640097,[10 36] ; [15 12],[15.75342466 30.24657534] ; [ 9.24657534 17.75342466],0
p9,1,0.006644,7.366665,[27 19] ; [24  3],[32.1369863 13.8630137] ; [18.8630137  8.1369863],0
n6,1,0.016835,5.713543,[29 17] ; [24  3],[33.39726027 12.60273973] ; [19.60273973  7.39726027],0
p6,1,0.017119,5.684157,[ 9 37] ; [12 14],[13.41666667 32.58333333] ; [ 7.58333333 18.41666667],0
p7,1,0.024387,5.066898,[13 30] ; [15 11],[17.44927536 25.55072464] ; [10.55072464 15.44927536],0
p10,1,0.029862,4.717207,[24 22] ; [21  6],[28.35616438 17.64383562] ; [16.64383562 10.35616438],0
u3,1,0.117852,2.445633,[11  6] ; [10  1],[12.75  4.25] ; [8.25 2.75],0
p1,1,0.13562,2.226962,[ 7 40] ; [ 1 26],[ 5.08108108 41.91891892] ; [ 2.91891892 24.08108108],0
s1,1,0.140292,2.174749,[ 7 39] ; [ 1 25],[ 5.11111111 40.88888889] ; [ 2.88888889 23.11111111],0
v3,1,0.140638,2.170961,[21 22] ; [ 8 18],[18.07246377 24.92753623] ; [10.92753623 15.07246377],0
d1,1,0.166318,1.915824,[20 27] ; [16 11],[22.86486486 24.13513514] ; [13.13513514 13.86486486],0
s8,1,0.173429,1.853052,[18 28] ; [15 12],[20.79452055 25.20547945] ; [12.20547945 14.79452055],0
p5,1,0.200693,1.637327,[ 3 43] ; [ 4 21],[ 4.53521127 41.46478873] ; [ 2.46478873 22.53521127],0
p11,1,0.208481,1.581944,[28 19] ; [20  7],[30.48648649 16.51351351] ; [17.51351351  9.48648649],0
r3,1,0.23103,1.434512,[38  8] ; [25  2],[39.69863014  6.30136986] ; [23.30136986  3.69863014],0
