Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.021029,5.32437,[4 1] ; [ 4 13],[1.81818182 3.18181818] ; [ 6.18181818 10.81818182],0
s6,1,0.123778,2.368852,[2 3] ; [13  4],[3.40909091 1.59090909] ; [11.59090909  5.40909091],0
p2,1,0.17166,1.868382,[3 2] ; [14  2],[4.04761905 0.95238095] ; [12.95238095  3.04761905],0
p3,1,0.211346,1.562185,[2 3] ; [12  5],[3.18181818 1.81818182] ; [10.81818182  6.18181818],0
s8,1,0.211346,1.562185,[3 2] ; [ 5 12],[1.81818182 3.18181818] ; [ 6.18181818 10.81818182],0
p7,1,0.222969,1.48516,[1 3] ; [10  7],[2.0952381 1.9047619] ; [8.9047619 8.0952381],0
b5,1,0.323296,0.975566,[2 3] ; [11  6],[2.95454545 2.04545455] ; [10.04545455  6.95454545],0
r3,1,0.334405,0.931765,[4 1] ; [16  1],[4.54545455 0.45454545] ; [15.45454545  1.54545455],0
p9,1,0.334405,0.931765,[4 1] ; [16  1],[4.54545455 0.45454545] ; [15.45454545  1.54545455],0
s1,1,0.334405,0.931765,[1 4] ; [ 1 16],[0.45454545 4.54545455] ; [ 1.54545455 15.45454545],0
a2,1,0.334405,0.931765,[1 4] ; [ 1 16],[0.45454545 4.54545455] ; [ 1.54545455 15.45454545],0
d2,1,0.386876,0.748739,[4 1] ; [10  7],[3.18181818 1.81818182] ; [10.81818182  6.18181818],0
b3,1,0.516407,0.421062,[1 4] ; [5 9],[1.57894737 3.42105263] ; [4.42105263 9.57894737],0
b2,1,0.516407,0.421062,[1 4] ; [5 9],[1.57894737 3.42105263] ; [4.42105263 9.57894737],0
a6,1,0.518647,0.416583,[4 1] ; [11  6],[3.40909091 1.59090909] ; [11.59090909  5.40909091],0
v2,1,0.525392,0.403295,[2 3] ; [9 7],[2.61904762 2.38095238] ; [8.38095238 7.61904762],0
s3,1,0.61093,0.258824,[3 2] ; [8 9],[2.5 2.5] ; [8.5 8.5],0
s5,1,0.61093,0.258824,[3 2] ; [8 9],[2.5 2.5] ; [8.5 8.5],0
b1,1,0.61093,0.258824,[2 3] ; [9 8],[2.5 2.5] ; [8.5 8.5],0
p10,1,0.637144,0.222497,[4 1] ; [15  2],[4.31818182 0.68181818] ; [14.68181818  2.31818182],0
a3,1,0.677856,0.172549,[4 1] ; [12  5],[3.63636364 1.36363636] ; [12.36363636  4.63636364],0
s7,1,0.695943,0.152727,[3 2] ; [8 8],[2.61904762 2.38095238] ; [8.38095238 7.61904762],0
v3,1,0.71714,0.13125,[2 3] ; [ 5 11],[1.66666667 3.33333333] ; [ 5.33333333 10.66666667],0
a7,1,0.780512,0.077647,[3 2] ; [9 8],[2.72727273 2.27272727] ; [9.27272727 7.72727273],0
s2,1,0.847516,0.036975,[2 3] ; [ 6 11],[1.81818182 3.18181818] ; [ 6.18181818 10.81818182],0
v1,1,0.847516,0.036975,[3 2] ; [11  6],[3.18181818 1.81818182] ; [10.81818182  6.18181818],0
p11,1,0.868516,0.027405,[4 1] ; [13  4],[3.86363636 1.13636364] ; [13.13636364  3.86363636],0
d4,1,0.868516,0.027405,[4 1] ; [13  4],[3.86363636 1.13636364] ; [13.13636364  3.86363636],0
n6,1,0.904552,0.014379,[4 1] ; [14  3],[4.09090909 0.90909091] ; [13.90909091  3.09090909],0
n5,1,0.904552,0.014379,[4 1] ; [14  3],[4.09090909 0.90909091] ; [13.90909091  3.09090909],0
n4,1,0.904552,0.014379,[4 1] ; [14  3],[4.09090909 0.90909091] ; [13.90909091  3.09090909],0
d3,1,0.904552,0.014379,[4 1] ; [14  3],[4.09090909 0.90909091] ; [13.90909091  3.09090909],0
r4,1,0.904552,0.014379,[4 1] ; [14  3],[4.09090909 0.90909091] ; [13.90909091  3.09090909],0
p6,1,0.950458,0.00386,[1 4] ; [ 3 13],[0.95238095 4.04761905] ; [ 3.04761905 12.95238095],0
d1,1,0.962486,0.002212,[3 2] ; [10  7],[2.95454545 2.04545455] ; [10.04545455  6.95454545],0
