Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,1e-06,24.666317,[42 30] ; [ 1 27],[30.96 41.04] ; [12.04 15.96],1
d3,1,0.00017,14.141414,[48 24] ; [ 7 21],[39.6 32.4] ; [15.4 12.6],1
d5,1,0.001338,10.289116,[57 15] ; [13 15],[50.4 21.6] ; [19.6  8.4],0
a3,1,0.004117,8.231646,[50 21] ; [11 17],[43.74747475 27.25252525] ; [17.25252525 10.74747475],0
d2,1,0.013082,6.15793,[35 37] ; [ 6 22],[29.52 42.48] ; [11.48 16.52],0
b3,1,0.01616,5.785402,[19 31] ; [ 1 15],[15.15151515 34.84848485] ; [ 4.84848485 11.15151515],0
b2,1,0.01616,5.785402,[19 31] ; [ 1 15],[15.15151515 34.84848485] ; [ 4.84848485 11.15151515],0
u2,1,0.033974,4.496032,[14  8] ; [ 5 12],[10.71794872 11.28205128] ; [8.28205128 8.71794872],0
v1,1,0.040133,4.212236,[37 30] ; [ 9 19],[32.44210526 34.55789474] ; [13.55789474 14.44210526],0
a7,1,0.040678,4.189387,[47 25] ; [12 16],[42.48 29.52] ; [16.52 11.48],0
s6,1,0.054853,3.686553,[52 18] ; [14 12],[48.125 21.875] ; [17.875  8.125],0
s5,1,0.083645,2.992611,[26 37] ; [ 6 21],[22.4 40.6] ; [ 9.6 17.4],0
a4,1,0.098446,2.730537,[25 47] ; [ 5 23],[21.6 50.4] ; [ 8.4 19.6],0
n1,1,0.118277,2.439994,[11  8] ; [2 6],[9.14814815 9.85185185] ; [3.85185185 4.14814815],0
n5,1,0.125677,2.345105,[48 24] ; [23  5],[51.12 20.88] ; [19.88  8.12],0
a2,1,0.138723,2.192065,[10 62] ; [ 1 27],[ 7.92 64.08] ; [ 3.08 24.92],0
v3,1,0.140009,2.177864,[23 45] ; [ 5 22],[20.04210526 47.95789474] ; [ 7.95789474 19.04210526],0
u3,1,0.140393,2.173649,[13  9] ; [ 6 11],[10.71794872 11.28205128] ; [8.28205128 8.71794872],0
a5,1,0.143729,2.137579,[45 27] ; [13 15],[41.76 30.24] ; [16.24 11.76],0
v2,1,0.157875,1.994467,[34 35] ; [ 9 18],[30.90625 38.09375] ; [12.09375 14.90625],0
n3,1,0.182989,1.773181,[13  7] ; [8 1],[14.48275862  5.51724138] ; [6.51724138 2.48275862],0
p6,1,0.232266,1.426931,[26 43] ; [ 7 21],[23.4742268 45.5257732] ; [ 9.5257732 18.4742268],0
n6,1,0.246996,1.340214,[51 21] ; [23  5],[53.28 18.72] ; [20.72  7.28],0
r3,1,0.261013,1.263378,[65  7] ; [23  5],[63.36  8.64] ; [24.64  3.36],0
b5,1,0.278863,1.172622,[47 25] ; [15 13],[44.64 27.36] ; [17.36 10.64],0
p11,1,0.283977,1.147959,[54 18] ; [18 10],[51.84 20.16] ; [20.16  7.84],0
p7,1,0.300203,1.073292,[38 31] ; [18  9],[40.25 28.75] ; [15.75 11.25],0
a6,1,0.312113,1.021711,[44 28] ; [14 14],[41.76 30.24] ; [16.24 11.76],0
p5,1,0.340301,0.909298,[ 7 64] ; [ 1 25],[ 5.8556701 65.1443299] ; [ 2.1443299 23.8556701],0
n4,1,0.40449,0.694938,[50 22] ; [17 11],[48.24 23.76] ; [18.76  9.24],0
s2,1,0.40449,0.694938,[50 22] ; [17 11],[48.24 23.76] ; [18.76  9.24],0
p3,1,0.406792,0.688158,[37 34] ; [12 16],[35.14141414 35.85858586] ; [13.85858586 14.14141414],0
b1,1,0.42708,0.63075,[32 40] ; [10 18],[30.24 41.76] ; [11.76 16.24],0
v4,1,0.516695,0.420485,[62 10] ; [21  5],[60.97959184 11.02040816] ; [22.02040816  3.97959184],0
s8,1,0.520912,0.412088,[36 36] ; [12 16],[34.56 37.44] ; [13.44 14.56],0
b4,1,0.532607,0.389414,[46 26] ; [16 12],[44.64 27.36] ; [17.36 10.64],0
p2,1,0.587261,0.294643,[55 17] ; [22  5],[56. 16.] ; [21.  6.],0
s4,1,0.607011,0.26455,[19 53] ; [ 6 22],[18. 54.] ; [ 7. 21.],0
r2,1,0.645763,0.211284,[58 10] ; [22  5],[57.26315789 10.73684211] ; [22.73684211  4.26315789],0
s7,1,0.647237,0.209402,[37 35] ; [12 14],[36. 36.] ; [13. 13.],0
p1,1,0.721233,0.127315,[ 7 65] ; [ 2 25],[ 6.54545455 65.45454545] ; [ 2.45454545 24.54545455],0
s1,1,0.776863,0.080321,[ 4 67] ; [ 2 26],[ 4.3030303 66.6969697] ; [ 1.6969697 26.3030303],0
p4,1,0.844494,0.038474,[37 35] ; [15 13],[37.44 34.56] ; [14.56 13.44],0
r4,1,0.868103,0.027579,[45 27] ; [18 10],[45.36 26.64] ; [17.64 10.36],0
a8,1,0.880192,0.022718,[ 9 62] ; [ 3 23],[ 8.78350515 62.21649485] ; [ 3.21649485 22.78350515],0
n2,1,0.891289,0.01868,[16  4] ; [7 2],[15.86206897  4.13793103] ; [7.13793103 1.86206897],0
p8,1,0.950819,0.003804,[29 41] ; [11 16],[28.86597938 41.13402062] ; [11.13402062 15.86597938],0
p10,1,0.953574,0.003389,[53 18] ; [20  7],[52.8877551 18.1122449] ; [20.1122449  6.8877551],0
p9,1,0.958052,0.002767,[58 13] ; [23  5],[58.09090909 12.90909091] ; [22.90909091  5.09090909],0
p12,1,0.972147,0.001219,[ 5 67] ; [ 2 26],[ 5.04 66.96] ; [ 1.96 26.04],0
