Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,31.142176,[ 7 67] ; [29 24],[20.97637795 53.02362205] ; [15.02362205 37.97637795],1
s6,1,4.1e-05,16.816446,[18 56] ; [32 21],[29.13385827 44.86614173] ; [20.86614173 32.13385827],1
s7,1,0.000311,13.001145,[ 9 62] ; [21 30],[17.45901639 53.54098361] ; [12.54098361 38.45901639],1
s8,1,0.002522,9.124758,[ 6 68] ; [15 38],[12.23622047 61.76377953] ; [ 8.76377953 44.23622047],0
p10,1,0.00845,6.935443,[11 64] ; [18 34],[17.12598425 57.87401575] ; [11.87401575 40.12598425],0
p2,1,0.025207,5.009596,[36 39] ; [36 17],[42.1875 32.8125] ; [29.8125 23.1875],0
p7,1,0.026845,4.900779,[29 46] ; [31 22],[35.15625 39.84375] ; [24.84375 28.15625],0
n5,1,0.043125,4.090515,[36 39] ; [35 18],[41.6015625 33.3984375] ; [29.3984375 23.6015625],0
r3,1,0.046147,3.976211,[54 21] ; [46  7],[58.59375 16.40625] ; [41.40625 11.59375],0
p8,1,0.049031,3.874303,[18 57] ; [21 31],[23.03149606 51.96850394] ; [15.96850394 36.03149606],0
p4,1,0.057478,3.608688,[23 52] ; [25 28],[28.125 46.875] ; [19.875 33.125],0
p1,1,0.06566,3.388319,[ 4 70] ; [ 8 45],[ 6.99212598 67.00787402] ; [ 5.00787402 47.99212598],0
v1,1,0.075284,3.163889,[15 60] ; [18 35],[19.3359375 55.6640625] ; [13.6640625 39.3359375],0
p6,1,0.09063,2.863155,[13 60] ; [16 36],[16.936 56.064] ; [12.064 39.936],0
n1,1,0.092733,2.82628,[10 27] ; [9 9],[12.78181818 24.21818182] ; [ 6.21818182 11.78181818],0
a3,1,0.128769,2.307287,[36 38] ; [33 20],[40.20472441 33.79527559] ; [28.79527559 24.20472441],0
s4,1,0.138924,2.18984,[10 65] ; [12 39],[13.0952381 61.9047619] ; [ 8.9047619 42.0952381],0
v4,1,0.14561,2.117647,[55 20] ; [43  8],[58.33333333 16.66666667] ; [39.66666667 11.33333333],0
r2,1,0.165689,1.921521,[57 17] ; [46  7],[60.01574803 13.98425197] ; [42.98425197 10.01574803],0
u3,1,0.167096,1.908803,[16 23] ; [12  8],[18.50847458 20.49152542] ; [ 9.49152542 10.50847458],0
r4,1,0.197609,1.659959,[44 31] ; [37 16],[47.4609375 27.5390625] ; [33.5390625 19.4609375],0
s1,1,0.201705,1.629986,[ 4 71] ; [ 6 46],[ 5.90551181 69.09448819] ; [ 4.09448819 47.90551181],0
p11,1,0.209069,1.577862,[34 41] ; [30 23],[37.5 37.5] ; [26.5 26.5],0
a2,1,0.259558,1.271115,[14 61] ; [ 6 47],[11.71875 63.28125] ; [ 8.28125 44.71875],0
n4,1,0.314723,1.010751,[40 35] ; [33 20],[42.7734375 32.2265625] ; [30.2265625 22.7734375],0
u2,1,0.34939,0.875671,[16 22] ; [11  9],[17.68965517 20.31034483] ; [ 9.31034483 10.68965517],0
n2,1,0.351393,0.868421,[18 18] ; [12  7],[19.63636364 16.36363636] ; [10.36363636  8.63636364],0
d4,1,0.355581,0.853441,[49 26] ; [38 14],[51.37795276 23.62204724] ; [35.62204724 16.37795276],0
p3,1,0.360121,0.837473,[18 57] ; [16 35],[20.23809524 54.76190476] ; [13.76190476 37.23809524],0
r1,1,0.401874,0.702712,[47 28] ; [37 16],[49.21875 25.78125] ; [34.78125 18.21875],0
b2,1,0.445053,0.583219,[13 33] ; [12 21],[14.55696203 31.44303797] ; [10.44303797 22.55696203],0
b3,1,0.445053,0.583219,[13 33] ; [12 21],[14.55696203 31.44303797] ; [10.44303797 22.55696203],0
u1,1,0.455625,0.556622,[ 8 67] ; [ 8 45],[ 9.375 65.625] ; [ 6.625 46.375],0
a8,1,0.513098,0.427744,[ 5 66] ; [ 2 46],[ 4.17647059 66.82352941] ; [ 2.82352941 45.17647059],0
a4,1,0.55288,0.352183,[28 46] ; [17 35],[26.42857143 47.57142857] ; [18.57142857 33.42857143],0
n3,1,0.561276,0.3375,[21 15] ; [9 9],[20. 16.] ; [10.  8.],0
a5,1,0.563088,0.334385,[40 35] ; [31 22],[41.6015625 33.3984375] ; [29.3984375 23.6015625],0
d3,1,0.606777,0.264895,[39 36] ; [30 23],[40.4296875 34.5703125] ; [28.5703125 24.4296875],0
