Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000326,12.91366,[23 90] ; [31 37],[33.71270718 79.28729282] ; [20.28729282 47.71270718],1
v2,1,0.00043,12.396764,[45 66] ; [46 22],[56.4301676 54.5698324] ; [34.5698324 33.4301676],1
b3,1,0.011475,6.390193,[12 51] ; [15 20],[17.35714286 45.64285714] ; [ 9.64285714 25.35714286],0
b2,1,0.011475,6.390193,[12 51] ; [15 20],[17.35714286 45.64285714] ; [ 9.64285714 25.35714286],0
u2,1,0.035811,4.406073,[18 22] ; [16  6],[21.93548387 18.06451613] ; [12.06451613  9.93548387],0
p6,1,0.038962,4.262505,[24 91] ; [23 43],[29.86187845 85.13812155] ; [17.13812155 48.86187845],0
a4,1,0.044262,4.046532,[33 83] ; [30 40],[39.29032258 76.70967742] ; [23.70967742 46.29032258],0
a5,1,0.06476,3.411076,[69 47] ; [51 19],[74.83870968 41.16129032] ; [45.16129032 24.83870968],0
s1,1,0.06534,3.39636,[  3 113] ; [ 6 64],[  5.61290323 110.38709677] ; [ 3.38709677 66.61290323],0
p1,1,0.067182,3.350557,[  4 110] ; [ 7 62],[  6.85245902 107.14754098] ; [ 4.14754098 64.85245902],0
s7,1,0.079692,3.071179,[34 78] ; [29 38],[39.41899441 72.58100559] ; [23.58100559 43.41899441],0
p2,1,0.084843,2.969596,[86 29] ; [59 10],[90.625 24.375] ; [54.375 14.625],0
d5,1,0.136747,2.214189,[89 27] ; [60 10],[92.92473118 23.07526882] ; [56.07526882 13.92473118],0
a2,1,0.186082,1.748369,[19 97] ; [17 53],[22.4516129 93.5483871] ; [13.5483871 56.4516129],0
p8,1,0.202902,1.621362,[44 71] ; [33 36],[48.125 66.875] ; [28.875 40.125],0
p3,1,0.203665,1.615894,[37 79] ; [28 40],[40.97826087 75.02173913] ; [24.02173913 43.97826087],0
d3,1,0.210445,1.568362,[87 29] ; [58 12],[90.43010753 25.56989247] ; [54.56989247 15.43010753],0
s4,1,0.219331,1.508745,[25 91] ; [10 60],[21.82795699 94.17204301] ; [13.17204301 56.82795699],0
p12,1,0.235891,1.404985,[  4 112] ; [ 5 63],[  5.67391304 110.32608696] ; [ 3.32608696 64.67391304],0
n3,1,0.240171,1.379588,[31  8] ; [11  6],[29.25  9.75] ; [12.75  4.25],0
s6,1,0.25947,1.271583,[60 56] ; [41 27],[63.67391304 52.32608696] ; [37.32608696 30.67391304],0
s5,1,0.262831,1.253785,[27 85] ; [21 45],[30.20224719 81.79775281] ; [17.79775281 48.20224719],0
p9,1,0.282668,1.154219,[81 33] ; [54 15],[84.09836066 29.90163934] ; [50.90163934 18.09836066],0
b1,1,0.292698,1.107169,[36 80] ; [27 43],[39.29032258 76.70967742] ; [23.70967742 46.29032258],0
u3,1,0.304294,1.055282,[22 17] ; [16  7],[23.90322581 15.09677419] ; [14.09677419  8.90322581],0
a8,1,0.304444,1.054624,[  6 103] ; [ 6 56],[  7.64912281 101.35087719] ; [ 4.35087719 57.64912281],0
n4,1,0.306915,1.043904,[41 75] ; [30 40],[44.27956989 71.72043011] ; [26.72043011 43.27956989],0
u1,1,0.333653,0.934669,[ 14 102] ; [12 58],[16.21505376 99.78494624] ; [ 9.78494624 60.21505376],0
s8,1,0.40281,0.699921,[33 83] ; [24 46],[35.5483871 80.4516129] ; [21.4516129 48.5483871],0
p10,1,0.443633,0.586867,[80 34] ; [44 24],[77.67032967 36.32967033] ; [46.32967033 21.67032967],0
p7,1,0.444165,0.585499,[62 52] ; [33 35],[59.50549451 54.49450549] ; [35.49450549 32.50549451],0
b5,1,0.484967,0.487674,[72 44] ; [47 23],[74.21505376 41.78494624] ; [44.78494624 25.21505376],0
p4,1,0.506999,0.440256,[48 68] ; [32 37],[50.16216216 65.83783784] ; [29.83783784 39.16216216],0
n2,1,0.511773,0.430439,[21 17] ; [11  6],[22.10909091 15.89090909] ; [9.89090909 7.10909091],0
a1,1,0.525074,0.403916,[  3 113] ; [ 3 67],[  3.74193548 112.25806452] ; [ 2.25806452 67.74193548],0
p5,1,0.574111,0.315852,[  6 109] ; [ 5 64],[  6.875 108.125] ; [ 4.125 64.875],0
r3,1,0.580997,0.304625,[110   6] ; [65  5],[109.13978495   6.86021505] ; [65.86021505  4.13978495],0
d4,1,0.617819,0.248945,[98 18] ; [61  9],[99.16129032 16.83870968] ; [59.83870968 10.16129032],0
a3,1,0.729352,0.119707,[75 41] ; [47 23],[76.08602151 39.91397849] ; [45.91397849 24.08602151],0
