Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,76.846422,[224  76] ; [ 7 47],[195.76271186 104.23728814] ; [35.23728814 18.76271186],1
d4,1,0.0,64.03591,[273  27] ; [26 28],[253.38983051  46.61016949] ; [45.61016949  8.38983051],1
d3,1,7e-06,20.183424,[252  48] ; [31 23],[239.83050847  60.16949153] ; [43.16949153 10.83050847],1
p2,1,0.000104,15.05569,[271  28] ; [38 15],[262.47443182  36.52556818] ; [46.52556818  6.47443182],1
u1,1,0.00027,13.266359,[ 87 213] ; [ 3 51],[ 76.27118644 223.72881356] ; [13.72881356 40.27118644],1
d2,1,0.000422,12.433164,[161 138] ; [15 39],[149.07648725 149.92351275] ; [26.92351275 27.07648725],1
p4,1,0.001029,10.775487,[214  84] ; [26 27],[203.76068376  94.23931624] ; [36.23931624 16.76068376],0
a4,1,0.001352,10.270548,[156 143] ; [15 38],[145.25284091 153.74715909] ; [25.74715909 27.25284091],0
a2,1,0.002972,8.824583,[106 194] ; [ 8 46],[ 96.61016949 203.38983051] ; [17.38983051 36.61016949],0
r3,1,0.002995,8.810327,[291   8] ; [47  6],[287.10795455  11.89204545] ; [50.89204545  2.10795455],0
p3,1,0.005606,7.672628,[179 119] ; [21 32],[169.8005698 128.1994302] ; [30.1994302 22.8005698],0
p1,1,0.014898,5.928449,[ 28 271] ; [11 42],[ 33.12784091 265.87215909] ; [ 5.87215909 47.12784091],0
a5,1,0.027126,4.882765,[245  55] ; [37 17],[238.98305085  61.01694915] ; [43.01694915 10.98305085],0
p7,1,0.057558,3.606387,[200  89] ; [29 23],[194.07917889  94.92082111] ; [34.92082111 17.07917889],0
b1,1,0.059369,3.554922,[ 99 201] ; [25 29],[105.08474576 194.91525424] ; [18.91525424 35.08474576],0
s5,1,0.071796,3.241483,[111 176] ; [13 38],[105.28994083 181.71005917] ; [18.71005917 32.28994083],0
s1,1,0.076738,3.132679,[  8 286] ; [ 4 49],[ 10.16714697 283.83285303] ; [ 1.83285303 51.16714697],0
