Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2.4e-05,17.865352,[62 29] ; [19 39],[49.46979866 41.53020134] ; [31.53020134 26.46979866],1
n4,1,0.001008,10.812861,[68 23] ; [28 30],[58.63087248 32.36912752] ; [37.36912752 20.63087248],0
v4,1,0.001419,10.180547,[80 11] ; [37 19],[72.42857143 18.57142857] ; [44.57142857 11.42857143],0
p11,1,0.008093,7.012802,[50 41] ; [19 39],[42.1409396 48.8590604] ; [26.8590604 31.1409396],0
s6,1,0.012957,6.174946,[42 49] ; [15 43],[34.81208054 56.18791946] ; [22.18791946 35.81208054],0
b5,1,0.019435,5.461923,[57 34] ; [25 33],[50.08053691 40.91946309] ; [31.91946309 26.08053691],0
r4,1,0.023163,5.156245,[68 23] ; [33 25],[61.68456376 29.31543624] ; [39.31543624 18.68456376],0
r3,1,0.02332,5.144476,[77 14] ; [40 18],[71.45637584 19.54362416] ; [45.54362416 12.45637584],0
s8,1,0.068112,3.327938,[20 71] ; [ 6 52],[15.87919463 75.12080537] ; [10.12080537 47.87919463],0
p4,1,0.070977,3.260291,[38 52] ; [16 42],[32.83783784 57.16216216] ; [21.16216216 36.83783784],0
s7,1,0.075895,3.150697,[26 62] ; [ 8 42],[21.68115942 66.31884058] ; [12.31884058 37.68115942],0
a4,1,0.077526,3.116012,[23 66] ; [23 35],[27.85034014 61.14965986] ; [18.14965986 39.85034014],0
r2,1,0.082145,3.021943,[78 12] ; [43 14],[74.08163265 15.91836735] ; [46.91836735 10.08163265],0
v3,1,0.083651,2.992495,[30 60] ; [11 44],[25.44827586 64.55172414] ; [15.55172414 39.44827586],0
u1,1,0.112907,2.513052,[12 79] ; [ 3 55],[ 9.16107383 81.83892617] ; [ 5.83892617 52.16107383],0
p2,1,0.126476,2.335234,[54 37] ; [27 31],[49.46979866 41.53020134] ; [31.53020134 26.46979866],0
a7,1,0.144989,2.124196,[61 30] ; [32 26],[56.79865772 34.20134228] ; [36.20134228 21.79865772],0
s1,1,0.162694,1.949008,[ 4 86] ; [ 6 52],[ 6.08108108 83.91891892] ; [ 3.91891892 54.08108108],0
n2,1,0.172386,1.862069,[17 10] ; [12 15],[14.5 12.5] ; [14.5 12.5],0
p6,1,0.186024,1.748828,[19 71] ; [ 7 49],[16.02739726 73.97260274] ; [ 9.97260274 46.02739726],0
p7,1,0.215367,1.534976,[43 46] ; [22 36],[39.3537415 49.6462585] ; [25.6462585 32.3537415],0
d1,1,0.230765,1.436139,[42 49] ; [21 37],[38.47651007 52.52348993] ; [24.52348993 33.47651007],0
a6,1,0.230765,1.436139,[49 42] ; [37 21],[52.52348993 38.47651007] ; [33.47651007 24.52348993],0
v1,1,0.233461,1.419652,[32 59] ; [15 43],[28.70469799 62.29530201] ; [18.29530201 39.70469799],0
p10,1,0.23552,1.40721,[23 67] ; [10 48],[20.06756757 69.93243243] ; [12.93243243 45.06756757],0
a5,1,0.241821,1.369948,[46 45] ; [35 23],[49.46979866 41.53020134] ; [31.53020134 26.46979866],0
u2,1,0.266745,1.233411,[19 24] ; [14 10],[21.17910448 21.82089552] ; [11.82089552 12.17910448],0
v2,1,0.276851,1.182484,[37 53] ; [18 38],[33.90410959 56.09589041] ; [21.09589041 34.90410959],0
a3,1,0.341315,0.905486,[47 44] ; [34 23],[49.80405405 41.19594595] ; [31.19594595 25.80405405],0
d3,1,0.36067,0.835558,[54 37] ; [30 28],[51.30201342 39.69798658] ; [32.69798658 25.30201342],0
r1,1,0.36349,0.825799,[66 25] ; [38 20],[63.51677852 27.48322148] ; [40.48322148 17.51677852],0
s2,1,0.384394,0.756604,[29 60] ; [15 43],[26.63945578 62.36054422] ; [17.36054422 40.63945578],0
p8,1,0.392005,0.732713,[30 61] ; [15 42],[27.66891892 63.33108108] ; [17.33108108 39.66891892],0
s3,1,0.463576,0.537248,[34 56] ; [25 32],[36.12244898 53.87755102] ; [22.87755102 34.12244898],0
n1,1,0.487054,0.483027,[10 18] ; [ 7 19],[ 8.81481481 19.18518519] ; [ 8.18518519 17.81481481],0
d4,1,0.490873,0.474612,[64 27] ; [37 20],[62.10135135 28.89864865] ; [38.89864865 18.10135135],0
a2,1,0.496356,0.46272,[12 79] ; [10 48],[13.43624161 77.56375839] ; [ 8.56375839 49.43624161],0
a8,1,0.496627,0.462136,[ 7 75] ; [ 3 52],[ 5.98540146 76.01459854] ; [ 4.01459854 50.98540146],0
n3,1,0.554464,0.349381,[14 13] ; [15 10],[15.05769231 11.94230769] ; [13.94230769 11.05769231],0
p3,1,0.629967,0.232105,[27 63] ; [15 42],[25.71428571 64.28571429] ; [16.28571429 40.71428571],0
u3,1,0.631558,0.229954,[23 21] ; [14 10],[23.94117647 20.05882353] ; [13.05882353 10.94117647],0
b1,1,0.715145,0.133193,[49 42] ; [33 25],[50.08053691 40.91946309] ; [31.91946309 26.08053691],0
d5,1,0.740465,0.109718,[62 29] ; [38 20],[61.0738255 29.9261745] ; [38.9261745 19.0738255],0
d2,1,0.754795,0.097546,[38 52] ; [26 32],[38.91891892 51.08108108] ; [25.08108108 32.91891892],0
b2,1,0.853882,0.033917,[17 37] ; [12 24],[17.4 36.6] ; [11.6 24.4],0
b3,1,0.853882,0.033917,[17 37] ; [12 24],[17.4 36.6] ; [11.6 24.4],0
p1,1,0.878955,0.023194,[ 7 84] ; [ 4 53],[ 6.76351351 84.23648649] ; [ 4.23648649 52.76351351],0
s4,1,0.91173,0.012289,[13 77] ; [ 8 50],[12.77027027 77.22972973] ; [ 8.22972973 49.77027027],0
b4,1,0.930557,0.007594,[54 37] ; [34 24],[53.74496644 37.25503356] ; [34.25503356 23.74496644],0
a1,1,0.942518,0.005199,[ 6 85] ; [ 4 54],[ 6.10738255 84.89261745] ; [ 3.89261745 54.10738255],0
