Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,51.9434,[51 43] ; [326  48],[75.72222222 18.27777778] ; [301.27777778  72.72222222],1
p9,1,0.0,26.581607,[63 31] ; [329  42],[79.24301075 14.75698925] ; [312.75698925  58.24301075],1
b1,1,3.2e-05,17.320969,[50 46] ; [111 265],[32.74576271 63.25423729] ; [128.25423729 247.74576271],1
a5,1,4.8e-05,16.52614,[52 44] ; [283  93],[68.13559322 27.86440678] ; [266.86440678 109.13559322],1
p8,1,0.000403,12.520016,[30 66] ; [190 179],[45.41935484 50.58064516] ; [174.58064516 194.41935484],1
v2,1,0.001183,10.517003,[35 55] ; [208 151],[48.70824053 41.29175947] ; [194.29175947 164.70824053],0
n5,1,0.001477,10.107233,[55 40] ; [277  95],[67.53747323 27.46252677] ; [264.46252677 107.53747323],0
n4,1,0.001706,9.842038,[56 38] ; [284  91],[68.14498934 25.85501066] ; [271.85501066 103.14498934],0
a3,1,0.002654,9.031106,[53 42] ; [270 106],[65.14861996 29.85138004] ; [257.85138004 118.14861996],0
n6,1,0.002969,8.826471,[67 27] ; [316  58],[76.92735043 17.07264957] ; [306.07264957  67.92735043],0
r4,1,0.005673,7.651469,[76 20] ; [337  39],[84. 12.] ; [329.  47.],0
a6,1,0.009194,6.784698,[56 40] ; [271 105],[66.50847458 29.49152542] ; [260.49152542 115.50847458],0
d1,1,0.014472,5.979625,[41 55] ; [213 163],[51.66101695 44.33898305] ; [202.33898305 173.66101695],0
n3,1,0.018268,5.570279,[22 15] ; [58 14],[27.1559633  9.8440367] ; [52.8440367 19.1559633],0
u2,1,0.020134,5.400279,[15 25] ; [62 43],[21.24137931 18.75862069] ; [55.75862069 49.24137931],0
r3,1,0.033761,4.506774,[87  9] ; [358  15],[91.08742004  4.91257996] ; [353.91257996  19.08742004],0
b3,1,0.048242,3.901548,[ 8 36] ; [ 76 153],[13.53846154 30.46153846] ; [ 70.46153846 158.53846154],0
b2,1,0.048242,3.901548,[ 8 36] ; [ 76 153],[13.53846154 30.46153846] ; [ 70.46153846 158.53846154],0
p7,1,0.04923,3.867486,[46 50] ; [218 151],[54.50322581 41.49677419] ; [209.49677419 159.50322581],0
d5,1,0.056837,3.627358,[70 26] ; [307  69],[76.6779661 19.3220339] ; [300.3220339  75.6779661],0
r1,1,0.065447,3.393675,[68 26] ; [302  71],[74.47537473 19.52462527] ; [295.52462527  77.47537473],0
v3,1,0.073846,3.195395,[26 66] ; [139 224],[33.36263736 58.63736264] ; [131.63736264 231.36263736],0
s4,1,0.096473,2.762906,[19 77] ; [ 49 325],[13.8893617 82.1106383] ; [ 54.1106383 319.8893617],0
d2,1,0.117492,2.450437,[36 60] ; [174 201],[42.80254777 53.19745223] ; [167.19745223 207.80254777],0
v4,1,0.131795,2.271236,[88  7] ; [357  14],[90.71888412  4.28111588] ; [354.28111588  16.71888412],0
a8,1,0.141681,2.159607,[ 8 79] ; [ 52 287],[12.25352113 74.74647887] ; [ 47.74647887 291.25352113],0
u1,1,0.144675,2.127521,[ 9 87] ; [ 57 319],[13.42372881 82.57627119] ; [ 52.57627119 323.42372881],0
a4,1,0.152872,2.043353,[32 64] ; [155 220],[38.11464968 57.88535032] ; [148.88535032 226.11464968],0
a2,1,0.180818,1.790887,[15 81] ; [ 82 294],[19.72881356 76.27118644] ; [ 77.27118644 298.72881356],0
b5,1,0.203488,1.617158,[64 32] ; [224 152],[58.57627119 37.42372881] ; [229.42372881 146.57627119],0
r2,1,0.222495,1.488204,[86 10] ; [346  25],[88.80513919  7.19486081] ; [343.19486081  27.80513919],0
d4,1,0.250718,1.319298,[72 23] ; [304  71],[76. 19.] ; [300.  75.],0
d3,1,0.253891,1.301767,[60 36] ; [258 118],[64.6779661 31.3220339] ; [253.3220339 122.6779661],0
u3,1,0.263085,1.252453,[19 22] ; [60 46],[22.03401361 18.96598639] ; [56.96598639 49.03401361],0
p3,1,0.312717,1.019167,[36 60] ; [162 213],[40.3566879 55.6433121] ; [157.6433121 217.3566879],0
a7,1,0.341699,0.904047,[66 30] ; [276  99],[69.70700637 26.29299363] ; [272.29299363 102.70700637],0
p12,1,0.365411,0.81921,[ 3 93] ; [ 20 353],[ 4.70788913 91.29211087] ; [ 18.29211087 354.70788913],0
p4,1,0.405381,0.692307,[46 50] ; [197 177],[49.63404255 46.36595745] ; [193.36595745 180.63404255],0
s1,1,0.438442,0.600357,[ 3 91] ; [  7 363],[ 2.02586207 91.97413793] ; [  7.97413793 362.02586207],0
s2,1,0.459943,0.546034,[47 49] ; [166 205],[43.78586724 52.21413276] ; [169.21413276 201.78586724],0
b4,1,0.536589,0.381898,[59 37] ; [218 158],[56.33898305 39.66101695] ; [220.66101695 155.33898305],0
s6,1,0.566168,0.329137,[63 32] ; [233 136],[60.60344828 34.39655172] ; [235.39655172 133.60344828],0
s7,1,0.641578,0.216684,[37 56] ; [152 206],[38.97339246 54.02660754] ; [150.02660754 207.97339246],0
