Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,62.999841,[46 73] ; [133  24],[77.17753623 41.82246377] ; [101.82246377  55.17753623],1
s2,1,1e-06,24.025982,[72 52] ; [137  26],[90.29965157 33.70034843] ; [118.70034843  44.29965157],1
v1,1,1.3e-05,18.944074,[56 66] ; [117  47],[73.7972028 48.2027972] ; [99.2027972 64.7972028],1
s3,1,4.2e-05,16.761273,[70 51] ; [130  32],[85.51236749 35.48763251] ; [114.48763251  47.51236749],1
a5,1,0.000325,12.9222,[87 37] ; [144  21],[99.11418685 24.88581315] ; [131.88581315  33.11418685],1
a3,1,0.000544,11.958333,[84 39] ; [140  24],[96. 27.] ; [128.  36.],1
s6,1,0.00107,10.703088,[95 26] ; [150  13],[104.38380282  16.61619718] ; [140.61619718  22.38380282],0
v3,1,0.001133,10.596826,[40 82] ; [84 77],[53.45583039 68.54416961] ; [70.54416961 90.45583039],0
n5,1,0.001673,9.877764,[85 38] ; [138  25],[95.90559441 27.09440559] ; [127.09440559  35.90559441],0
p7,1,0.002151,9.416152,[74 44] ; [127  33],[85.31654676 32.68345324] ; [115.68345324  44.31654676],0
p10,1,0.002829,8.914304,[96 24] ; [151  13],[104.36619718  15.63380282] ; [142.63380282  21.36619718],0
p6,1,0.003895,8.332082,[44 76] ; [88 75],[55.97173145 64.02826855] ; [76.02826855 86.97173145],0
d1,1,0.003906,8.327064,[70 54] ; [120  45],[81.52249135 42.47750865] ; [108.47750865  56.52249135],0
v4,1,0.004578,8.039135,[115   8] ; [163   1],[119.14285714   3.85714286] ; [158.85714286   5.14285714],0
p9,1,0.006318,7.457382,[98 20] ; [154  11],[105.07420495  12.92579505] ; [146.92579505  18.07420495],0
r4,1,0.007616,7.121597,[112  12] ; [161   4],[117.1349481   6.8650519] ; [155.8650519   9.1349481],0
p8,1,0.011164,6.438998,[60 60] ; [106  57],[70.38869258 49.61130742] ; [95.61130742 67.38869258],0
r1,1,0.019244,5.479205,[98 25] ; [146  17],[104.93706294  18.06293706] ; [139.06293706  23.93706294],0
a6,1,0.022319,5.220738,[70 54] ; [114  50],[79.22222222 44.77777778] ; [104.77777778  59.22222222],0
u1,1,0.024724,5.043134,[ 20 104] ; [ 45 120],[27.88927336 96.11072664] ; [ 37.11072664 127.88927336],0
b4,1,0.044803,4.026026,[85 39] ; [94 71],[76.80276817 47.19723183] ; [102.19723183  62.80276817],0
d5,1,0.045173,4.012152,[99 25] ; [145  19],[105.05555556  18.94444444] ; [138.94444444  25.05555556],0
v2,1,0.051085,3.805498,[64 58] ; [103  58],[71.99293286 50.00706714] ; [95.00706714 65.99293286],0
b1,1,0.054307,3.703238,[41 83] ; [73 92],[48.91349481 75.08650519] ; [65.08650519 99.91349481],0
n1,1,0.075689,3.155122,[ 9 16] ; [24 17],[12.5 12.5] ; [20.5 20.5],0
n4,1,0.092108,2.837146,[90 34] ; [132  31],[95.91637631 28.08362369] ; [126.08362369  36.91637631],0
a2,1,0.092924,2.822983,[28 96] ; [ 52 113],[34.32525952 89.67474048] ; [ 45.67474048 119.32525952],0
b2,1,0.111309,2.535536,[26 47] ; [50 55],[31.16853933 41.83146067] ; [44.83146067 60.16853933],0
b3,1,0.111309,2.535536,[26 47] ; [50 55],[31.16853933 41.83146067] ; [44.83146067 60.16853933],0
p4,1,0.113474,2.505154,[74 47] ; [115  49],[80.24210526 40.75789474] ; [108.75789474  55.24210526],0
d2,1,0.130155,2.290649,[60 62] ; [96 69],[66.31358885 55.68641115] ; [89.68641115 75.31358885],0
p3,1,0.147079,2.102288,[65 57] ; [102  63],[70.98954704 51.01045296] ; [96.01045296 68.98954704],0
r3,1,0.14834,2.089239,[115   7] ; [161   4],[117.32404181   4.67595819] ; [158.67595819   6.32404181],0
u3,1,0.2386,1.388847,[23 17] ; [18  7],[25.23076923 14.76923077] ; [15.76923077  9.23076923],0
d3,1,0.249114,1.328267,[84 40] ; [122  43],[88.38754325 35.61245675] ; [117.61245675  47.38754325],0
