Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,135.466132,[226  60] ; [ 82 191],[157.58139535 128.41860465] ; [150.41860465 122.58139535],1
s2,1,0.0,82.979015,[216  79] ; [100 182],[161.55979203 133.44020797] ; [154.44020797 127.55979203],1
s3,1,0.0,69.29887,[217  76] ; [111 169],[167.72076789 125.27923211] ; [160.27923211 119.72076789],1
s6,1,0.0,58.817144,[251  41] ; [158 119],[209.89103691  82.10896309] ; [199.10896309  77.89103691],1
s5,1,0.0,29.166413,[141 143] ; [ 75 199],[109.93548387 174.06451613] ; [106.06451613 167.93548387],1
p6,1,2e-05,18.230096,[145 150] ; [ 89 192],[119.84375 175.15625] ; [114.15625 166.84375],1
d2,1,5.6e-05,16.230212,[194 103] ; [138 145],[170.00689655 126.99310345] ; [161.99310345 121.00689655],1
v1,1,0.000301,13.062226,[187  99] ; [140 138],[165.81914894 120.18085106] ; [161.18085106 116.81914894],1
d1,1,0.000574,11.859966,[220  77] ; [173 112],[200.55154639  96.44845361] ; [192.44845361  92.55154639],1
p3,1,0.000777,11.295386,[186 111] ; [138 145],[165.91034483 131.08965517] ; [158.08965517 124.91034483],1
p7,1,0.000937,10.948497,[212  75] ; [171 110],[193.52288732  93.47711268] ; [189.47711268  91.52288732],1
v3,1,0.001107,10.639401,[138 147] ; [ 95 178],[119.00537634 165.99462366] ; [113.99462366 159.00537634],0
b2,1,0.00155,10.017827,[102 107] ; [ 50 105],[ 87.27472527 121.72527473] ; [64.72527473 90.27472527],0
b3,1,0.00155,10.017827,[102 107] ; [ 50 105],[ 87.27472527 121.72527473] ; [64.72527473 90.27472527],0
u4,1,0.001888,9.655133,[ 15 282] ; [  2 282],[  8.69018933 288.30981067] ; [  8.30981067 275.69018933],0
a3,1,0.002129,9.435028,[254  42] ; [216  69],[239.44922547  56.55077453] ; [230.55077453  54.44922547],0
p4,1,0.00343,8.563181,[210  86] ; [168 115],[193.24352332 102.75647668] ; [184.75647668  98.24352332],0
u1,1,0.006538,7.395612,[ 80 217] ; [ 50 235],[ 66.34020619 230.65979381] ; [ 63.65979381 221.34020619],0
p12,1,0.012914,6.180912,[ 38 257] ; [ 19 264],[ 29.0916955 265.9083045] ; [ 27.9083045 255.0916955],0
r1,1,0.013949,6.044618,[257  38] ; [225  58],[246.00346021  48.99653979] ; [235.99653979  47.00346021],0
a8,1,0.018322,5.565113,[ 51 222] ; [ 29 227],[ 41.28544423 231.71455577] ; [ 38.71455577 217.28544423],0
v4,1,0.032857,4.553203,[288   8] ; [264  18],[282.68512111  13.31487889] ; [269.31487889  12.68512111],0
n4,1,0.034095,4.489938,[250  45] ; [222  63],[240.06896552  54.93103448] ; [231.93103448  53.06896552],0
r4,1,0.036448,4.376025,[279  18] ; [254  31],[271.99484536  25.00515464] ; [261.00515464  23.99484536],0
p5,1,0.055097,3.679142,[ 47 247] ; [ 30 254],[ 39.16608997 254.83391003] ; [ 37.83391003 246.16608997],0
d5,1,0.076403,3.139814,[263  33] ; [238  46],[255.68275862  40.31724138] ; [245.31724138  38.68275862],0
n5,1,0.090411,2.867034,[241  53] ; [215  67],[232.75  61.25] ; [223.25  58.75],0
a7,1,0.09068,2.862259,[211  86] ; [220  65],[219.94329897  77.05670103] ; [211.05670103  73.94329897],0
r2,1,0.092262,2.834461,[283  10] ; [261  18],[278.65734266  14.34265734] ; [265.34265734  13.65734266],0
a6,1,0.094933,2.788667,[208  88] ; [217  67],[216.89655172  79.10344828] ; [208.10344828  75.89655172],0
r3,1,0.105918,2.614092,[289   8] ; [267  15],[285.20207254  11.79792746] ; [270.79792746  11.20207254],0
p8,1,0.112798,2.514576,[173 119] ; [148 133],[163.58115183 128.41884817] ; [157.41884817 123.58115183],0
n1,1,0.118994,2.430514,[29 35] ; [19 41],[24.77419355 39.22580645] ; [23.22580645 36.77419355],0
n6,1,0.151887,2.053197,[263  31] ; [242  41],[257.31369151  36.68630849] ; [247.68630849  35.31369151],0
a2,1,0.176348,1.828132,[102 195] ; [ 83 202],[ 94.40721649 202.59278351] ; [ 90.59278351 194.40721649],0
d4,1,0.194774,1.681131,[262  34] ; [241  43],[256.70344828  39.29655172] ; [246.29655172  37.70344828],0
u3,1,0.201833,1.629064,[29 14] ; [37 30],[25.8 17.2] ; [40.2 26.8],0
n3,1,0.213135,1.55,[45 19] ; [48 12],[48. 16.] ; [45. 15.],0
n2,1,0.268686,1.223442,[46 18] ; [49 12],[48.64 15.36] ; [46.36 14.64],0
v2,1,0.319504,0.990978,[180 106] ; [160 112],[174.26523297 111.73476703] ; [165.73476703 106.26523297],0
p10,1,0.356699,0.849483,[275  21] ; [257  26],[271.97236615  24.02763385] ; [260.02763385  22.97236615],0
s4,1,0.37231,0.79594,[ 55 241] ; [ 44 235],[ 50.96347826 245.03652174] ; [ 48.03652174 230.96347826],0
a4,1,0.479156,0.500784,[165 132] ; [150 135],[160.74742268 136.25257732] ; [154.25257732 130.74742268],0
b1,1,0.634082,0.226566,[113 184] ; [103 182],[110.22680412 186.77319588] ; [105.77319588 179.22680412],0
b5,1,0.652663,0.202559,[178 119] ; [176 109],[180.64948454 116.35051546] ; [173.35051546 111.64948454],0
p2,1,0.713488,0.134818,[255  41] ; [245  36],[256.49913345  39.50086655] ; [243.50086655  37.49913345],0
p11,1,0.73857,0.111388,[249  48] ; [236  49],[247.5  49.5] ; [237.5  47.5],0
s1,1,0.746619,0.104394,[  7 285] ; [  8 275],[  7.6173913 284.3826087] ; [  7.3826087 275.6173913],0
p1,1,0.765793,0.088734,[ 27 268] ; [ 24 260],[ 25.98445596 269.01554404] ; [ 25.01554404 258.98445596],0
u2,1,0.815106,0.054683,[25 18] ; [38 30],[24.40540541 18.59459459] ; [38.59459459 29.40540541],0
d3,1,0.826024,0.048314,[213  84] ; [206  78],[214.18760757  82.81239243] ; [204.81239243  79.18760757],0
a1,1,0.901374,0.015358,[ 17 280] ; [ 17 268],[ 17.35051546 279.64948454] ; [ 16.64948454 268.35051546],0
b4,1,0.928298,0.008098,[172 125] ; [164 121],[171.46391753 125.53608247] ; [164.53608247 120.46391753],0
