Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1.9e-05,18.289709,[99 15] ; [27 21],[88.66666667 25.33333333] ; [37.33333333 10.66666667],1
p10,1,0.000174,14.08918,[92 24] ; [24 24],[82.04878049 33.95121951] ; [33.95121951 14.04878049],1
p2,1,0.000918,10.98679,[92 25] ; [26 23],[83.1686747 33.8313253] ; [34.8313253 14.1686747],1
n4,1,0.007109,7.245207,[91 26] ; [28 21],[83.87349398 33.12650602] ; [35.12650602 13.87349398],0
n5,1,0.010969,6.470324,[81 35] ; [24 25],[73.81818182 42.18181818] ; [31.18181818 17.81818182],0
r3,1,0.013535,6.097739,[114   2] ; [44  5],[111.07878788   4.92121212] ; [46.92121212  2.07878788],0
p12,1,0.026107,4.948894,[ 16 101] ; [ 1 47],[ 12.05454545 104.94545455] ; [ 4.94545455 43.05454545],0
b1,1,0.027723,4.845185,[32 85] ; [22 27],[38.06024096 78.93975904] ; [15.93975904 33.06024096],0
n3,1,0.031833,4.607447,[24  4] ; [11  8],[20.85106383  7.14893617] ; [14.14893617  4.85106383],0
s4,1,0.034894,4.450346,[ 12 104] ; [11 37],[16.26829268 99.73170732] ; [ 6.73170732 41.26829268],0
n2,1,0.068186,3.326162,[23  5] ; [11  8],[20.25531915  7.74468085] ; [13.74468085  5.25531915],0
n6,1,0.069381,3.297611,[98 19] ; [35 14],[93.74096386 23.25903614] ; [39.25903614  9.74096386],0
a8,1,0.086534,2.937695,[12 93] ; [ 1 40],[ 9.34931507 95.65068493] ; [ 3.65068493 37.34931507],0
v1,1,0.09177,2.843056,[68 43] ; [23 26],[63.13125 47.86875] ; [27.86875 21.13125],0
a6,1,0.166176,1.917106,[80 37] ; [28 21],[76.12048193 40.87951807] ; [31.87951807 17.12048193],0
d5,1,0.170884,1.875173,[95 22] ; [44  5],[97.96987952 19.03012048] ; [41.03012048  7.96987952],0
a4,1,0.198255,1.655185,[47 70] ; [25 24],[50.74698795 66.25301205] ; [21.25301205 27.74698795],0
a5,1,0.20396,1.613791,[92 25] ; [34 15],[88.80722892 28.19277108] ; [37.19277108 11.80722892],0
r4,1,0.213942,1.544546,[100  17] ; [38 11],[97.26506024 19.73493976] ; [40.73493976  8.26506024],0
b3,1,0.238144,1.391547,[30 38] ; [ 8 18],[27.4893617 40.5106383] ; [10.5106383 15.4893617],0
b2,1,0.238144,1.391547,[30 38] ; [ 8 18],[27.4893617 40.5106383] ; [10.5106383 15.4893617],0
b4,1,0.277155,1.180988,[75 42] ; [27 22],[71.89156627 45.10843373] ; [30.10843373 18.89156627],0
a1,1,0.279396,1.170027,[  7 110] ; [ 1 48],[  5.63855422 111.36144578] ; [ 2.36144578 46.63855422],0
d4,1,0.303935,1.056851,[97 19] ; [44  5],[99.12727273 16.87272727] ; [41.87272727  7.12727273],0
s5,1,0.325667,0.966052,[25 84] ; [14 32],[27.42580645 81.57419355] ; [11.57419355 34.42580645],0
a2,1,0.335453,0.927733,[21 96] ; [12 37],[23.25903614 93.74096386] ; [ 9.74096386 39.25903614],0
s3,1,0.347506,0.882544,[58 56] ; [21 28],[55.25153374 58.74846626] ; [23.74846626 25.25153374],0
u1,1,0.349242,0.876208,[ 17 100] ; [10 39],[19.03012048 97.96987952] ; [ 7.96987952 41.03012048],0
p5,1,0.366635,0.815037,[  6 111] ; [ 1 48],[  4.93373494 112.06626506] ; [ 2.06626506 46.93373494],0
p6,1,0.458944,0.548468,[19 97] ; [10 37],[20.63803681 95.36196319] ; [ 8.36196319 38.63803681],0
s7,1,0.480883,0.496859,[44 68] ; [20 24],[45.94871795 66.05128205] ; [18.05128205 25.94871795],0
p4,1,0.566877,0.327935,[54 63] ; [25 24],[55.68072289 61.31927711] ; [23.31927711 25.68072289],0
v3,1,0.572314,0.318826,[57 58] ; [21 26],[55.37037037 59.62962963] ; [22.62962963 24.37037037],0
r2,1,0.58626,0.296224,[106  10] ; [46  3],[106.86060606   9.13939394] ; [45.13939394  3.86060606],0
s2,1,0.683018,0.166748,[53 61] ; [24 24],[54.18518519 59.81481481] ; [22.81481481 25.18518519],0
a7,1,0.686544,0.162852,[89 27] ; [39 10],[89.98787879 26.01212121] ; [38.01212121 10.98787879],0
v4,1,0.707037,0.141254,[105  12] ; [43  6],[104.31325301  12.68674699] ; [43.68674699  5.31325301],0
s6,1,0.715698,0.132652,[73 43] ; [31 16],[74.01226994 41.98773006] ; [29.98773006 17.01226994],0
n1,1,0.738643,0.111323,[ 9 19] ; [ 7 12],[ 9.53191489 18.46808511] ; [ 6.46808511 12.53191489],0
b5,1,0.801213,0.063392,[74 43] ; [32 17],[74.71084337 42.28915663] ; [31.28915663 17.71084337],0
d2,1,0.812303,0.056385,[61 54] ; [25 24],[60.30487805 54.69512195] ; [25.69512195 23.30487805],0
d3,1,0.813998,0.055353,[79 38] ; [34 15],[79.64457831 37.35542169] ; [33.35542169 15.64457831],0
u4,1,0.84106,0.040216,[  3 114] ; [ 1 48],[  2.81927711 114.18072289] ; [ 1.18072289 47.81927711],0
u2,1,0.851205,0.035186,[20 15] ; [9 6],[20.3 14.7] ; [8.7 6.3],0
