Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,31.940453,[ 33 109] ; [41 23],[51.00970874 90.99029126] ; [22.99029126 41.00970874],1
s6,1,0.0,30.414041,[65 85] ; [56 11],[83.640553 66.359447] ; [37.359447 29.640553],1
s2,1,1e-06,23.644514,[ 47 104] ; [45 23],[63.43378995 87.56621005] ; [28.56621005 39.43378995],1
a8,1,7.3e-05,15.724112,[  2 136] ; [10 54],[  8.1980198 129.8019802] ; [ 3.8019802 60.1980198],1
p9,1,0.000285,13.16821,[94 54] ; [58  8],[105.12149533  42.87850467] ; [46.87850467 19.12149533],1
p10,1,0.000477,12.203587,[85 65] ; [53 12],[96.27906977 53.72093023] ; [41.72093023 23.27906977],1
s3,1,0.000798,11.246404,[59 88] ; [44 24],[70.42325581 76.57674419] ; [32.57674419 35.42325581],1
u1,1,0.001397,10.209555,[ 12 139] ; [16 52],[ 19.30593607 131.69406393] ; [ 8.69406393 59.30593607],0
p6,1,0.001938,9.606913,[ 28 117] ; [26 40],[ 37.10900474 107.89099526] ; [16.89099526 49.10900474],0
r4,1,0.002856,8.897222,[114  37] ; [63  5],[122.04109589  28.95890411] ; [54.95890411 13.04109589],0
p1,1,0.006014,7.546146,[  4 145] ; [ 8 59],[  8.27777778 140.72222222] ; [ 3.72222222 63.27777778],0
p3,1,0.00677,7.332934,[50 99] ; [36 32],[59.05069124 89.94930876] ; [26.94930876 41.05069124],0
d2,1,0.008691,6.885309,[60 91] ; [40 28],[68.94977169 82.05022831] ; [31.05022831 36.94977169],0
s5,1,0.009315,6.76135,[ 36 109] ; [27 36],[ 43.91826923 101.08173077] ; [19.08173077 43.91826923],0
u2,1,0.009822,6.666857,[30 23] ; [17  2],[34.59722222 18.40277778] ; [12.40277778  6.59722222],0
v4,1,0.010394,6.566073,[128  22] ; [66  2],[133.48623853  16.51376147] ; [60.51376147  7.48623853],0
p4,1,0.015538,5.854424,[55 94] ; [37 31],[63.17050691 85.82949309] ; [28.82949309 39.17050691],0
v3,1,0.019977,5.413943,[ 34 109] ; [25 38],[ 40.95631068 102.04368932] ; [18.04368932 44.95631068],0
u3,1,0.020728,5.349524,[29 23] ; [17  3],[33.22222222 18.77777778] ; [12.77777778  7.22222222],0
p7,1,0.021415,5.292737,[69 81] ; [41 24],[76.74418605 73.25581395] ; [33.25581395 31.74418605],0
p11,1,0.047054,3.94344,[90 61] ; [50 18],[96.52968037 54.47031963] ; [43.47031963 24.52968037],0
s4,1,0.051706,3.785267,[ 25 126] ; [19 49],[ 30.33789954 120.66210046] ; [13.66210046 54.33789954],0
p2,1,0.057646,3.603837,[102  47] ; [55 13],[107.80184332  41.19815668] ; [49.19815668 18.80184332],0
v1,1,0.073161,3.210637,[51 96] ; [31 34],[56.85849057 90.14150943] ; [25.14150943 39.85849057],0
p5,1,0.081146,3.0418,[  5 145] ; [ 6 61],[  7.60368664 142.39631336] ; [ 3.39631336 63.60368664],0
r3,1,0.095783,2.774399,[137  14] ; [66  2],[139.96803653  11.03196347] ; [63.03196347  4.96803653],0
n4,1,0.110639,2.545075,[56 95] ; [33 35],[61.3652968 89.6347032] ; [27.6347032 40.3652968],0
a2,1,0.132065,2.268065,[ 21 130] ; [15 53],[ 24.82191781 126.17808219] ; [11.17808219 56.82191781],0
d3,1,0.139696,2.181306,[113  38] ; [57 11],[117.21461187  33.78538813] ; [52.78538813 15.21461187],0
d1,1,0.150878,2.063354,[89 62] ; [47 21],[93.7716895 57.2283105] ; [42.2283105 25.7716895],0
v2,1,0.156906,2.003798,[72 73] ; [38 25],[76.68269231 68.31730769] ; [33.31730769 29.68269231],0
a5,1,0.186978,1.741268,[95 56] ; [49 19],[99.28767123 51.71232877] ; [44.71232877 23.28767123],0
p12,1,0.236908,1.398901,[  4 145] ; [ 4 63],[  5.51851852 143.48148148] ; [ 2.48148148 64.51851852],0
p8,1,0.24374,1.358833,[53 95] ; [30 38],[56.87037037 91.12962963] ; [26.12962963 41.87037037],0
d5,1,0.253094,1.306146,[124  27] ; [60  8],[126.86757991  24.13242009] ; [57.13242009 10.86757991],0
a1,1,0.289395,1.122435,[  6 145] ; [ 5 63],[  7.58447489 143.41552511] ; [ 3.41552511 64.58447489],0
b2,1,0.299557,1.076165,[21 51] ; [18 29],[23.59663866 48.40336134] ; [15.40336134 31.59663866],0
b3,1,0.299557,1.076165,[21 51] ; [18 29],[23.59663866 48.40336134] ; [15.40336134 31.59663866],0
a4,1,0.316999,1.00129,[58 93] ; [31 37],[61.3652968 89.6347032] ; [27.6347032 40.3652968],0
r2,1,0.317086,1.000928,[130  18] ; [61  5],[132.09345794  15.90654206] ; [58.90654206  7.09345794],0
r1,1,0.355067,0.855265,[108  42] ; [53 15],[110.77981651  39.22018349] ; [50.22018349 17.77981651],0
a3,1,0.390748,0.736613,[97 53] ; [48 20],[99.7706422 50.2293578] ; [45.2293578 22.7706422],0
b5,1,0.488723,0.479336,[88 63] ; [43 25],[90.32420091 60.67579909] ; [40.67579909 27.32420091],0
n1,1,0.583972,0.299857,[12 36] ; [ 6 13],[12.89552239 35.10447761] ; [ 5.10447761 13.89552239],0
n6,1,0.602276,0.271577,[89 62] ; [42 25],[90.73853211 60.26146789] ; [40.26146789 26.73853211],0
n3,1,0.654046,0.200837,[32 15] ; [14  5],[32.75757576 14.24242424] ; [13.24242424  5.75757576],0
s1,1,0.695941,0.152729,[  7 144] ; [ 4 64],[  7.58447489 143.41552511] ; [ 3.41552511 64.58447489],0
b4,1,0.727769,0.12117,[94 57] ; [44 24],[95.15068493 55.84931507] ; [42.84931507 25.15068493],0
n2,1,0.774402,0.082152,[29 18] ; [11  8],[28.48484848 18.51515152] ; [11.51515152  7.48484848],0
a7,1,0.794921,0.067561,[113  38] ; [52 16],[113.76712329  37.23287671] ; [51.23287671 16.76712329],0
a6,1,0.945205,0.004724,[94 57] ; [42 26],[93.7716895 57.2283105] ; [42.2283105 25.7716895],0
b1,1,0.963642,0.002078,[56 95] ; [25 43],[55.84931507 95.15068493] ; [25.15068493 42.84931507],0
