Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000239,13.49483,[ 19 152] ; [34 88],[ 30.93174061 140.06825939] ; [22.06825939 99.93174061],1
r1,1,0.003105,8.744777,[114  59] ; [101  23],[125.23569024  47.76430976] ; [89.76430976 34.23569024],0
s5,1,0.010542,6.540984,[ 50 120] ; [52 66],[ 60.20833333 109.79166667] ; [41.79166667 76.20833333],0
s8,1,0.01334,6.123437,[ 63 110] ; [63 61],[73.39393939 99.60606061] ; [52.60606061 71.39393939],0
n5,1,0.017155,5.680424,[119  53] ; [101  23],[127.83783784  44.16216216] ; [92.16216216 31.83783784],0
b1,1,0.023175,5.155324,[ 61 112] ; [60 64],[ 70.48148148 102.51851852] ; [50.51851852 73.48148148],0
s6,1,0.032478,4.573063,[104  65] ; [89 32],[112.47241379  56.52758621] ; [80.52758621 40.47241379],0
a1,1,0.033756,4.507035,[  3 170] ; [  8 116],[  6.40740741 166.59259259] ; [  4.59259259 119.40740741],0
p9,1,0.041374,4.160632,[154  18] ; [119   5],[158.63513514  13.36486486] ; [114.36486486   9.63513514],0
p12,1,0.049559,3.856313,[  6 166] ; [ 11 113],[  9.87837838 162.12162162] ; [  7.12162162 116.87837838],0
p4,1,0.059233,3.558718,[95 77] ; [82 42],[102.85135135  69.14864865] ; [74.14864865 49.85135135],0
a3,1,0.059604,3.548363,[107  66] ; [89 34],[114.55405405  58.44594595] ; [81.44594595 41.55405405],0
u3,1,0.063111,3.453689,[32 33] ; [24 11],[36.4 28.6] ; [19.6 15.4],0
p5,1,0.063538,3.442542,[ 15 158] ; [ 19 102],[ 20.00680272 152.99319728] ; [ 13.99319728 107.00680272],0
b3,1,0.075954,3.149426,[26 63] ; [35 48],[31.56395349 57.43604651] ; [29.43604651 53.56395349],0
b2,1,0.075954,3.149426,[26 63] ; [35 48],[31.56395349 57.43604651] ; [29.43604651 53.56395349],0
p8,1,0.092801,2.825094,[87 86] ; [74 49],[94.09797297 78.90202703] ; [66.90202703 56.09797297],0
n4,1,0.098784,2.725065,[122  51] ; [98 26],[128.14814815  44.85185185] ; [91.85185185 32.14814815],0
r2,1,0.106626,2.603526,[154  17] ; [118   6],[157.66779661  13.33220339] ; [114.33220339   9.66779661],0
p3,1,0.111641,2.530842,[ 72 100] ; [63 60],[78.71186441 93.28813559] ; [56.28813559 66.71186441],0
d5,1,0.121671,2.395674,[125  47] ; [99 24],[130.60338983  41.39661017] ; [93.39661017 29.60338983],0
s2,1,0.131415,2.275706,[81 92] ; [68 54],[87.37966102 85.62033898] ; [61.62033898 60.37966102],0
r4,1,0.147744,2.09539,[143  30] ; [110  14],[147.37037037  25.62962963] ; [105.62962963  18.37037037],0
a5,1,0.167733,1.90309,[111  62] ; [89 35],[116.4983165  56.5016835] ; [83.5016835 40.4983165],0
p7,1,0.21444,1.541196,[99 69] ; [80 41],[104.05536332  63.94463668] ; [74.94463668 46.05536332],0
a7,1,0.22605,1.465543,[112  60] ; [89 35],[116.7972973  55.2027027] ; [84.2027027 39.7972973],0
b5,1,0.237787,1.393666,[97 76] ; [78 46],[101.93602694  71.06397306] ; [73.06397306 50.93602694],0
n2,1,0.285419,1.141106,[33 14] ; [22  5],[34.93243243 12.06756757] ; [20.06756757  6.93243243],0
n1,1,0.312361,1.020665,[17 30] ; [13 14],[19.05405405 27.94594595] ; [10.94594595 16.05405405],0
a6,1,0.338988,0.914255,[114  59] ; [75 49],[110.09090909  62.90909091] ; [78.90909091 45.09090909],0
p6,1,0.375982,0.7838,[ 59 113] ; [48 74],[ 62.59863946 109.40136054] ; [44.40136054 77.59863946],0
a4,1,0.383724,0.758737,[ 68 105] ; [55 69],[ 71.64646465 101.35353535] ; [51.35353535 72.64646465],0
d2,1,0.40642,0.68925,[ 68 104] ; [55 69],[ 71.47297297 100.52702703] ; [51.52702703 72.47297297],0
n3,1,0.411652,0.674023,[35 12] ; [17  9],[33.47945205 13.52054795] ; [18.52054795  7.47945205],0
s7,1,0.46103,0.543393,[77 92] ; [58 58],[80.05263158 88.94736842] ; [54.94736842 61.05263158],0
s3,1,0.482662,0.492842,[93 79] ; [71 51],[95.94557823 76.05442177] ; [68.05442177 53.94557823],0
a2,1,0.510584,0.432871,[ 31 142] ; [26 98],[ 33.2020202 139.7979798] ; [ 23.7979798 100.2020202],0
u1,1,0.549683,0.357886,[ 21 152] ; [ 18 106],[ 22.71717172 150.28282828] ; [ 16.28282828 107.71717172],0
d1,1,0.563413,0.333829,[89 84] ; [68 56],[91.45117845 81.54882155] ; [65.54882155 58.45117845],0
