Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,37.314597,[58 49] ; [ 21 107],[35.97021277 71.02978723] ; [43.02978723 84.97021277],1
v1,1,0.0,28.450615,[68 39] ; [38 93],[47.65546218 59.34453782] ; [58.34453782 72.65546218],1
a3,1,0.008518,6.921099,[61 49] ; [50 80],[50.875 59.125] ; [60.125 69.875],0
d3,1,0.01362,6.086757,[74 36] ; [67 63],[64.625 45.375] ; [76.375 53.625],0
p11,1,0.021588,5.278658,[90 20] ; [91 41],[82.27272727 27.72727273] ; [98.72727273 33.27272727],0
b5,1,0.022144,5.234418,[61 49] ; [92 40],[69.54545455 40.45454545] ; [83.45454545 48.54545455],0
d1,1,0.02591,4.96203,[44 66] ; [35 97],[35.90909091 74.09090909] ; [43.09090909 88.90909091],0
s8,1,0.037135,4.34422,[43 67] ; [35 97],[35.45454545 74.54545455] ; [42.54545455 89.45454545],0
p7,1,0.037338,4.334917,[71 35] ; [68 59],[63.2360515 42.7639485] ; [75.7639485 51.2360515],0
n4,1,0.042631,4.109994,[75 34] ; [74 58],[67.39004149 41.60995851] ; [81.60995851 50.39004149],0
d4,1,0.075312,3.163281,[84 26] ; [87 45],[77.72727273 32.27272727] ; [93.27272727 38.72727273],0
d5,1,0.079366,3.077832,[79 31] ; [80 51],[72.57261411 37.42738589] ; [86.42738589 44.57261411],0
a4,1,0.09421,2.800926,[25 85] ; [ 19 113],[20. 90.] ; [ 24. 108.],0
b1,1,0.100404,2.699111,[33 77] ; [53 79],[39.09090909 70.90909091] ; [46.90909091 85.09090909],0
s6,1,0.101198,2.686557,[68 37] ; [71 60],[61.84322034 43.15677966] ; [77.15677966 53.84322034],0
p10,1,0.119041,2.429891,[80 26] ; [86 44],[74.55932203 31.44067797] ; [91.44067797 38.55932203],0
p5,1,0.131932,2.269627,[15 94] ; [ 10 119],[11.44957983 97.55042017] ; [ 13.55042017 115.44957983],0
r1,1,0.159947,1.974729,[77 33] ; [81 51],[71.81818182 38.18181818] ; [86.18181818 45.81818182],0
n3,1,0.175334,1.836735,[22  6] ; [20 12],[19.6  8.4] ; [22.4  9.6],0
p12,1,0.178092,1.813475,[  6 101] ; [  3 129],[  4.0292887 102.9707113] ; [  4.9707113 127.0292887],0
n6,1,0.192356,1.699482,[90 18] ; [101  31],[85.95 22.05] ; [105.05  26.95],0
s1,1,0.221561,1.494229,[  3 105] ; [  8 123],[  4.9707113 103.0292887] ; [  6.0292887 124.9707113],0
p6,1,0.247662,1.336442,[39 66] ; [39 91],[34.85106383 70.14893617] ; [43.14893617 86.85106383],0
d2,1,0.284097,1.147386,[28 82] ; [ 26 106],[24.54545455 85.45454545] ; [ 29.45454545 102.54545455],0
b4,1,0.331596,0.942653,[66 44] ; [71 61],[62.27272727 47.72727273] ; [74.72727273 57.27272727],0
u3,1,0.386654,0.749439,[24 25] ; [46 35],[26.38461538 22.61538462] ; [43.61538462 37.38461538],0
u2,1,0.40092,0.705566,[23 25] ; [45 36],[25.30232558 22.69767442] ; [42.69767442 38.30232558],0
p9,1,0.406298,0.689609,[83 24] ; [94 35],[80.25 26.75] ; [96.75 32.25],0
a8,1,0.446167,0.58037,[12 93] ; [ 18 103],[13.9380531 91.0619469] ; [ 16.0619469 104.9380531],0
n2,1,0.481352,0.495798,[18  9] ; [24  8],[19.22033898  7.77966102] ; [22.77966102  9.22033898],0
a6,1,0.495925,0.463646,[59 51] ; [65 67],[56.36363636 53.63636364] ; [67.63636364 64.36363636],0
a7,1,0.502071,0.450557,[76 33] ; [86 45],[73.575 35.425] ; [88.425 42.575],0
n5,1,0.512892,0.428162,[72 36] ; [82 49],[69.58995816 38.41004184] ; [84.41004184 46.58995816],0
r4,1,0.514254,0.425401,[95 15] ; [110  22],[93.18181818 16.81818182] ; [111.81818182  20.18181818],0
