Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.007345,7.186667,[ 4 23] ; [4 2],[ 6.54545455 20.45454545] ; [1.45454545 4.54545455],0
s8,1,0.007345,7.186667,[ 4 23] ; [4 2],[ 6.54545455 20.45454545] ; [1.45454545 4.54545455],0
p1,1,0.022395,5.214815,[ 1 26] ; [2 4],[ 2.45454545 24.54545455] ; [0.54545455 5.45454545],0
a3,1,0.047104,3.941679,[10 16] ; [5 1],[12.1875 13.8125] ; [2.8125 3.1875],0
s1,1,0.078403,3.097701,[ 2 25] ; [2 4],[ 3.27272727 23.72727273] ; [0.72727273 5.27272727],0
a5,1,0.088029,2.910053,[ 8 19] ; [4 2],[ 9.81818182 17.18181818] ; [2.18181818 3.81818182],0
b3,1,0.109984,2.554444,[ 2 13] ; [2 2],[ 3.15789474 11.84210526] ; [0.84210526 3.15789474],0
b2,1,0.109984,2.554444,[ 2 13] ; [2 2],[ 3.15789474 11.84210526] ; [0.84210526 3.15789474],0
p9,1,0.137916,2.201058,[13 13] ; [5 1],[14.625 11.375] ; [3.375 2.625],0
d4,1,0.184075,1.764411,[10 17] ; [4 2],[11.45454545 15.54545455] ; [2.54545455 3.45454545],0
p10,1,0.184963,1.757293,[14 12] ; [5 1],[15.4375 10.5625] ; [3.5625 2.4375],0
n3,1,0.200441,1.639156,[8 5] ; [1 3],[6.88235294 6.11764706] ; [2.11764706 1.88235294],0
n6,1,0.243839,1.35826,[14 13] ; [4 1],[15.1875 11.8125] ; [2.8125 2.1875],0
n5,1,0.267505,1.229497,[16 11] ; [5 1],[17.18181818  9.81818182] ; [3.81818182 2.18181818],0
s4,1,0.287416,1.131687,[ 4 23] ; [2 4],[ 4.90909091 22.09090909] ; [1.09090909 4.90909091],0
n4,1,0.324534,0.970588,[12 15] ; [4 2],[13.09090909 13.90909091] ; [2.90909091 3.09090909],0
b4,1,0.324534,0.970588,[15 12] ; [2 4],[13.90909091 13.09090909] ; [3.09090909 2.90909091],0
s2,1,0.338352,0.916667,[ 8 19] ; [3 3],[ 9. 18.] ; [2. 4.],0
a7,1,0.338352,0.916667,[10 17] ; [1 5],[ 9. 18.] ; [2. 4.],0
s6,1,0.442695,0.589286,[ 9 18] ; [3 3],[ 9.81818182 17.18181818] ; [2.18181818 3.81818182],0
v3,1,0.47546,0.509259,[ 2 25] ; [1 5],[ 2.45454545 24.54545455] ; [0.54545455 5.45454545],0
p8,1,0.4829,0.492308,[ 9 17] ; [3 3],[ 9.75 16.25] ; [2.25 3.75],0
p7,1,0.509756,0.434568,[13 14] ; [2 4],[12.27272727 14.72727273] ; [2.72727273 3.27272727],0
p2,1,0.509756,0.434568,[14 13] ; [4 2],[14.72727273 12.27272727] ; [3.27272727 2.72727273],0
s3,1,0.565659,0.33,[ 6 21] ; [2 4],[ 6.54545455 20.45454545] ; [1.45454545 4.54545455],0
n1,1,0.622252,0.242716,[5 8] ; [1 3],[4.58823529 8.41176471] ; [1.41176471 2.58823529],0
n2,1,0.681777,0.168132,[8 5] ; [2 2],[7.64705882 5.35294118] ; [2.35294118 1.64705882],0
a1,1,0.706063,0.142241,[ 3 24] ; [1 5],[ 3.27272727 23.72727273] ; [0.72727273 5.27272727],0
v1,1,0.71249,0.135802,[ 7 20] ; [2 4],[ 7.36363636 19.63636364] ; [1.63636364 4.36363636],0
b1,1,0.736956,0.112821,[16 11] ; [4 2],[16.36363636 10.63636364] ; [3.63636364 2.36363636],0
p11,1,0.804748,0.061111,[15 12] ; [3 3],[14.72727273 12.27272727] ; [3.27272727 2.72727273],0
r3,1,0.815076,0.054701,[16 10] ; [4 2],[16.25  9.75] ; [3.75 2.25],0
d3,1,0.858282,0.031884,[ 8 19] ; [2 4],[ 8.18181818 18.81818182] ; [1.81818182 4.18181818],0
a6,1,0.864547,0.029101,[10 17] ; [2 4],[ 9.81818182 17.18181818] ; [2.18181818 3.81818182],0
r4,1,0.91528,0.011317,[ 5 22] ; [1 5],[ 4.90909091 22.09090909] ; [1.09090909 4.90909091],0
p3,1,0.91528,0.011317,[ 5 22] ; [1 5],[ 4.90909091 22.09090909] ; [1.09090909 4.90909091],0
v4,1,0.934568,0.00674,[13 14] ; [3 3],[13.09090909 13.90909091] ; [2.90909091 3.09090909],0
b5,1,0.934568,0.00674,[14 13] ; [3 3],[13.90909091 13.09090909] ; [3.09090909 2.90909091],0
p4,1,1.0,0.0,[ 9 18] ; [2 4],[ 9. 18.] ; [2. 4.],0
